timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,bfnx_vwap,ecart_type,vwmp_upper
2021-02-24 00:00:00,115267625.82756214,48882.0,49087.0,48539.0,48609.0,76.66440402,3750235.579469839,48917.5599472669,139.43205824322385,49086.0
2021-02-24 00:05:00,27746486.06922799,48600.0,48711.0,48465.0,48568.31076519,20.82747354,1011696.5632878107,48575.09775944772,68.56209537237241,48561.0
2021-02-24 00:10:00,94657921.41467124,48576.0,48579.0,48075.0,48079.0,35.12715045,1695873.6388295805,48278.1443158473,119.27173296796306,48401.0
2021-02-24 00:15:00,139545147.3981782,48075.0,48097.0,47518.0,47752.0,105.29359761,5023495.7827224815,47709.41345673412,152.47225912226546,48024.0
2021-02-24 00:20:00,194377452.98417908,47752.0,47752.608591,46902.0,47032.0,164.7341569,7788857.682712014,47281.376426627474,205.02891077656227,47303.0
2021-02-24 00:25:00,44963437.81972884,47025.0,47313.0,46980.0,47193.0,43.05203148,2031304.900117559,47182.556322834855,85.31547381650785,47082.0
2021-02-24 00:30:00,56005619.8661017,47166.0,47694.0,47166.0,47615.0,61.87521836,2937632.310213029,47476.71827388811,112.2845763396009,47406.77722854
2021-02-24 00:35:00,34841426.63858534,47638.0,47783.0,47528.0,47691.0,41.10506182,1960832.1641176485,47702.93675032475,77.11193631813967,47637.0
2021-02-24 00:40:00,39328154.12475864,47683.0,47800.0,47575.0,47702.0,27.68024415,1321420.293810041,47738.751387062475,52.16519197133166,47709.193614
2021-02-24 00:45:00,31223960.75695973,47707.0,47908.0,47707.0,47730.0,7.99365969,382034.2217982021,47792.15485944737,52.71950255828521,47788.0
2021-02-24 00:50:00,99686454.03151402,47743.0,48234.0,47704.0,48167.0,21.19996645,1017900.631794335,48014.256729841894,136.57002708298558,48161.0
2021-02-24 00:55:00,63192875.96470785,48179.0,48497.0,48133.0,48485.0,21.16127482,1022477.3709402911,48318.32579263723,84.98476205569285,48410.0
2021-02-24 01:00:00,52567921.24496831,48454.0,48704.0,48412.0,48489.25847365,27.40505413,1330234.3320069022,48539.74473820542,63.983272452259925,48684.0
2021-02-24 01:05:00,85992746.85065472,48509.0,48870.06502176,48508.0,48824.0,25.80418511,1257615.8619466077,48736.89506510474,83.9220031006615,48828.74446544
2021-02-24 01:10:00,44399759.80633029,48796.0,48939.0,48658.0,48718.0,37.12454304,1812373.816823743,48818.750842831745,70.12302210673529,48771.0
2021-02-24 01:15:00,68808783.1639513,48707.0,49069.0,48707.0,49014.0,47.02731079,2301551.6097464524,48940.74466694489,74.00164362271704,48762.0
2021-02-24 01:20:00,97900039.32344593,49016.0,49163.64975886,48860.0,49162.0,89.85122864,4405165.511504442,49027.326372511605,62.923267163249875,49152.0
2021-02-24 01:25:00,76934600.5630669,49167.366966,49359.0,49110.0,49155.0,83.60334956,4116984.1991496165,49244.24943279291,60.50243054075128,49150.0
2021-02-24 01:30:00,65929353.92783978,49187.0,49211.0,48761.0,49012.0,52.66888225,2580299.160114466,48990.96107387899,100.84729186817648,49081.61223678
2021-02-24 01:35:00,77259421.28486958,49006.0,49318.0,48896.0,49300.0,24.5614075,1207060.5387671022,49144.599663806,96.10186607418235,49261.0
2021-02-24 01:40:00,177488845.04301992,49307.0,49900.0,49290.0,49741.0,198.43918493,9857437.636754828,49674.85449122392,162.49058709481366,49891.0
2021-02-24 01:45:00,73295323.64126424,49741.0,49964.0,49656.0,49821.0,52.86688539,2636110.264246243,49863.165662202504,67.6849639221564,49770.0
2021-02-24 01:50:00,63721324.52014793,49788.0,49800.0,49500.0,49755.0,93.37822113,4637116.788228502,49659.51088073059,74.97212174263649,49754.8861583
2021-02-24 01:55:00,167413056.64582935,49765.0,50229.0,49571.0,50196.0,166.95914555,8340127.267852039,49953.10224173604,151.42322771145277,49675.0
2021-02-24 02:00:00,192007249.81378523,50184.0,50518.0,49841.0,50505.0,163.47577005,8218041.910310424,50270.70316167888,141.11143788182343,50233.85928992
2021-02-24 02:05:00,73718530.19052602,50512.0,50580.34566075,50211.0,50326.0,112.96449556,5692765.220755982,50394.287094676794,103.81151961953013,50379.0
2021-02-24 02:10:00,80866045.25008672,50339.0,50372.0,49990.0,50323.0,47.41849816,2378302.9740698715,50155.59468047631,103.1934223899761,50350.0
2021-02-24 02:15:00,46782291.12937504,50332.0,50354.0,49890.17828167,50089.0,35.91501176,1796848.2724245158,50030.563387584305,116.61858626112874,50313.0
