timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,stmp_vwap,ecart_type,vwmp_upper
2021-02-24 00:00:00,11886582.75,48927.33,49098.88,48544.12,48653.24,40.99339289,2005358.323016214,48919.06186924589,133.04285788131045,48658.52
2021-02-24 00:05:00,4179376.15,48742.39,48742.39,48500.0,48591.62,15.4985553,753192.9943772684,48597.626023715166,53.054887306740234,48566.76
2021-02-24 00:10:00,9107858.61,48597.69,48707.06,48176.15,48212.59,41.48170846,2013073.1613209883,48529.17673972265,129.4411228827617,48500.0
2021-02-24 00:15:00,12013785.6,48122.09,48135.0,47601.0,47801.0,38.46402079,1841865.4714954367,47885.41170855156,148.55111727442062,47994.68
2021-02-24 00:20:00,19104440.12,47763.98,47766.37,47000.0,47113.39,61.0555733,2883912.7510941485,47234.226053760576,204.49648694826973,47081.43
2021-02-24 00:25:00,7744034.28,47144.02,47366.24,47031.47,47239.68,27.77275827,1311448.4724148845,47220.67789109391,64.48898137856195,47160.76
2021-02-24 00:30:00,6603370.73,47275.7,47704.51,47275.7,47600.3,11.694462999999999,555586.4708548859,47508.5064491534,107.64037370692964,47414.13
2021-02-24 00:35:00,4436591.82,47645.43,47782.15,47575.45,47700.87,11.6080012,553884.277242323,47715.73225219196,52.38603081242438,47709.87
2021-02-24 00:40:00,5204532.4,47721.1,47872.7,47609.13,47771.44,26.17652495,1249919.4360559685,47749.63210141339,60.37106071500003,47678.24
2021-02-24 00:45:00,4780699.29,47751.34,47954.75,47713.42,47765.21,13.56012058,648090.0473802045,47793.826283232396,48.66411664244996,47853.34
2021-02-24 00:50:00,5132505.7,47821.21,48234.0,47729.73,48185.85,9.22543539,442491.7096396002,47964.31723095078,158.51712069575566,47903.5
2021-02-24 00:55:00,6958841.82,48174.84,48517.93,48150.78,48504.0,16.82301267,812626.8944277593,48304.48091362933,85.16289951612218,48436.55
2021-02-24 01:00:00,9471151.18,48476.94,48714.58,48425.2,48506.24,36.06645843,1751782.6861516703,48570.96489115054,67.25967821158203,48476.94
2021-02-24 01:05:00,6529565.47,48509.03,48896.44,48509.03,48815.07,15.44630256,752556.5031115668,48720.81847343839,75.91087371539427,48725.53
2021-02-24 01:10:00,9622677.38,48815.65,49000.0,48669.45,48746.72,58.32012841,2848510.0289024226,48842.65701332022,78.25363044940923,48792.84
2021-02-24 01:15:00,16357827.87,48721.74,49088.94,48721.74,49015.94,159.34674866,7806666.507268768,48991.6899649201,54.87576278947789,48853.67
