timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,all_vwap,ecart_type,vwmp_upper
2021-02-24 00:00:00,353635440.87056214,48899.99,49130.5,48539.0,48624.42,583.0939580648,28503138.08663751,48882.581773330465,141.0380176979096,48828.35
2021-02-24 00:05:00,174907551.999228,48593.69,48775.75,48465.0,48633.92,228.2829012268,11097360.553812087,48612.31609627571,57.688845393777854,48661.84
2021-02-24 00:10:00,294079169.13267124,48632.41,48899.6,48075.0,48142.8,373.7703549251,18103256.642204814,48434.1692797775,137.61902772300374,48472.9
2021-02-24 00:15:00,423011406.6091782,48154.657,48167.2,47518.0,47800.99,632.6186664473,30240904.35033609,47802.737975097814,150.78580312315992,47734.6
2021-02-24 00:20:00,499008374.5751791,47752.0,47830.93,46902.0,47104.64,788.5085163702,37304025.36537579,47309.60362622357,217.600540444463,47365.74
2021-02-24 00:25:00,253378698.18172884,47025.0,47378.95,46980.0,47260.0,500.804375538,23644187.506515004,47212.421978371734,78.20144147991994,47160.76
2021-02-24 00:30:00,267087463.9001017,47257.14,47736.0,47166.0,47668.1,388.6415444345,18466186.0894031,47514.69922309171,107.96109990048694,47426.26
2021-02-24 00:35:00,190752809.26958534,47664.14,47845.65,47528.0,47728.49,243.0247129007,11591260.538776575,47695.810028640044,60.49699108400742,47584.9
2021-02-24 00:40:00,187870581.60575864,47728.49,47899.99,47571.99,47734.83,251.2792587657,11994221.13124271,47732.63495824964,59.15886463003475,47716.5
2021-02-24 00:45:00,151963488.52495974,47749.12,48000.0,47707.0,47767.19,137.1505302757,6558640.718876309,47820.746341207196,49.10084190041246,47870.8
2021-02-24 00:50:00,244591659.909514,47773.75,48250.0,47704.0,48200.0,172.11007441,8254533.687602039,47960.78158642893,148.7925235579555,47900.0
2021-02-24 00:55:00,218144646.17370784,48200.0,48526.33,48133.0,48498.9,224.5731247403,10857617.195999984,48347.803008734496,86.65975783043972,48472.1
2021-02-24 01:00:00,227646623.7419683,48499.0,48729.76,48412.0,48556.69,317.7467826223,15435527.888672449,48578.077679610644,65.79316780841238,48661.5
2021-02-24 01:05:00,248352796.07765472,48509.03,48910.307,48492.78,48824.0,249.32038274960001,12153276.961380672,48745.621306006804,79.37976753475766,48629.0
