timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,lmax_vwap,ecart_type,vwmp_upper
2021-02-24 00:00:00,12462870.198,48892.5,49080.5,48559.5,48559.5,125.46,6130196.36041,48861.759607922846,100.54816048391476,49029.5
2021-02-24 00:05:00,5977920.872,48694.0,48761.0,48503.5,48585.0,43.99,2137809.66546,48597.62822141396,50.17300133950106,48694.0
2021-02-24 00:10:00,6147152.752,48592.0,48608.0,48100.5,48147.5,35.48,1718433.64534,48433.86824520857,144.50280136333245,48531.5
2021-02-24 00:15:00,8409165.178,48130.5,48130.5,47568.5,47744.5,82.86,3959287.37059,47782.85506384262,137.37605679538427,47662.5
2021-02-24 00:20:00,11670430.522,47775.5,47775.5,46918.718,47090.0,120.22,5680134.35089,47247.83189893528,169.22410050076832,47021.0
2021-02-24 00:25:00,9584809.757,47156.5,47320.5,47008.5,47265.5,105.49,4982969.06122,47236.41161456063,61.692723738518204,47184.0
2021-02-24 00:30:00,4703669.559,47248.5,47728.25,47248.5,47658.0,41.8,1985880.78481,47509.109684449766,94.43567397251317,47658.0
2021-02-24 00:35:00,7918463.978,47678.5,47802.0,47599.0,47671.0,45.19,2155505.75115,47698.73315224607,55.56160721972641,47678.5
2021-02-24 00:40:00,5010768.033,47742.0,47895.0,47582.5,47708.0,39.56,1888627.10949,47740.82683240647,76.8279674603084,47742.0
2021-02-24 00:45:00,3393780.887,47811.5,47905.0,47730.5,47739.5,12.61,602828.51455,47805.591954797776,39.41433129956808,47757.0
2021-02-24 00:50:00,3782523.29,47722.0,48193.0,47708.0,48193.0,23.900000000000002,1144875.68,47902.74811715482,118.7164254360143,48193.0
2021-02-24 00:55:00,3477044.681,48170.89,48504.0,48164.0,48504.0,18.48,892633.3895,48302.67259199134,91.10329103329373,48170.89
2021-02-24 01:00:00,4321607.251,48495.0,48690.0,48438.0,48518.499,24.16,1173267.24276,48562.38587582784,62.374634291765126,48615.5
2021-02-24 01:05:00,3897800.751,48558.0,48850.5,48543.0,48801.0,27.689999999999998,1349204.7829,48725.344272300455,66.96054635576336,48706.5
2021-02-24 01:10:00,5467545.507,48788.501,48946.5,48720.0,48753.5,84.77,4136787.2567,48800.13279108175,56.303778249500525,48801.25
2021-02-24 01:15:00,1270937.001,48758.5,49073.0,48758.5,49073.0,8.81,430559.81000999996,48871.71509761636,61.673616126123896,48966.0
2021-02-24 01:20:00,1962351.251,49075.0,49220.5,48891.501,49220.5,15.07,740781.6974899999,49156.051591904434,98.61978527125996,49097.0
2021-02-24 01:25:00,2511216.998,49172.5,49378.5,49146.0,49192.0,18.22,896765.80987,49218.76014654225,59.27109645915283,49319.5
2021-02-24 01:30:00,3133719.502,49209.5,49209.5,48753.5,49027.0,23.85,1167717.11003,48960.88511656185,124.36398202623177,49101.0
2021-02-24 01:35:00,1228565.251,48980.75,49280.0,48948.0,49275.5,7.319999999999999,359038.81259,49049.018113387974,101.7511033416266,48980.75
2021-02-24 01:40:00,4570512.781,49353.0,49883.5,49353.0,49718.5,55.54,2762019.27006,49730.271337054386,134.96157427181492,49690.0
2021-02-24 01:45:00,4132694.005,49674.5,49951.5,49659.0,49761.5,16.99,846021.65839,49795.27124131843,63.40207571921227,49732.0
2021-02-24 01:50:00,5267312.75,49787.5,49803.0,49517.5,49775.5,50.56,2512250.1975,49688.49283030064,69.03193674980686,49621.5
2021-02-24 01:55:00,5646240.261,49767.0,50240.88,49634.5,50160.5,35.08,1752848.33837,49967.170421037634,153.37127604805883,49971.5
2021-02-24 02:00:00,9140321.962,50181.0,50533.93,49839.5,50533.93,66.34,3331880.13728,50224.30113476033,223.7073337293465,50181.0
2021-02-24 02:05:00,10583518.76,50569.0,50569.5,50213.0,50315.5,52.16,2629825.5996,50418.43557515338,88.41969046082559,50569.0
2021-02-24 02:10:00,3914232.249,50337.0,50340.5,49989.0,50322.5,17.92,899801.9273,50212.161121651785,100.69954800113372,50034.0
2021-02-24 02:15:00,3906170.84,50322.0,50322.0,49894.5,50090.5,20.27,1015009.2341,50074.45654168722,100.16615444640571,50090.5
2021-02-24 02:20:00,2946848.75,50123.5,50130.0,49799.5,49874.5,20.19,1007801.6675,49915.88249133235,97.40855949747225,49955.5
2021-02-24 02:25:00,4650782.077,49882.5,50164.5,49882.5,50018.0,47.86,2392848.98555,49996.844662557465,64.1412253601124,49961.0
2021-02-24 02:30:00,4868648.0,50120.0,50335.0,50064.0,50216.5,25.36,1272053.145,50159.824329653005,76.07372725122325,50120.0
2021-02-24 02:35:00,4988862.25,50314.5,50485.0,50281.5,50349.5,23.87,1202989.82,50397.56263091747,44.53098281266895,50435.5
2021-02-24 02:40:00,5874223.25,50344.5,50359.5,50033.0,50087.5,53.03,2663644.675,50229.01518008674,96.43490821476547,50262.5
2021-02-24 02:45:00,5637787.0,50111.5,50430.5,50111.5,50325.5,45.86,2308607.4725,50340.32866332316,51.610826147599646,50111.5
2021-02-24 02:50:00,4981723.45,50312.0,50431.45,50224.0,50346.0,25.4,1278292.7495,50326.4862007874,43.677584545104125,50377.5
2021-02-24 02:55:00,4927928.25,50378.5,50385.0,50175.0,50191.5,19.919999999999998,1001528.1175,50277.515938755016,61.70178289770161,50304.5
2021-02-24 03:00:00,3119496.25,50171.0,50470.0,50073.75,50394.0,17.15,863172.1925,50330.74008746356,108.48773087492529,50352.0
2021-02-24 03:05:00,5803180.0,50433.5,50541.5,50296.0,50334.5,30.4,1534545.1199999999,50478.45789473685,64.13309942879765,50498.0
2021-02-24 03:10:00,3375985.25,50315.0,50495.5,50279.0,50410.5,21.09,1062664.8625,50387.14378852537,53.406682136362264,50396.0
2021-02-24 03:15:00,3675857.0,50396.5,50490.0,50279.0,50442.5,26.9,1354784.605,50363.73996282528,42.240086428444414,50396.0
2021-02-24 03:20:00,3171540.46,50490.0,50490.0,50267.0,50274.5,18.35,923791.5967,50342.86630517711,43.84791526993933,50490.0
2021-02-24 03:25:00,4324099.0,50266.5,50325.0,50219.0,50276.5,25.79,1296746.12,50280.96626599456,23.655670033124466,50314.0
2021-02-24 03:30:00,2614344.97,50254.0,50343.5,50238.5,50343.5,21.15,1063198.2891,50269.42265248227,23.95851201639916,50273.5
