timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,btrx_vwap,ecart_type,vwmp_upper
2021-02-24 00:00:00,9969065.205,48906.607,49070.307,48570.97,48638.639,4.9872421000000005,243766.58564409683,48878.03334113194,119.15702332228358,48866.971
2021-02-24 00:05:00,5053764.318,48686.849,48731.3,48497.155,48583.404,2.97036376,144319.4151792539,48586.44490708906,52.16013612580363,48570.967
2021-02-24 00:10:00,6971639.376,48588.44,48620.091,48141.165,48204.151,2.56056824,123842.80579966266,48365.36041689819,120.61725009433495,48380.968
2021-02-24 00:15:00,12786107.823,48154.657,48154.657,47607.712,47791.94,6.83760988,327436.4481371945,47887.559232495216,136.87338474726212,48019.06
2021-02-24 00:20:00,13857269.509,47770.978,47770.978,46958.22,47133.122,12.687572,600436.9134420034,47324.80835907796,230.45510989594865,47671.386
2021-02-24 00:25:00,5334950.345,47099.54,47350.65,47019.269,47250.924,2.75333416,130004.75428743749,47217.20893022206,65.05878121481666,47142.621
2021-02-24 00:30:00,5036373.085,47289.12,47704.91,47289.12,47633.65,2.42260026,115046.63897568012,47488.90721892357,97.42835692913913,47372.881
2021-02-24 00:35:00,3957355.133,47646.609,47772.159,47600.0,47701.091,1.43457869,68423.06817072463,47695.58383076543,50.13935795706153,47732.576
2021-02-24 00:40:00,2673775.508,47754.24,47863.654,47660.728,47733.881,1.14047324,54425.85564954949,47722.168079585535,49.269626090855,47817.863
2021-02-24 00:45:00,3538436.671,47775.49,47958.21,47757.843,47758.749,0.89632419,42855.53579473544,47812.53956198085,41.23402430083435,47874.671
2021-02-24 00:50:00,4025847.818,47779.108,48200.0,47726.937,48194.35,1.45986455,70090.81271889457,48011.86022285051,146.46728433121154,47833.79
2021-02-24 00:55:00,4829498.978,48200.0,48488.0,48194.35,48488.0,2.31670621,111886.3448263497,48295.43959583451,79.6359483401285,48380.967
2021-02-24 01:00:00,4951917.036,48488.0,48698.016,48453.81,48520.558,1.78807626,86748.49433393076,48514.985783621305,59.82912033485607,48496.861
2021-02-24 01:05:00,4288034.596,48520.558,48910.307,48520.558,48842.895,1.59245281,77570.84099129269,48711.54768554347,85.26256036705124,48690.502
2021-02-24 01:10:00,8490787.629,48795.565,48972.71,48676.291,48711.967,4.48204894,218719.06671991266,48798.90194146622,71.74163379925874,48951.935
2021-02-24 01:15:00,6554175.099,48719.83,49000.0,48705.499,49000.0,5.8470246,285837.8374559852,48886.03298436356,93.12351192317503,48983.043
2021-02-24 01:20:00,8966929.202,48999.999,49180.96,48855.35,49142.903,6.42523805,314884.42951704795,49007.433976247456,63.23349446333249,49142.903
2021-02-24 01:25:00,7975732.909,49142.903,49350.321,49114.021,49136.048,3.29339937,162160.7352096465,49238.102334867,61.492578887546884,49228.91
2021-02-24 01:30:00,7834173.66,49157.913,49188.275,48761.936,48957.366,3.33100988,163088.36597465133,48960.63711905031,86.18139094888409,48951.94
2021-02-24 01:35:00,4521259.017,48992.959,49282.62,48921.16,49282.62,1.93916171,95342.78298583864,49167.00989616726,102.24193593050687,49132.349
2021-02-24 01:40:00,10312627.594,49287.02,49859.824,49282.62,49738.679,6.12103513,303481.64166189526,49580.11761352124,135.21801542391123,49732.658
2021-02-24 01:45:00,13951466.296,49664.86,49909.571,49664.86,49792.141,11.66472338,581247.3998735921,49829.505676078195,41.33206627923419,49904.838
2021-02-24 01:50:00,7651134.373,49767.377,49801.034,49546.79,49783.39,3.31739757,164790.26357652267,49674.559680985934,59.74597864161883,49712.3
2021-02-24 01:55:00,11749419.225,49795.26,50229.466,49634.0,50199.989,5.24088482,262102.50697210646,50011.11758302417,141.92195261492182,49981.321
2021-02-24 02:00:00,11204514.887,50188.392,50526.54,49861.58,50525.225,4.61245387,231606.04342173433,50213.19452713233,196.35688681607354,50231.228
2021-02-24 02:05:00,9186973.179,50530.0,50600.0,50275.378,50299.829,7.1422773699999995,360573.95689515653,50484.45169739418,72.13522289770567,50460.17
2021-02-24 02:10:00,7335781.85,50370.66,50370.66,50036.329,50337.63,3.05402166,153476.04209449198,50253.75035961337,78.6374295335505,50242.34
2021-02-24 02:15:00,9427455.925999999,50335.15,50375.67,49949.925,50077.394,4.77997075,239867.00710819705,50181.689314353454,122.92756376659946,50077.394
2021-02-24 02:20:00,5900622.801,50116.746,50171.748,49838.017,49901.273,2.98852271,149480.53680221754,50018.20340934183,97.04146183771677,49904.838
2021-02-24 02:25:00,4903781.264,49888.672,50165.008,49888.672,50056.012,2.03783452,101981.24810863636,50043.930018732026,54.9600232040279,50073.065
2021-02-24 02:30:00,3868446.252,50088.586,50370.53,50063.582,50268.661,1.63104014,82005.68916828699,50278.155121484,90.47684227266461,50285.806
2021-02-24 02:35:00,6648327.349,50237.735,50490.058,50237.735,50387.521,3.20599531,161436.41944841115,50354.540115784235,60.800559194162815,50339.87
2021-02-24 02:40:00,3911452.805,50335.46,50335.46,50051.444,50124.027,1.29793955,65057.27038167623,50123.49795618464,64.55525917887508,50094.838
2021-02-24 02:45:00,2719193.67,50198.099,50436.22,50168.33,50336.98,0.8799896,44314.87704302551,50358.409966464955,44.26019201143252,50423.728
2021-02-24 02:50:00,2517196.382,50319.73,50444.05,50266.86,50365.274,0.41643063,20967.67604345145,50350.9457108173,42.849604303778996,50277.529
2021-02-24 02:55:00,2566146.449,50359.022,50412.789,50206.614,50230.77,0.48583588,24441.53137653694,50308.205677474754,56.93021712793437,50331.081
2021-02-24 03:00:00,2514804.07,50213.589,50475.8,50105.146,50450.681,1.49956739,75477.330511084,50332.73663752051,101.13603856113814,50298.227
2021-02-24 03:05:00,3430269.227,50459.44,50554.23,50309.7,50338.1,1.36865099,69089.47825914618,50479.98267194924,79.63715491070943,50475.806
2021-02-24 03:10:00,14988281.341,50339.65,50514.241,50285.609,50452.5,20.79201407,1049550.771274875,50478.55237791665,48.215004423230205,50487.598
2021-02-24 03:15:00,2922530.401,50439.144,50523.362,50310.16,50523.362,1.06975327,53899.91901810666,50385.3743939541,42.16521762087525,50412.406
2021-02-24 03:20:00,2770535.316,50407.57,50437.134,50278.829,50317.587,1.6556263,83415.11532430223,50382.81605233153,34.324294387764056,50327.46
2021-02-24 03:25:00,1710609.334,50308.511,50350.07,50252.061,50317.911,0.79571896,40034.28635101379,50312.09304226429,23.932974133729992,50317.911
2021-02-24 03:30:00,2817121.8710000003,50319.11,50385.932,50255.942,50385.932,1.10481921,55569.53924613686,50297.40499003168,24.012508785541183,50342.425
2021-02-24 03:35:00,2017444.118,50406.929,50534.135,50358.82,50534.135,0.65835118,33200.14206731907,50429.22846636209,54.528839267378565,50394.75
2021-02-24 03:40:00,6062389.342,50576.389,50576.389,50404.024,50494.276,1.59671547,80668.36046886572,50521.43727828085,44.235661884574995,50536.92
2021-02-24 03:45:00,4249280.689,50443.469,50777.0,50365.034,50767.71,1.535197,77794.280435788,50673.809573486666,138.7936021429092,50611.89
2021-02-24 03:50:00,6710406.236,50763.43,50933.06,50751.231,50835.268,4.62848627,235401.92336837816,50859.37596793998,46.02360251858093,50838.35
2021-02-24 03:55:00,3667059.416,50849.43,50999.99,50849.421,50949.591,1.40313961,71447.96199129216,50920.066315633536,44.92518903788276,50988.47
2021-02-24 04:00:00,4849015.981,50999.999,51155.6,50949.57,51060.71,2.53923962,129596.1695953084,51037.3926802971,53.72633358181513,51028.603
2021-02-24 04:05:00,5733830.241,51064.63,51270.253,51064.63,51207.825,3.12043602,159781.44495358723,51204.84571050017,42.753733390758846,51250.0
2021-02-24 04:10:00,3485982.913,51236.908,51334.771,51193.554,51332.54,0.99331541,50912.72563767448,51255.34661510434,42.8704227678969,51294.82
2021-02-24 04:15:00,5422650.503,51334.771,51386.269,50976.791,51026.35,2.88943743,147761.17981225564,51138.39056631022,132.9075413815012,51379.0
2021-02-24 04:20:00,3008909.079,51039.411,51150.859,50887.211,51016.36,1.20609946,61501.23120448051,50991.840427886855,69.45519220648261,50910.856
2021-02-24 04:25:00,3103432.018,51121.722,51121.722,50721.701,50721.701,0.81040037,41211.67330854851,50853.47296737846,115.01664307995351,51066.93
2021-02-24 04:30:00,1980509.163,50744.63,50857.63,50678.96,50831.92,1.4947652200000001,75835.10749645175,50733.79182347562,54.775276574083136,50708.664
2021-02-24 04:35:00,3449233.192,50765.369,50856.234,50642.071,50642.486,1.91982327,97339.77849507061,50702.46830327804,50.94141083592957,50666.774
2021-02-24 04:40:00,4747881.919,50650.826,50650.826,50400.0,50400.003,1.85129177,93518.60437461121,50515.324429174776,72.95973471992116,50474.761
2021-02-24 04:45:00,2631574.611,50400.002,50714.674,50400.002,50714.674,1.42840156,72327.74327723176,50635.44125311074,86.32112950074921,50678.825
2021-02-24 04:50:00,7534769.043,50718.956,51002.277,50708.431,50919.55,6.29333088,320383.3085483095,50908.384551410956,73.2816091790089,50856.774
2021-02-24 04:55:00,6251832.2,50941.981,50960.267,50657.291,50662.379,5.00535724,254444.78322086975,50834.49013139164,54.00834663809996,50853.207
2021-02-24 05:00:00,6201798.042,50676.453,50956.67,50676.453,50920.03,3.7151264,188858.2846839606,50834.95535547879,47.84657827240427,50836.0
2021-02-24 05:05:00,3313184.044,50927.69,51030.517,50927.69,51000.0,2.56155663,130566.6321707862,50971.59697413607,31.227307896722564,50930.0
2021-02-24 05:10:00,9910195.471,51000.0,51000.0,50715.78,50736.626,5.75485738,292623.31941080815,50848.05757789398,90.41327783969969,50850.0
2021-02-24 05:15:00,9185453.835,50706.049,50706.049,50266.74,50275.751,4.91739175,248166.40941561642,50467.08133750305,110.31114350991724,50500.007
2021-02-24 05:20:00,7427172.509,50275.751,50427.587,50000.0,50148.72,4.69317147,235421.44699754866,50162.54967508115,125.81859293139203,50088.693
2021-02-24 05:25:00,3665404.626,50159.719,50406.684,50065.875,50406.684,1.53594696,77126.59336799935,50214.35985523832,65.09423912861432,50149.41
2021-02-24 05:30:00,2716597.904,50416.47,50416.47,50258.097,50314.052,1.49685303,75302.56705023778,50307.25498163155,33.29761771009104,50282.631
2021-02-24 05:35:00,3631562.248,50311.222,50542.146,50271.405,50505.12,1.20035357,60556.79452300045,50449.131019788154,75.23751110961297,50475.806
2021-02-24 05:40:00,2673834.877,50509.338,50547.73,50336.92,50400.3,2.17687576,109848.97146259029,50461.755090051745,61.13582418447353,50509.55
2021-02-24 05:45:00,3025872.765,50429.08,50543.619,50302.963,50324.727,1.21221048,61127.219678480935,50426.24254368841,74.0242651548853,50428.028
