timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,bfly_vwap,ecart_type,vwmp_upper
2021-02-24 00:00:00,48929.54,48929.54,48929.54,48929.54,48929.54,0.12,5871.5448,48929.54,0.0,48929.54
2021-02-24 00:05:00,48683.05,48683.05,48683.05,48683.05,48683.05,0.01,486.83050000000003,48683.05,0.0,48683.05
2021-02-24 00:10:00,193674.76,48574.05,48574.05,48263.33,48263.33,0.40907930000000003,19743.916222757,48264.27595519255,155.36000000000058,48574.05
2021-02-24 00:15:00,238826.31,47873.53,47873.53,47648.25,47817.29,0.18103572999999998,8642.6985331957,47740.291561205624,76.23310708609431,47817.29
2021-02-24 00:20:00,283668.92,47500.0,47500.0,47086.89,47153.51,0.21894902000000002,10359.0422395844,47312.57641429224,143.36042546284799,47153.51
2021-02-24 00:25:00,94548.20999999999,47247.61,47300.6,47247.61,47300.6,0.071,3355.1632,47255.81971830986,26.49499999999898,47300.6
2021-02-24 00:30:00,94963.14,47399.97,47563.17,47399.97,47563.17,0.06585389999999999,3131.2648843829998,47548.66278812644,81.59999999999854,47399.97
2021-02-24 00:35:00,47741.14,47741.14,47741.14,47741.14,47741.14,0.12,5728.9367999999995,47741.14,0.0,47741.14
2021-02-24 00:50:00,288835.2,48128.38,48191.14,48128.38,48191.14,0.7615147000000001,36651.053249386,48129.14740764163,23.23050580594455,48191.14
2021-02-24 01:10:00,97732.84,48934.14,48934.14,48798.7,48798.7,0.21,10263.9798,48876.09428571428,67.72000000000116,48798.7
2021-02-24 01:35:00,49140.16,49140.16,49140.16,49140.16,49140.16,0.08342721,4099.626447753601,49140.16,0.0,49140.16
2021-02-24 01:40:00,199233.44,49777.91,49818.51,49777.91,49818.51,0.6227109000000001,31017.657198759003,49810.68614466039,17.580315696823472,49818.51
2021-02-24 01:55:00,50161.64,50161.64,50161.64,50161.64,50161.64,0.12,6019.3967999999995,50161.64,0.0,50161.64
2021-02-24 02:00:00,703530.8,49994.55,50513.79,49994.55,50513.79,1.76087919,88390.53603940441,50196.82016879555,131.7690654136996,50200.0
2021-02-24 02:15:00,50136.78,50136.78,50136.78,50136.78,50136.78,0.0042,210.57447599999998,50136.78,0.0,50136.78
2021-02-24 03:55:00,50948.0,50948.0,50948.0,50948.0,50948.0,0.25,12737.0,50948.0,0.0,50948.0
2021-02-24 04:00:00,102039.84,51025.46,51025.46,51014.38,51014.38,0.42000000000000004,21427.919876,51018.85684761904,5.540000000000873,51025.46
2021-02-24 04:25:00,101480.17,50736.28,50743.89,50736.28,50743.89,0.35039522,17779.654775581603,50741.71609870021,3.805000000000291,50736.28
2021-02-24 06:10:00,199431.93,50050.8,50050.8,49656.52,49656.52,0.13260096,6590.034226184,49698.23918457302,180.99875916356558,50050.8
2021-02-24 06:40:00,149849.86,49923.2,49981.91,49923.2,49944.75,0.30000000000000004,14984.986,49949.95333333333,24.24901418385942,49923.2
2021-02-24 06:45:00,100035.58,50016.68,50018.9,50016.68,50018.9,0.194,9703.4446,50017.75567010309,1.110000000000582,50018.9
2021-02-24 06:50:00,300113.4,50018.9,50018.9,50018.9,50018.9,0.9438000000000001,47207.83782,50018.9,0.0,50018.9
2021-02-24 07:15:00,49680.1,49680.1,49680.1,49680.1,49680.1,0.03267732,1623.412525332,49680.1,0.0,49680.1
2021-02-24 08:00:00,149671.02,49890.34,49890.34,49890.34,49890.34,0.404951,20203.14307334,49890.340000000004,0.0,49890.34
2021-02-24 08:10:00,100821.3,50410.65,50410.65,50410.65,50410.65,0.38168097,19240.785790330505,50410.65000000001,0.0,50410.65
2021-02-24 08:35:00,50726.45,50726.45,50726.45,50726.45,50726.45,0.0019,96.38025499999999,50726.45,0.0,50726.45
2021-02-24 09:15:00,50890.43,50890.43,50890.43,50890.43,50890.43,0.01,508.90430000000003,50890.43,0.0,50890.43
2021-02-24 09:20:00,50900.0,50900.0,50900.0,50900.0,50900.0,0.1,5090.0,50900.0,0.0,50900.0
2021-02-24 09:30:00,50907.35,50907.35,50907.35,50907.35,50907.35,0.12,6108.882,50907.35,0.0,50907.35
2021-02-24 09:35:00,50846.85,50846.85,50846.85,50846.85,50846.85,0.12,6101.621999999999,50846.85,0.0,50846.85
2021-02-24 10:30:00,50544.26,50544.26,50544.26,50544.26,50544.26,0.12,6065.3112,50544.26,0.0,50544.26
2021-02-24 10:35:00,50486.11,50486.11,50486.11,50486.11,50486.11,0.0182,918.847202,50486.11,0.0,50486.11
2021-02-24 11:10:00,151500.0,50500.0,50500.0,50500.0,50500.0,0.15027047999999998,7588.65924,50500.00000000001,0.0,50500.0
2021-02-24 11:20:00,50436.16,50436.16,50436.16,50436.16,50436.16,0.12,6052.3392,50436.16,0.0,50436.16
2021-02-24 11:35:00,50702.08,50702.08,50702.08,50702.08,50702.08,0.003,152.10624,50702.08,0.0,50702.08
2021-02-24 12:25:00,51078.18,51078.18,51078.18,51078.18,51078.18,0.001,51.07818,51078.18,0.0,51078.18
2021-02-24 12:35:00,51229.87,51229.87,51229.87,51229.87,51229.87,0.12,6147.5844,51229.87,0.0,51229.87
2021-02-24 13:10:00,252500.0,50500.0,50500.0,50500.0,50500.0,0.4441,22427.050000000003,50500.0,0.0,50500.0
2021-02-24 13:15:00,250035.66,50124.32,50124.32,49830.23,49839.99,0.59,29503.036,50005.145762711865,140.51611343899322,50124.32
2021-02-24 13:20:00,49560.79,49560.79,49560.79,49560.79,49560.79,0.02015708,999.0008088932001,49560.79,0.0,49560.79
2021-02-24 13:30:00,885604.57,49316.51,49334.08,48978.31,49206.42,1.16152557,57167.9844875463,49218.01634340801,79.52519343222129,49209.12
2021-02-24 13:40:00,98763.86,49381.93,49381.93,49381.93,49381.93,0.22999999999999998,11357.8439,49381.93,0.0,49381.93
2021-02-24 13:45:00,397718.61,49637.76,49870.34,49630.31,49870.34,1.4115171000000002,70181.81869251601,49720.841988039676,69.13932291711706,49637.76
2021-02-24 13:50:00,99398.0,49699.0,49699.0,49699.0,49699.0,0.0353052,1754.6331348,49699.0,0.0,49699.0
2021-02-24 14:05:00,49700.0,49700.0,49700.0,49700.0,49700.0,0.0493,2450.21,49700.00000000001,0.0,49700.0
2021-02-24 14:10:00,295761.5,49288.39,49347.5,49272.35,49347.5,1.0145,49997.0982166,49282.50193849188,24.680342830322,49347.5
2021-02-24 14:15:00,49516.91,49516.91,49516.91,49516.91,49516.91,0.01,495.16910000000007,49516.91,0.0,49516.91
2021-02-24 14:35:00,49344.0,49344.0,49344.0,49344.0,49344.0,0.01,493.44,49344.0,0.0,49344.0
2021-02-24 14:40:00,146823.85,48975.06,48975.06,48888.0,48888.0,0.01384246,677.6359010476,48953.43031857055,38.12473766758509,48888.0
2021-02-24 14:45:00,49200.75,49200.75,49200.75,49200.75,49200.75,0.2,9840.150000000001,49200.75000000001,0.0,49200.75
2021-02-24 14:50:00,49026.73,49026.73,49026.73,49026.73,49026.73,0.1,4902.673000000001,49026.73,0.0,49026.73
2021-02-24 15:10:00,147339.83000000002,49085.09,49127.37,49085.09,49127.37,0.5003,24567.853211,49106.24267639417,19.9309831390477,49127.37
2021-02-24 15:20:00,291555.04,48631.44,48661.0,48517.6,48661.0,1.25,60753.26,48602.608,60.01573867652514,48542.0
2021-02-24 15:25:00,146714.27000000002,48877.44,48971.42,48865.41,48971.42,0.6,29332.8545,48888.090833333335,47.393250105424755,48971.42
2021-02-24 15:30:00,49304.15,49304.15,49304.15,49304.15,49304.15,0.0018,88.74747,49304.15000000001,0.0,49304.15
2021-02-24 15:40:00,49321.43,49321.43,49321.43,49321.43,49321.43,0.009,443.89286999999996,49321.43,0.0,49321.43
2021-02-24 16:00:00,200341.49,50314.08,50314.08,49999.25,50014.08,0.1,5004.363510000001,50043.6351,132.18306120206958,49999.25
2021-02-24 16:05:00,49969.31,49969.31,49969.31,49969.31,49969.31,0.02,999.3862,49969.31,0.0,49969.31
