timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,bfly_vwap,ecart_type,vwmp_upper
2021-02-24 16:10:00,99535.58,49769.03,49769.03,49766.55,49766.55,0.135,6718.53385,49766.9174074074,1.2399999999979627,49769.03
2021-02-24 16:20:00,49449.13,49449.13,49449.13,49449.13,49449.13,0.2503,12377.117239000001,49449.13,0.0,49449.13
2021-02-24 16:25:00,99225.63,49640.73,49640.73,49584.9,49584.9,0.37636376,18672.4655975844,49612.815,27.915000000000873,49640.73
2021-02-24 16:30:00,49537.17,49537.17,49537.17,49537.17,49537.17,0.01147279,568.3295486042999,49537.16999999999,0.0,49537.17
2021-02-24 17:05:00,49717.23,49717.23,49717.23,49717.23,49717.23,0.01,497.17230000000006,49717.23,0.0,49717.23
2021-02-24 17:25:00,49779.0,49779.0,49779.0,49779.0,49779.0,0.00301311,149.98960269,49779.0,0.0,49779.0
2021-02-24 17:35:00,99436.1,49704.36,49731.74,49704.36,49731.74,0.06541326,3251.7462388724,49710.81152158447,13.68999999999869,49731.74
2021-02-24 18:15:00,49600.0,49600.0,49600.0,49600.0,49600.0,0.12,5952.0,49600.0,0.0,49600.0
2021-02-24 18:30:00,49700.0,49700.0,49700.0,49700.0,49700.0,0.003,149.1,49700.0,0.0,49700.0
2021-02-24 19:10:00,49444.96,49444.96,49444.96,49444.96,49444.96,0.1,4944.496,49444.96,0.0,49444.96
2021-02-24 19:30:00,98844.95999999999,49444.96,49444.96,49400.0,49400.0,0.10300000000000001,5092.696,49443.65048543689,22.479999999999563,49400.0
2021-02-24 19:35:00,195990.4,48997.6,48997.6,48997.6,48997.6,0.2644172,12955.808198719998,48997.59999999999,0.0,48997.6
2021-02-24 20:00:00,147432.21,49144.07,49144.07,49144.07,49144.07,0.45912769999999997,22563.403827739,49144.06999999999,0.0,49144.07
2021-02-24 20:40:00,587122.97,48900.23,48971.77,48847.56,48847.56,1.0354,50651.990024,48920.21443306934,33.96850709562456,48929.05
2021-02-24 20:55:00,147702.71,49144.07,49279.32,49144.07,49279.32,0.015,738.51355,49234.23666666667,63.757461436987036,49144.07
2021-02-24 21:05:00,48844.07,48844.07,48844.07,48844.07,48844.07,0.005,244.22035,48844.07,0.0,48844.07
2021-02-24 21:15:00,193513.41,48272.99,48478.83,48272.99,48478.83,0.6956744400000001,33681.671055535604,48415.85247193443,93.62387152190445,48297.57
2021-02-24 21:30:00,241355.69,48202.94,48311.97,48202.94,48311.97,0.1,4827.1138,48271.138,48.62069246730203,48202.94
2021-02-24 21:35:00,96826.98,48413.49,48413.49,48413.49,48413.49,0.3119466,15102.423599634,48413.49,0.0,48413.49
2021-02-24 21:55:00,48499.0,48499.0,48499.0,48499.0,48499.0,0.005,242.495,48499.0,0.0,48499.0
2021-02-24 22:05:00,96422.08,48211.04,48211.04,48211.04,48211.04,0.02,964.2208,48211.04,0.0,48211.04
2021-02-24 22:10:00,288895.81,48070.33,48210.44,48070.33,48168.94,0.54,26000.7312,48149.50222222221,41.55552527108247,48148.7
2021-02-24 22:15:00,386031.72,48196.87,48293.7,48196.87,48252.47,1.04068805,50229.987458285,48266.13264011728,36.145571651308146,48196.87
2021-02-24 22:30:00,48864.19,48864.19,48864.19,48864.19,48864.19,0.12,5863.7028,48864.19,0.0,48864.19
2021-02-24 23:40:00,49603.44,49603.44,49603.44,49603.44,49603.44,0.077,3819.46488,49603.44,0.0,49603.44
2021-02-24 23:55:00,49712.15,49712.15,49712.15,49712.15,49712.15,0.0054,268.44561000000004,49712.15000000001,0.0,49712.15
