timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,okcn_vwap,ecart_type,vwmp_upper
2021-02-24 00:00:00,2737317.35,48906.05,49078.28,48581.8,48637.63,2.9364,143597.066313,48902.42007662444,129.0188614799018,49078.28
2021-02-24 00:05:00,1847827.99,48632.03,48722.28,48554.89,48582.06,1.5822,76915.30502,48612.88397168501,46.75943892521766,48606.51
2021-02-24 00:10:00,6245428.65,48593.07,48632.03,48118.94,48166.24,7.5989,367534.673257,48366.82589019463,116.68752635825189,48413.47
2021-02-24 00:15:00,3109872.29,48111.0,48112.57,47600.0,47852.77,15.005700000000001,716439.900744,47744.51713308943,155.59350197745894,47974.17
2021-02-24 00:20:00,4872604.65,47706.19,47748.9,47012.76,47091.91,4.7011,222235.954081,47273.18161302674,201.69949492685103,47589.69
2021-02-24 00:25:00,2267767.15,47142.17,47351.35,47142.17,47225.92,1.3616,64330.388888999994,47246.172803319634,50.80440906225467,47202.98
2021-02-24 00:30:00,1045963.16,47372.7,47693.72,47372.7,47632.98,0.7082999999999999,33676.614682,47545.69346604546,80.52089576343333,47472.11
2021-02-24 00:35:00,1716905.05,47638.91,47776.99,47596.8,47618.27,1.3878,66178.930823,47686.21618604987,55.98791897560655,47766.16
2021-02-24 00:40:00,2054254.49,47808.79,47865.09,47629.0,47720.39,2.2017,105190.344357,47776.87439569424,60.17622119758153,47649.76
2021-02-24 00:45:00,1291622.15,47771.93,47966.49,47771.93,47779.7,0.2416,11578.947261,47926.106212748346,48.619618399144706,47862.72
2021-02-24 00:50:00,1918599.34,47786.34,48240.76,47743.63,48199.35,12.1043,581245.676879,48019.76792371306,148.93254707333116,48221.63
2021-02-24 00:55:00,2271021.18,48213.76,48454.85,48161.56,48446.34,1.4927,72223.43735400001,48384.42912440545,75.3688019139657,48454.85
2021-02-24 01:00:00,1311837.69,48516.41,48684.15,48476.68,48544.58,1.0784,52365.107463,48558.14861183233,58.99692379509303,48542.57
2021-02-24 01:05:00,1317384.55,48868.9,48891.41,48691.43,48876.58,4.5878,224004.031089,48826.02360368804,74.2577727310343,48769.34
2021-02-24 01:10:00,3274012.46,48791.98,48968.03,48727.95,48761.27,4.4742999999999995,218560.458819,48847.967015846065,64.95279659369521,48865.32
2021-02-24 01:15:00,2742400.29,48821.26,49100.0,48821.26,49037.81,3.0353,148767.56824999998,49012.47594965901,86.39508390780988,49060.19
2021-02-24 01:20:00,1521600.32,49047.42,49225.07,48910.57,49215.19,0.5971,29309.033735,49085.636802880595,99.8679195396291,49172.62
2021-02-24 01:25:00,2118888.75,49225.82,49365.8,49161.11,49191.15,0.8051,39661.172504,49262.41771705378,52.60384078704721,49329.13
2021-02-24 01:30:00,1617505.8,49218.55,49218.55,48787.54,49032.73,1.5368,75333.70226800001,49019.847909942735,138.94755387888486,48930.9
2021-02-24 01:35:00,1721406.61,48979.08,49300.0,48934.89,49300.0,1.0888,53578.575547,49208.831325312276,106.32082492424283,49206.85
2021-02-24 01:40:00,2481223.43,49300.0,49894.4,49300.0,49742.59,1.2772000000000001,63458.725776,49685.81723770749,157.4662540484153,49713.05
2021-02-24 01:45:00,1992731.71,49686.25,49948.15,49668.82,49827.45,1.4653,73046.716052,49851.03122364021,75.75897200950867,49906.88
2021-02-24 01:50:00,2783929.24,49802.45,49821.48,49563.48,49780.4,4.933,245337.464707,49733.92757084939,65.94363404005095,49780.4
2021-02-24 01:55:00,2944589.64,49749.53,50201.53,49669.59,50201.53,11.5067,574866.149323,49959.25411482006,116.24172929492357,49981.42
2021-02-24 02:00:00,2563681.92,50240.11,50557.93,49892.44,50557.93,2.06,103328.03870599999,50159.24209029128,187.93559586547246,50240.11
2021-02-24 02:05:00,4741256.71,50543.23,50573.85,50236.71,50342.93,2.4897,125543.348676,50425.09084468007,88.5536037429572,50425.06
2021-02-24 02:10:00,4566380.71,50332.51,50335.61,49990.82,50263.5,5.0893,255263.36818,50156.87190379818,85.72499822364802,50263.5
2021-02-24 02:15:00,3405993.52,50363.27,50383.95,49915.85,50050.33,3.7546,188171.528448,50117.59666755447,112.4887779370221,50087.83
2021-02-24 02:20:00,2149003.52,50151.92,50151.92,49859.98,49877.46,2.549,127330.44076700001,49953.09563240487,92.52867734319729,49935.86
2021-02-24 02:25:00,1300584.65,49857.12,50158.61,49853.89,50029.73,1.0576,52921.892374,50039.61079236006,85.33756459101367,49853.89
2021-02-24 02:30:00,2209281.02,50118.78,50321.79,50060.48,50223.94,2.3666,118803.439632,50200.05055015635,83.61428194294714,50315.2
2021-02-24 02:35:00,3172635.91,50251.36,50463.98,50251.36,50345.74,4.7073,237053.243004,50358.6435969664,59.635646432076825,50419.67
2021-02-24 02:40:00,3311760.72,50284.68,50333.95,50035.8,50087.22,4.1167,206577.548953,50180.37480336192,98.74969280420873,50108.48
2021-02-24 02:45:00,1911636.73,50094.12,50419.47,50083.96,50311.49,1.619,81459.002027,50314.392851760334,80.8639144842752,50286.79
2021-02-24 02:50:00,2364654.95,50332.42,50385.25,50229.95,50316.83,3.1346,157760.927271,50328.886387736864,45.50665354522873,50316.83
2021-02-24 02:55:00,1760018.42,50347.8,50396.99,50183.97,50189.77,2.8989,145794.262931,50292.960409465646,54.99843955931084,50314.67
2021-02-24 03:00:00,1256940.65,50186.42,50478.88,50131.61,50478.88,1.2407,62265.942189,50186.13862255178,111.69219646868814,50350.87
2021-02-24 03:05:00,2774554.23,50418.18,50535.14,50283.35,50326.34,3.106,156714.247285,50455.327522537016,71.4334536962565,50431.22
2021-02-24 03:10:00,2165799.71,50283.92,50478.25,50269.83,50434.08,3.3851,170422.756301,50344.96951375145,60.617734966165855,50434.08
2021-02-24 03:15:00,1813159.75,50397.52,50478.2,50231.49,50478.2,1.6118,81196.214322,50376.110138975055,46.39983172579533,50361.61
2021-02-24 03:20:00,1661655.77,50467.12,50467.12,50314.81,50315.84,0.8066,40614.380325,50352.56673072155,33.73118897734795,50374.24
2021-02-24 03:25:00,1860254.52,50316.38,50318.64,50232.23,50283.96,2.2207,111639.236777,50272.09293330931,21.73964362053745,50283.96
2021-02-24 03:30:00,1509063.01,50299.72,50345.67,50250.74,50345.67,0.3888,19557.057408,50301.07358024692,18.91429027364127,50296.05
2021-02-24 03:35:00,1310841.97,50412.27,50466.22,50330.56,50466.22,1.1743999999999999,59228.420828,50432.91964237059,29.954467796580122,50391.42
2021-02-24 03:40:00,858188.27,50530.06,50558.57,50394.0,50470.25,0.3331,16825.394863,50511.54266886821,51.22893331894105,50530.06
2021-02-24 03:45:00,808488.0700000001,50424.03,50744.71,50326.32,50744.71,0.4987,25179.723963,50490.72380790054,145.62470386101833,50399.3
2021-02-24 03:50:00,711546.42,50776.39,50875.96,50752.59,50835.85,2.061,104750.12917199999,50824.90498398837,33.266170013197446,50830.72
2021-02-24 03:55:00,967616.7,50852.89,50977.14,50844.01,50968.49,0.5305,27031.196832,50954.188184731385,40.904541681748476,50915.7
2021-02-24 04:00:00,3063190.88,50962.95,51124.44,50962.95,51037.94,3.1926,162970.834421,51046.43062738832,41.61546236943924,51064.7
2021-02-24 04:05:00,2302578.0,51102.53,51258.12,51087.25,51195.76,5.685099999999999,291252.316539,51230.816791085446,49.457800598085726,51093.74
