timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,cbse_vwap,ecart_type,vwmp_upper
2021-02-24 02:55:00,118088985.83,50374.56,50436.53,50200.0,50220.01,92.19184093,4638791.899921175,50316.72925853976,62.50599779238847,50315.01
2021-02-24 03:00:00,108518903.16,50220.01,50494.68,50084.76,50452.14,131.39431299,6609000.265867917,50298.98262317416,111.38397208734709,50470.0
2021-02-24 03:05:00,141414456.31,50452.14,50559.39,50306.74,50363.25,145.15683064,7329518.805089968,50493.79194057863,65.70770429826817,50476.49
2021-02-24 03:10:00,117909738.89,50363.25,50513.61,50265.46,50447.48,104.44369282,5265061.62615288,50410.52728025211,55.482385873442254,50475.25
2021-02-24 03:15:00,97194729.07,50433.09,50518.8,50262.06,50484.52,78.35927294,3948072.2593931747,50384.238026509374,57.791696873123044,50506.06
2021-02-24 03:20:00,100507600.46,50484.52,50491.84,50251.76,50318.39,133.69022075,6734055.345990174,50370.590370875536,45.37312213260713,50365.71
2021-02-24 03:25:00,90172094.81,50318.39,50350.85,50226.15,50284.21,93.78845694,4716647.659128254,50290.27892148466,27.077369742235998,50299.95
2021-02-24 03:30:00,90177899.1,50286.6,50384.29,50239.17,50384.29,106.18769,5340305.12414391,50291.18840558552,26.014217556115675,50270.01
2021-02-24 03:35:00,94169636.8,50384.29,50550.0,50324.44,50550.0,100.34287038000001,5057980.744336915,50406.97685029602,56.7019901289119,50361.29
2021-02-24 03:40:00,91149409.11,50546.16,50559.99,50400.0,50448.5,76.51208257,3863637.6291582785,50497.09143158511,46.14099948705796,50540.0
2021-02-24 03:45:00,109274224.63,50460.29,50750.0,50321.65,50746.45,98.37129008,4971868.943898997,50541.86988760285,130.89973820431985,50441.18
2021-02-24 03:50:00,126813507.25,50746.46,50940.04,50740.05,50862.53,174.8093869,8888708.278374463,50848.00327947643,41.33401484408047,50894.39
2021-02-24 03:55:00,120364258.01,50866.69,51000.0,50850.06,50932.71,107.30821183,5466033.196108964,50937.69715190458,36.29033425323404,50928.08
2021-02-24 04:00:00,143710503.19,50929.46,51200.0,50929.46,51052.01,260.68031081,13306374.243964948,51044.799672896894,49.603666492185894,51035.5
2021-02-24 04:05:00,122485955.69,51040.28,51277.04,51034.82,51222.13,239.22060364,12248370.321607409,51201.15130233441,54.29605159839374,51236.64
2021-02-24 04:10:00,132682983.81,51222.16,51348.0,51200.0,51309.47,181.83058183,9322360.364109894,51269.48542036623,40.43057811681657,51238.42
2021-02-24 04:15:00,150106407.45,51321.44,51398.0,50929.33,51021.41,245.93961231,12578300.323709127,51143.85684179469,139.82239311712237,51135.0
2021-02-24 04:20:00,123234672.95,51015.95,51170.64,50844.54,51060.5,116.96983497,5963054.893029734,50979.424691495165,73.03491463373524,50892.01
2021-02-24 04:25:00,115106682.65,51057.13,51100.0,50700.0,50712.59,137.15236514,6972321.487151647,50836.319738522645,121.43257288089619,50974.88
2021-02-24 04:30:00,93759167.64,50721.08,50887.2,50649.83,50794.93,92.9507289,4720397.493107263,50783.86742061646,46.39249305054736,50662.6
2021-02-24 04:35:00,95869813.66,50759.61,50870.03,50634.18,50653.42,115.277807,5846285.807223632,50714.75559231997,56.00277974193576,50787.01
2021-02-24 04:40:00,104461479.85,50647.46,50660.33,50358.54,50367.31,191.14850119,9649734.47536569,50482.91990411129,78.00424615375964,50589.48
2021-02-24 04:45:00,85055037.7,50367.31,50718.47,50362.46,50718.47,100.26530032,5073863.019958744,50604.376626463425,81.40984186819458,50662.06
2021-02-24 04:50:00,101762093.12,50718.46,50991.5,50679.55,50907.75,162.0676501,8244847.877459966,50872.878531728435,63.734744243359124,50863.91
2021-02-24 04:55:00,78553538.2,50909.85,50926.59,50641.72,50650.86,76.93508506,3906303.313990652,50774.016964356524,55.880943306635736,50702.3
2021-02-24 05:00:00,82031707.64,50655.08,50919.7,50655.07,50884.56,159.12786126,8089699.569954714,50837.73203447323,63.599041214437364,50913.16
2021-02-24 05:05:00,85777963.17,50884.56,51025.22,50872.22,50939.88,145.82782717,7429098.721604708,50944.31471535384,36.33721176131592,50892.22
2021-02-24 05:10:00,74953947.1,50939.88,50954.11,50648.15,50648.4,85.00785082,4316464.97495486,50777.25096349942,89.78544856980044,50890.29
2021-02-24 05:15:00,104524471.7,50648.41,50648.41,50217.56,50249.49,110.83030395,5587141.658815422,50411.678572459794,117.28591963721163,50463.13
2021-02-24 05:20:00,110750967.68,50243.16,50410.0,49978.89,50140.6,167.88325375,8420783.437583484,50158.56703684768,106.90316328840794,50090.24
2021-02-24 05:25:00,81308456.97,50147.59,50448.83,50049.87,50394.38,88.95541951,4466501.956784327,50210.56593726952,94.16590319127408,50198.85
2021-02-24 05:30:00,68662858.66,50394.38,50404.28,50200.71,50312.76,57.66010114,2900250.365670857,50299.0856472656,46.859475454133,50305.09
2021-02-24 05:35:00,63884471.49,50301.16,50527.62,50256.37,50502.98,62.57825832,3155816.345159334,50429.91655379351,80.20691624066828,50436.95
2021-02-24 05:40:00,72454225.97,50496.73,50554.59,50274.29,50403.99,60.51910528,3051744.481101733,50426.13348268147,71.63494584087901,50323.77
2021-02-24 05:45:00,56968984.1,50411.33,50528.52,50267.97,50277.68,36.53232979,1841774.4045654223,50414.917831754916,66.13185098467277,50398.62
2021-02-24 05:50:00,56575253.15,50289.45,50477.89,50249.61,50347.35,37.5833503,1892782.6101700473,50362.26400949803,58.86282669454425,50428.14
2021-02-24 05:55:00,51193128.68,50348.14,50439.94,50197.0,50225.89,34.66808007,1744864.5796116495,50330.58006351979,64.5478195526384,50268.07
2021-02-24 06:00:00,70998931.31,50234.41,50579.7,50200.72,50530.48,79.30139523,4002258.647867019,50468.956268160975,81.31327979471284,50256.71
2021-02-24 06:05:00,82602769.72,50522.17,50705.94,50426.06,50493.41,106.2893996,5373157.757059271,50552.150800363284,69.79532423460516,50455.27
2021-02-24 06:10:00,140547746.82,50494.45,50552.18,49611.0,49740.4,191.73445591,9578633.568387663,49957.81025859988,275.0812259901999,50015.01
2021-02-24 06:15:00,112375108.12,49746.26,49929.11,49436.23,49700.54,147.71311895,7337838.112400151,49676.27902355759,126.81250423376744,49639.96
2021-02-24 06:20:00,76003323.05,49700.54,50151.78,49580.0,50118.99,87.960461,4388946.7850950435,49896.81426402533,175.06189756501865,49886.1
2021-02-24 06:25:00,75288955.24,50108.23,50108.23,49587.29,49665.03,75.0092376,3735892.753393814,49805.768901640105,128.6970416252405,49983.49
2021-02-24 06:30:00,81400356.93,49658.53,49924.82,49579.63,49810.57,84.20729843,4189924.5685573374,49757.261504361704,84.21974894892608,49656.24
2021-02-24 06:35:00,76571577.48,49796.73,49949.4,49539.19,49865.61,91.24469556,4537545.813628752,49729.420277861376,86.49902653344496,49725.77
2021-02-24 06:40:00,65709420.56,49864.8,50040.58,49719.18,50037.4,61.50066974,3068942.506308527,49900.96074209886,77.32579849163179,49929.0
2021-02-24 06:45:00,70159812.78,50037.39,50400.0,50009.42,50235.21,54.02667926,2712662.355627146,50209.681453354344,103.92200892810067,50219.28
2021-02-24 06:50:00,56297340.6,50227.49,50238.41,49928.0,49988.9,59.27567944,2966324.461369939,50042.85888232644,67.99959168034285,49981.79
2021-02-24 06:55:00,49110094.61,49973.6,50141.4,49934.18,50099.64,38.87064559,1945671.9476199783,50055.04586012146,45.84165080556981,50097.21
2021-02-24 07:00:00,40287466.1,50098.05,50164.93,49926.53,50006.88,22.63808845,1132969.958431171,50047.06828200291,60.51320710590811,50114.66
2021-02-24 07:05:00,58419752.69,50011.74,50095.0,49721.87,49821.73,43.99729627,2194859.8844040483,49886.244621368605,104.55844809313233,49790.0
2021-02-24 07:10:00,66072142.36,49821.72,49841.65,49538.73,49548.22,62.86380924,3126439.6438651183,49733.53797141164,83.17781976133223,49715.12
2021-02-24 07:15:00,58972940.62,49548.22,49863.18,49520.91,49709.43,49.49200808,2458239.6521481774,49669.426388491316,92.37507230487748,49575.9
2021-02-24 07:20:00,45817570.11,49708.78,50041.15,49708.78,49974.05,34.58697737,1726362.2594478577,49913.6493189274,84.06983902116104,49764.56
2021-02-24 07:25:00,61222720.57,49974.05,49990.49,49600.0,49696.16,46.54495619,2319581.753288952,49835.29781014824,111.64661351505403,49885.07
2021-02-24 07:30:00,45328444.96,49696.17,50043.39,49696.17,49972.35,33.61477991,1678245.6326077601,49925.82539885981,68.64254667941329,49988.31
2021-02-24 07:35:00,44772239.4,49972.35,50243.01,49917.53,50141.45,43.08005922,2157799.441287645,50088.126162228735,92.32214609014214,50113.9
2021-02-24 07:40:00,34412010.49,50139.79,50179.91,50024.16,50088.56,25.93763518,1298974.8777429773,50080.69813336689,36.227854415230624,50045.56
2021-02-24 07:45:00,38295924.8,50075.47,50247.22,49971.6,50182.55,29.35699623,1471447.9714898884,50122.565672649136,72.2275616754485,50064.44
2021-02-24 07:50:00,53176355.75,50192.94,50350.0,50058.97,50133.73,69.29410783,3480112.1673060805,50222.3389013663,73.53107796863046,50265.07
2021-02-24 07:55:00,32743086.21,50125.0,50205.29,50053.88,50082.62,37.52232299,1881273.9315225428,50137.45902736133,36.19876603278125,50174.44
2021-02-24 08:00:00,57473544.19,50090.93,50214.04,49782.86,50208.48,60.315094200000004,3018631.6093724985,50047.69783435899,101.16695989244731,50211.8
2021-02-24 08:05:00,53485000.74,50214.05,50500.0,50128.51,50480.01,39.22888729,1975620.5395768208,50361.370817684,100.29748901296742,50358.25
2021-02-24 08:10:00,37908477.06,50480.01,50499.76,50330.4,50496.62,22.80463943,1149636.2542636576,50412.38462868596,40.042369927161296,50440.5
2021-02-24 08:15:00,80973933.27,50496.62,50888.71,50495.85,50753.82,59.52847508,3017859.801617225,50696.07104098566,115.31753038226756,50695.8
2021-02-24 08:20:00,45599891.94,50733.82,50760.85,50572.9,50684.57,31.84768762,1613584.6120054524,50665.6756766271,40.9059664922152,50684.15
2021-02-24 08:25:00,46125985.14,50686.11,50720.0,50549.77,50643.76,32.32617097,1636424.0857316928,50622.26786000609,42.90062173355836,50696.48
2021-02-24 08:30:00,42089095.39,50644.06,50891.81,50636.08,50710.03,30.65527036,1556444.4044097243,50772.489889393495,58.59126484462423,50685.27
2021-02-24 08:35:00,45407448.45,50705.46,50840.33,50641.46,50730.55,37.96558062,1926083.679189299,50732.364624357986,46.79872420105964,50750.8
2021-02-24 08:40:00,54610634.99,50730.55,50738.24,50402.51,50433.83,64.92308244,3282531.394627735,50560.313393335164,92.16914309925097,50546.86
2021-02-24 08:45:00,43782904.21,50433.82,50533.48,50338.02,50483.38,24.41982778,1231747.6285679406,50440.4715571643,48.74775876232932,50353.28
2021-02-24 08:50:00,47880397.94,50483.28,50714.85,50463.22,50665.55,47.51309965,2404723.42423249,50611.79847129781,67.78773019599333,50673.81
2021-02-24 08:55:00,49317960.05,50665.54,50752.41,50601.85,50666.7,52.04869615,2638018.7098842165,50683.66558658196,32.741012181545905,50714.24
2021-02-24 09:00:00,48820531.06,50664.17,50668.53,50439.98,50492.19,33.00385115,1668124.960915195,50543.342755174046,66.84543682442082,50464.91
2021-02-24 09:05:00,50485137.51,50493.09,50623.15,50400.0,50480.17,39.84549336,2013396.8344164018,50530.101766479966,45.28328663122411,50550.04
2021-02-24 09:10:00,52329719.83,50469.75,50608.34,50356.56,50606.88,42.95242862,2169969.9093166864,50520.307676066535,60.57806389215183,50530.76
2021-02-24 09:15:00,81526539.29,50609.49,50980.95,50606.87,50938.26,65.59607965,3335425.9661502703,50847.94676674356,109.91231219993735,50937.31
2021-02-24 09:20:00,52252429.14,50941.33,50991.3,50762.8,50768.48,45.13902443,2296572.7303108447,50877.76617486025,49.594337908429644,50851.39
2021-02-24 09:25:00,47852687.9,50768.49,50877.11,50696.7,50787.29,35.67963264,1812614.9453040636,50802.5114381913,39.24112813501544,50877.09
2021-02-24 09:30:00,49272412.94,50796.87,50992.78,50795.02,50861.42,37.21255128,1894217.8020900534,50902.65883242751,56.963232977333924,50829.69
2021-02-24 09:35:00,68092397.1,50845.75,51257.61,50822.12,51244.64,85.31205314,4358292.423622149,51086.47914580185,113.69141131009499,51025.8
2021-02-24 09:40:00,69862284.95,51249.44,51415.41,51100.0,51297.19,58.58999597,3004193.7835209696,51274.859023018456,79.1796668701906,51412.16
2021-02-24 09:45:00,74720858.24,51297.19,51354.82,50965.06,50980.03,45.160319720000004,2310316.9750072416,51158.118218194955,86.39500564812474,51127.3
2021-02-24 09:50:00,52067768.42,50977.5,51074.54,50888.2,50905.98,41.14213107,2095713.6645820797,50938.383843471616,37.89433013012387,50904.4
2021-02-24 09:55:00,27538608.3,50908.69,50928.92,50875.38,50900.68,22.33886903,1137109.5566229792,50902.736172359364,9.432078083785015,50906.27
2021-02-24 10:00:00,38008370.8,50904.97,51055.38,50891.11,50894.05,30.79755893,1569339.6068805377,50956.62323262378,41.00736204360915,50973.83
2021-02-24 10:05:00,54947882.43,50891.11,51016.48,50721.66,50981.9,64.57476319,3286345.2317444417,50892.09885408241,77.02200338595233,50924.54
2021-02-24 10:10:00,39131449.53,50981.9,50981.9,50611.35,50664.21,25.33726236,1286155.7411612626,50761.43282123959,95.29542171163067,50629.57
2021-02-24 10:15:00,50516440.36,50664.22,50674.01,50352.36,50549.05,84.00749009,4239357.633098066,50464.04348655461,75.94381731168389,50554.23
2021-02-24 10:20:00,63589220.82,50541.86,50792.58,50234.57,50239.12,131.27308356,6630615.374917834,50510.09083585082,138.13398474668233,50537.1
2021-02-24 10:25:00,67318692.14,50239.13,50556.76,50172.36,50448.15,109.76919435,5537830.579002729,50449.76973544426,93.09055408725767,50286.31
2021-02-24 10:30:00,49816278.69,50458.24,50644.65,50448.78,50526.86,45.89345217,2321235.060311721,50578.78522002067,40.96058303626704,50490.36
2021-02-24 10:35:00,48996318.07,50526.08,50527.26,50264.82,50353.43,60.59920903,3051480.8762895595,50355.12715650968,51.79852669254876,50400.41
2021-02-24 10:40:00,40340117.11,50353.43,50581.7,50353.43,50575.77,42.74859196,2158750.6932095843,50498.755496544414,60.533161114772355,50534.84
2021-02-24 10:45:00,38522452.81,50576.45,50633.57,50500.0,50566.27,57.13942878,2888304.5666851336,50548.36263424636,29.452202563248044,50586.3
2021-02-24 10:50:00,52210721.56,50551.38,50607.19,50349.91,50407.68,43.47650027,2195672.8434927077,50502.52043878938,66.25945827375203,50544.32
2021-02-24 10:55:00,61245158.22,50404.48,50460.16,50110.0,50134.22,83.85112558,4216647.563658552,50287.3102119013,102.32054047044797,50429.72
2021-02-24 11:00:00,52263093.63,50129.71,50525.28,50129.7,50453.6,52.63766904,2650257.922531222,50349.07454806288,92.64079830423293,50378.55
2021-02-24 11:05:00,47314050.83,50472.83,50637.36,50431.54,50530.32,40.86525197,2064849.694190521,50528.25064449298,41.17261453909352,50599.0
2021-02-24 11:10:00,44613885.7,50526.66,50599.0,50409.97,50443.75,48.13443514,2431666.2370733647,50518.22525808837,48.55044027354535,50557.46
2021-02-24 11:15:00,48274943.46,50430.58,50491.47,50281.19,50341.61,52.99569711,2670511.8234475367,50391.10661955281,46.928053153212346,50321.77
2021-02-24 11:20:00,61100110.61,50358.18,50898.44,50343.01,50861.17,50.85401318,2570187.3417132846,50540.50174203547,180.25173322628467,50773.66
2021-02-24 11:25:00,44209410.97,50854.24,50939.86,50750.0,50777.86,34.12307287,1733739.6502014943,50808.42680278502,42.782578728878484,50850.0
2021-02-24 11:30:00,42539371.54,50777.86,50893.21,50675.51,50697.49,32.2321599,1636078.9919028655,50759.2105828088,56.023897221983,50686.43
2021-02-24 11:35:00,46938067.33,50697.49,50767.11,50618.93,50625.91,47.86236305,2425812.687062778,50683.09486785313,35.29653989628143,50686.13
2021-02-24 11:40:00,61752423.65,50625.91,50691.8,50370.82,50390.97,56.97565428,2878698.244484825,50525.05812987786,92.1476751023788,50379.3
2021-02-24 11:45:00,42696857.45,50395.25,50490.16,50323.54,50386.39,38.35807252,1933461.2641765282,50405.58967524805,40.936537294229154,50400.0
2021-02-24 11:50:00,55409603.96,50386.38,50414.69,50222.22,50328.88,59.55286547,2997188.950920006,50328.20716964244,36.45734616565973,50285.11
2021-02-24 11:55:00,39130560.38,50328.87,50395.0,50317.58,50380.0,47.26871129,2380607.5138976234,50363.28363792851,17.789745606874785,50340.56
2021-02-24 12:00:00,56597697.4,50379.99,50646.09,50373.62,50603.66,66.50394398,3359032.845850312,50508.776545049535,73.98619408923507,50529.3
2021-02-24 12:05:00,65638803.71,50603.66,50773.92,50501.0,50534.86,79.83817738,4042201.573227786,50629.933020494835,73.83192077274414,50668.54
2021-02-24 12:10:00,62284478.01,50557.5,50877.05,50368.45,50851.89,47.58877465,2408019.7601465634,50600.58339086829,142.28642935939226,50775.01
2021-02-24 12:15:00,58886915.9,50846.8,50950.25,50752.62,50768.53,59.552723220000004,3028349.344073174,50851.56782647586,51.581358510284375,50921.49
2021-02-24 12:20:00,68849750.56,50768.54,51140.15,50516.28,51127.27,81.62323636,4162246.7450983613,50993.40495077574,119.50371589094013,51046.19
2021-02-24 12:25:00,79264320.82,51129.79,51216.87,50858.14,51143.17,140.96894602,7200105.485749106,51075.82690394514,67.67657105320939,51162.9
2021-02-24 12:30:00,77718322.32,51162.91,51279.84,51039.0,51271.69,96.62121711,4942922.486539652,51157.73361571611,54.363591408178074,51258.45
2021-02-24 12:35:00,79578764.91,51279.51,51332.84,51071.15,51195.26,115.92052436,5935485.703821228,51203.06120586657,51.990186101678134,51181.13
2021-02-24 12:40:00,77986341.54,51195.26,51199.31,50900.84,50906.76,131.86971019,6734022.332006099,51065.724815074,90.17118155517335,51050.14
2021-02-24 12:45:00,65253818.4,50903.01,51084.45,50897.3,51032.74,113.68083768,5794469.039716788,50971.378800248014,58.065920813519384,50929.0
2021-02-24 12:50:00,68511388.62,51032.74,51043.78,50807.4,50849.99,79.80784254,4063895.0473215897,50920.99871368844,67.21057337271118,50988.21
2021-02-24 12:55:00,91606208.24,50849.99,50850.0,50635.86,50738.3,135.16242726,6861520.9860134125,50765.00270903327,55.53589095213187,50731.35
2021-02-24 13:00:00,65730431.98,50738.3,51123.31,50733.36,50972.5,92.32955245,4705853.680894163,50968.011389880456,99.14468099605978,50858.38
2021-02-24 13:05:00,105447413.71,50972.5,50977.27,50514.93,50580.83,205.10449219,10383181.80064555,50623.86342580452,87.61506580789248,50700.3
2021-02-24 13:10:00,79274713.67,50573.27,50724.67,50395.21,50441.83,125.76488643,6357298.865251276,50549.07650069489,77.21296091783759,50500.26
2021-02-24 13:15:00,173962284.6,50440.0,50449.06,49522.74,49565.85,367.16184097,18320745.045378994,49898.281904725336,182.2801042228256,49894.41
2021-02-24 13:20:00,123725619.13,49566.4,49969.69,49474.58,49834.71,214.84760817,10686438.551508164,49739.620759717414,138.7366680429962,49579.24
2021-02-24 13:25:00,98783239.97,49839.01,49969.69,49559.08,49616.95,173.82003413,8666154.251626104,49857.050684644826,99.93180086977445,49910.11
2021-02-24 13:30:00,172619146.75,49780.06,49790.68,49000.0,49154.78,391.54552308,19304882.299692903,49304.31115093752,194.62006523960588,49294.48
2021-02-24 13:35:00,121414118.1,49141.86,49529.06,49123.6,49264.33,144.77628509,7142698.855600457,49336.11089109109,91.39572131529043,49434.86
2021-02-24 13:40:00,90887591.21,49258.55,49547.85,49257.69,49499.58,136.16165975,6733750.83953585,49454.08899905724,58.87059984899263,49359.29
2021-02-24 13:45:00,105114597.4,49492.84,49867.0,49302.92,49745.18,155.62953332,7714396.160181555,49568.9731608941,167.58331876872347,49459.35
2021-02-24 13:50:00,70143538.91,49745.19,49782.85,49534.37,49644.95,78.48920024,3897152.467177801,49652.08532207361,71.25041756451618,49703.91
2021-02-24 13:55:00,74960621.75,49652.88,49652.88,49371.9,49479.41,73.23749044,3623845.6668286207,49480.74606403213,50.62485415544937,49485.0
2021-02-24 14:00:00,84283447.75,49479.41,49804.39,49479.4,49776.92,78.70282244,3908227.236790773,49658.03151177017,70.03186194965713,49679.08
2021-02-24 14:05:00,85496722.2,49775.0,49788.29,49288.0,49365.97,86.48552499,4284337.556323468,49538.20372621719,147.09239252152932,49372.43
2021-02-24 14:10:00,102741474.71,49354.82,49461.7,49150.0,49434.83,102.16882393,5035997.190002932,49290.938236240225,70.35922951899369,49259.02
2021-02-24 14:15:00,91031458.21,49434.83,49659.09,49287.49,49649.32,94.83006982,4691300.457916654,49470.60006199891,94.609630727891,49551.94
2021-02-24 14:20:00,72519695.26,49649.32,49649.32,49383.58,49419.89,96.7277358,4791810.273983711,49539.15476623522,59.95775718226114,49563.41
2021-02-24 14:25:00,72015551.19,49419.88,49544.99,49334.42,49492.97,84.25527752,4167699.0908384947,49465.13991184935,43.80206377666241,49484.78
2021-02-24 14:30:00,86600067.28,49483.59,49685.48,49358.8,49389.6,100.26410777,4964629.737792903,49515.52303423947,84.31611896886926,49556.31
2021-02-24 14:35:00,93583844.65,49389.61,49412.04,49092.3,49344.89,119.53663828,5889901.459387873,49272.77146268324,72.58724198047706,49384.28
2021-02-24 14:40:00,136294617.36,49344.89,49376.22,48731.33,48763.07,171.47321532,8406159.84221213,49023.16566773835,178.58281214482028,49282.05
2021-02-24 14:45:00,127878837.84,48751.7,49241.71,48751.7,49187.77,150.50165095,7379689.384313173,49033.9430679393,114.2331369956528,49227.34
2021-02-24 14:50:00,103033487.54,49187.76,49187.77,48912.39,49043.12,132.71428292,6509942.620549332,49052.31356653237,67.58159097249609,49069.93
2021-02-24 14:55:00,87819579.17,49051.0,49450.0,49051.0,49427.61,98.56158708,4851279.245396635,49220.790666235625,113.35058375924672,49317.3
2021-02-24 15:00:00,104405231.85,49427.61,49641.49,49379.08,49512.38,113.68447269,5630072.131967091,49523.66843728456,63.005880576919886,49527.27
2021-02-24 15:05:00,80000353.81,49512.38,49512.38,49180.82,49194.17,74.03196571,3655830.595897585,49381.784757928785,88.4816527847044,49305.11
2021-02-24 15:10:00,113312521.48,49194.46,49194.46,48847.09,48935.05,131.06408682,6424521.904530704,49018.17164723373,78.26536584154839,49057.44
2021-02-24 15:15:00,128172206.09,48935.06,49121.73,48665.0,48744.06,172.18591758,8416981.371713145,48883.099675108424,101.57013668350504,48883.41
2021-02-24 15:20:00,170998223.62,48731.61,48878.22,48500.0,48840.25,243.88698996,11852531.446517255,48598.45721356926,75.26293066704628,48563.08
2021-02-24 15:25:00,123398564.69,48826.37,49222.01,48810.08,49178.48,156.89915288,7690556.382904708,49015.920365017,104.98782486448138,49027.3
