timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,itbi_vwap,ecart_type,vwmp_lower
2021-02-24 00:00:00,6891181.75,48919.5,49100.0,48574.75,48630.75,1.69334571,82816.432991305,48906.98485385185,141.0258533552331,48646.75
2021-02-24 00:05:00,6079046.25,48650.25,48775.75,48534.5,48612.75,1.4704074,71517.53313392,48637.90343677541,54.96038209474166,48631.5
2021-02-24 00:10:00,6246913.0,48592.75,48629.75,48189.0,48189.0,2.34882147,113641.530320985,48382.36186634695,111.29798743774232,48200.0
2021-02-24 00:15:00,7704434.25,48109.75,48109.75,47589.25,47822.5,3.81371986,182678.59093549752,47900.369623766106,144.06540770388528,47672.25
2021-02-24 00:20:00,8003681.25,47783.75,47783.75,47022.75,47077.0,3.00213167,142097.618440535,47332.240574423246,238.95515369682772,47666.75
2021-02-24 00:25:00,8213539.5,47115.5,47326.5,47022.0,47225.25,5.88274279,277608.27757859,47190.279685607326,67.85407877016036,47252.5
2021-02-24 00:30:00,7934676.75,47270.25,47680.75,47270.25,47675.0,3.86051095,183377.41823419,47500.8154643856,96.27927626985806,47391.25
2021-02-24 00:35:00,5915319.75,47657.5,47802.5,47554.75,47721.5,1.58679206,75675.67538258,47690.98440193859,53.24378190325949,47727.0
2021-02-24 00:40:00,4726104.0,47721.5,47863.75,47636.0,47725.5,0.74851069,35732.04492137,47737.5211853955,57.466705935634984,47779.25
2021-02-24 00:45:00,6310853.25,47725.5,47952.0,47709.0,47785.75,0.7921895,37872.78994529,47807.740376879534,42.707109730170465,47861.25
2021-02-24 00:50:00,7000172.0,47771.0,48249.25,47732.75,48198.75,0.92617492,44422.1564043625,47963.031005376935,157.19516369804265,47879.0
2021-02-24 00:55:00,5073810.25,48198.75,48485.25,48183.75,48485.25,1.17518342,56767.84885566,48305.52226107819,69.17168508964191,48264.0
2021-02-24 01:00:00,6022565.75,48485.25,48726.5,48447.75,48510.25,1.62627498,78984.27226556001,48567.59972139522,59.139097300957005,48489.25
2021-02-24 01:05:00,5557476.0,48552.25,48902.5,48552.25,48822.5,1.6033188,78130.7236567925,48730.62279117072,87.83050724680898,48721.75
2021-02-24 01:10:00,4641037.0,48824.0,48953.0,48738.75,48743.5,1.27492042,62297.003308485,48863.4445971812,72.41372055907469,48953.0
2021-02-24 01:15:00,4746869.25,48758.0,49065.5,48738.0,49039.0,3.7803576999999997,185026.654468955,48944.218815313434,62.87349565637904,48953.0
2021-02-24 01:20:00,6667873.0,49014.25,49203.25,48886.75,49203.25,1.2731779300000001,62431.103757805,49035.647168188814,72.36352818884467,49093.75
2021-02-24 01:25:00,8325443.0,49203.25,49333.0,49151.75,49170.5,8.19208062,403831.56213738,49295.35985662457,58.000416001642385,49333.0
2021-02-24 01:30:00,6079100.0,49205.5,49232.5,48791.25,49019.0,1.75194196,85884.512161735,49022.464283996596,104.85754545434334,49004.25
2021-02-24 01:35:00,6095903.0,49010.5,49323.5,48938.0,49307.25,0.97379537,47858.762594255,49146.63189891219,107.11369042703676,49251.75
2021-02-24 01:40:00,8282781.75,49307.25,49914.25,49307.0,49745.25,22.97546354,1141719.3977217874,49692.98642153914,154.4271078583919,49700.0
2021-02-24 01:45:00,7221732.25,49765.0,49953.5,49700.0,49819.5,6.86702422,341475.6223902475,49726.870249810694,71.93176603919329,49827.75
2021-02-24 01:50:00,7853285.75,49819.5,49826.25,49526.5,49797.5,4.8896427000000005,243040.217393685,49705.107776828976,71.88041239035144,49700.0
2021-02-24 01:55:00,7889434.25,49803.75,50208.25,49662.5,50193.25,5.15014953,257633.921769655,50024.5517666853,148.67965770402344,49933.5
2021-02-24 02:00:00,8538611.25,50193.25,50560.25,49867.25,50560.25,14.05205824,708086.24470914,50390.21562645758,189.8346150368169,50467.0
2021-02-24 02:05:00,8116307.5,50550.5,50553.0,50226.75,50313.25,2.69991293,136082.5571537775,50402.57248361617,76.99932026557805,50285.75
2021-02-24 02:10:00,6375335.25,50339.75,50356.5,49992.0,50318.25,1.44976348,72737.0780107,50171.68594335125,85.35408187596295,50289.75
2021-02-24 02:15:00,6860256.75,50318.25,50343.75,49902.5,50052.0,5.36452363,268804.21939369,50107.7519521878,109.63070495977433,50059.25
2021-02-24 02:20:00,8044171.5,50082.0,50127.0,49821.5,49860.75,3.35269845,167467.090893445,49949.941335596406,85.72695403839928,49998.25
2021-02-24 02:25:00,6298977.5,49855.75,50144.75,49850.5,50017.0,0.85099084,42531.6654962775,49978.993306528995,68.03958822820388,50003.75
2021-02-24 02:30:00,6225082.75,50044.0,50319.0,50044.0,50211.5,1.7932110700000001,90026.32657372,50203.976586939076,79.20181190359493,50107.75
2021-02-24 02:35:00,6093606.25,50200.0,50466.25,50200.0,50336.25,1.50406036,75747.870246235,50362.254242399555,59.81243992181725,50348.25
2021-02-24 02:40:00,6824017.75,50325.5,50335.0,50027.0,50087.5,2.28057174,114451.6697896275,50185.51610642492,87.79356415405263,50152.0
2021-02-24 02:45:00,4980029.25,50089.75,50437.75,50089.75,50292.25,1.52843594,76867.8713129675,50291.850185731375,74.88997362583727,50333.0
2021-02-24 02:50:00,6238802.25,50297.75,50415.75,50245.25,50316.75,1.12520401,56618.3040793025,50318.25657935799,38.65896391346234,50301.5
2021-02-24 02:55:00,5281095.75,50371.0,50405.5,50165.0,50215.5,3.22134046,161927.1470223025,50267.00810826511,64.03942795913572,50345.0
2021-02-24 03:00:00,6237033.0,50166.25,50481.25,50073.0,50424.0,1.39052079,69887.975425755,50260.28803622201,117.6051250292374,50481.0
2021-02-24 03:05:00,6359518.5,50423.75,50529.0,50283.0,50309.0,0.9391189,47364.63559222,50435.1851423925,60.87299517807641,50522.25
2021-02-24 03:10:00,5442035.0,50309.75,50484.25,50254.0,50426.5,2.72589027,137175.56974174,50323.217794728014,61.41910532259695,50300.0
2021-02-24 03:15:00,5539829.25,50384.0,50493.0,50228.0,50445.0,1.8778575400000002,94575.07288248501,50363.28415119551,61.59593660292646,50277.5
2021-02-24 03:20:00,5537469.75,50466.0,50466.0,50248.5,50284.0,0.96840459,48753.0662314,50343.69594572037,41.4946967760603,50428.0
2021-02-24 03:25:00,4625666.75,50276.75,50336.0,50219.75,50262.75,0.28262572,14214.29401328,50293.702969708494,28.617116441704788,50285.25
2021-02-24 03:30:00,4424880.75,50282.25,50351.25,50244.0,50351.25,0.80507837,40475.0650463825,50274.68946455796,25.092849113641506,50268.0
2021-02-24 03:35:00,5291175.25,50351.25,50519.0,50318.0,50519.0,1.2122635,61098.82785098,50400.61657468033,48.47517505251406,50354.0
2021-02-24 03:40:00,4745429.25,50528.0,50541.25,50383.5,50481.75,0.95967079,48437.5223078225,50473.060983571784,48.91339642663023,50524.5
2021-02-24 03:45:00,5350561.25,50435.5,50729.75,50313.75,50729.75,3.24385108,163995.0058555425,50555.65185055982,114.77766375111543,50418.25
2021-02-24 03:50:00,5183328.5,50730.0,50893.25,50730.0,50835.25,1.44337183,73373.1023161,50834.511794580336,43.92876122829635,50852.0
2021-02-24 03:55:00,5753579.0,50834.5,50991.25,50834.5,50913.25,3.86513842,196862.73203234,50932.906054200255,36.20452770547325,50934.75
2021-02-24 04:00:00,7754434.5,50913.25,51120.25,50910.0,51020.5,6.70740933,341951.9537367775,50981.22641887095,54.158656661019364,50961.5
2021-02-24 04:05:00,4910910.5,51035.25,51246.5,51035.25,51196.5,2.33824386,119584.5180726725,51142.876976344334,45.65241013351063,51229.25
2021-02-24 04:10:00,7122611.5,51195.0,51313.25,51176.0,51297.75,5.06988988,259927.3062698925,51268.82682309709,41.39466764756917,51269.5
2021-02-24 04:15:00,7311077.75,51313.25,51391.5,50920.75,51012.75,8.99955155,460475.6083201275,51166.505993304476,127.03237905694336,51083.75
2021-02-24 04:20:00,5965021.5,51005.0,51159.75,50847.0,51035.0,3.96659419,202266.54999591998,50992.498931664086,77.52557106084625,50987.0
2021-02-24 04:25:00,4474298.75,51030.25,51060.25,50696.5,50701.0,1.8060889900000001,91965.2488326775,50919.555648626985,116.32926457551987,50821.75
2021-02-24 04:30:00,5889655.5,50703.5,50884.75,50667.0,50792.5,1.83968653,93367.3354885625,50751.76339338774,46.89626786647106,50732.25
2021-02-24 04:35:00,3955887.5,50762.5,50841.5,50618.25,50656.25,0.70740459,35900.191818107494,50749.16437580296,56.3087581194959,50841.5
2021-02-24 04:40:00,4496171.5,50635.75,50640.5,50376.0,50390.5,0.58812975,29707.6759082,50512.11217966784,72.40386710822655,50577.0
2021-02-24 04:45:00,4502037.75,50353.5,50701.25,50353.5,50695.25,0.79899714,40420.7810173375,50589.39387109383,72.32645591936135,50487.75
2021-02-24 04:50:00,4069407.75,50703.5,50965.25,50679.75,50893.25,1.8166659200000002,92359.3794103775,50840.04625923598,71.95411399971772,50874.75
2021-02-24 04:55:00,6245731.5,50893.75,50900.0,50631.0,50650.5,2.75511609,139894.7831923275,50776.36608493239,57.26671070584052,50795.25
2021-02-24 05:00:00,4370611.75,50656.5,50922.75,50656.5,50896.75,1.07508436,54650.271786870006,50833.47300008159,71.0274106155361,50830.75
2021-02-24 05:05:00,5400152.25,50922.0,51046.5,50867.25,50973.75,1.90029081,96854.219372045,50968.10386197941,40.61150678237102,50913.25
2021-02-24 05:10:00,6093495.75,50938.5,50946.5,50649.75,50653.25,1.31472543,66803.06713603,50811.420857684345,87.15119143919281,50898.25
2021-02-24 05:15:00,4890819.5,50648.5,50648.5,50248.5,50248.5,2.3857216500000002,120167.9120016425,50369.62799144756,114.15729868531805,50323.5
2021-02-24 05:20:00,5372198.25,50278.5,50450.25,50016.0,50107.75,3.4376751199999998,172421.68145961748,50156.47943474585,105.9838483414675,50089.5
2021-02-24 05:25:00,4620113.5,50107.75,50414.25,50056.5,50414.0,2.75981117,138417.2009965,50154.59119128793,82.21146431082732,50234.25
2021-02-24 05:30:00,4880600.25,50401.75,50403.25,50222.75,50308.0,4.1259510100000005,207711.9336816025,50342.80173908381,44.70407608531604,50401.75
2021-02-24 05:35:00,4386529.25,50314.5,50542.75,50257.5,50508.5,1.14182918,57635.10242979,50476.116252161286,79.32011631875432,50471.75
2021-02-24 05:40:00,3379079.5,50513.0,50552.25,50302.25,50427.5,1.99226273,100367.50115064,50378.64717302623,71.03311099046513,50386.75
2021-02-24 05:45:00,2774139.75,50431.25,50540.0,50299.5,50322.0,0.66353162,33491.45014021,50474.53524552454,67.31294774324103,50403.5
2021-02-24 05:50:00,3426997.75,50288.75,50494.25,50277.75,50413.75,1.73211986,87326.24960848001,50415.823768962495,53.38814825838542,50457.0
2021-02-24 05:55:00,3374043.0,50358.25,50444.25,50209.0,50234.5,0.52727607,26565.26523898,50382.08018615373,60.145533383703956,50345.0
2021-02-24 06:00:00,3230181.75,50248.25,50587.75,50232.75,50526.0,0.35422122,17864.714611975,50433.778676429945,77.59220028642109,50492.5
2021-02-24 06:05:00,5005581.25,50523.0,50687.75,50441.75,50478.25,7.49691526,379045.2390312425,50560.16053077843,64.53348763173831,50597.75
2021-02-24 06:10:00,6657131.0,50554.0,50562.0,49644.75,49801.0,19.074416330000002,951923.1704430674,49905.756169634136,295.1427693087802,49919.25
2021-02-24 06:15:00,6812706.5,49697.75,49928.25,49500.0,49676.25,13.182051589999999,654416.94209142,49644.544145758424,136.0837420048067,49584.25
2021-02-24 06:20:00,3341274.75,49714.0,50142.0,49597.0,50117.5,2.18119048,109021.50099738751,49982.56777527633,171.3453772494167,50062.0
2021-02-24 06:25:00,4038682.25,50103.25,50140.75,49633.0,49668.5,2.67816456,133164.2611857675,49722.210193748324,132.17756368217007,49736.0
2021-02-24 06:30:00,2936817.25,49687.25,49934.5,49619.0,49783.5,2.43789177,121384.2849036025,49790.67832186928,70.52592372907782,49888.25
