timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,krkn_vwap,ecart_type,vwmp_lower
2021-02-24 00:00:00,684597.7000000001,48899.6,48899.9,48899.6,48899.9,0.80452819,39341.325777217,48899.872330411454,0.08112726208319052,48899.9
2021-02-24 00:10:00,24369501.3,48899.6,48899.6,48172.0,48173.0,63.59311836,3082928.116532822,48478.95803883051,137.96614027349375,48177.5
2021-02-24 00:15:00,39861705.7,48167.2,48167.2,47591.9,47822.3,63.85314083,3055189.634094838,47847.131627069844,153.62876214248445,47600.0
2021-02-24 00:20:00,37682996.4,47790.4,47790.4,47050.0,47072.2,79.12243462,3744786.699005677,47329.01252332163,202.50470546654614,47217.2
2021-02-24 00:25:00,26954578.0,47128.8,47300.0,47015.7,47245.8,99.65061793,4700668.205305749,47171.49078400852,66.3382626205996,47100.0
2021-02-24 00:30:00,24825918.0,47225.0,47730.5,47225.0,47668.1,54.96688265,2610193.171062807,47486.650965511995,108.22791009599608,47474.2
2021-02-24 00:35:00,15587505.3,47648.8,47801.0,47547.4,47695.4,27.52527997,1312409.322372688,47680.14435468385,58.99346471570215,47699.0
2021-02-24 00:40:00,11068114.6,47699.9,47826.7,47600.2,47748.9,15.53446961,741041.632338478,47703.053335110155,64.84183938025829,47685.6
2021-02-24 00:45:00,8375431.4,47738.0,48000.0,47738.0,47775.4,17.42434905,834506.721918146,47893.1361810699,66.82591579405565,47806.7
2021-02-24 00:50:00,13677642.4,47812.3,48226.2,47750.0,48202.9,25.30984475,1214287.440666319,47976.882223519715,143.91712394629727,47840.0
2021-02-24 00:55:00,14499556.2,48204.2,48499.0,48192.3,48498.9,36.41652909,1760225.030601743,48335.88138648563,82.14116274641682,48238.0
2021-02-24 01:00:00,24149917.9,48499.0,48724.1,48462.8,48542.0,91.02888594,4425324.222150722,48614.50490636118,61.30730858034228,48592.4
2021-02-24 01:05:00,17986290.5,48541.9,48859.7,48541.9,48826.1,34.57394428,1685251.515213721,48743.397674432796,54.535173403795106,48738.3
2021-02-24 01:10:00,16400397.2,48819.6,48923.9,48643.1,48765.5,39.15353473,1910645.696938967,48798.80475963778,75.13060350893488,48915.4
2021-02-24 01:15:00,19437329.5,48765.5,49112.8,48760.5,49025.7,76.29496956,3736099.1063584993,48969.14079532269,79.85684255470105,49049.8
2021-02-24 01:20:00,16075620.8,49025.8,49145.8,48891.5,49145.8,35.40730579,1735653.586188822,49019.64573308537,69.41005981791311,48980.1
2021-02-24 01:25:00,16004580.3,49145.7,49333.0,49116.7,49165.2,38.57886119,1900370.324520996,49259.368107361086,56.39026926506883,49210.8
2021-02-24 01:30:00,18406675.5,49191.2,49210.1,48732.8,48981.4,38.63517381,1891007.930457885,48945.24196416149,117.51736437741673,49044.4
2021-02-24 01:35:00,11644232.3,48999.8,49300.0,48903.2,49300.0,25.1023676,1233631.601731176,49144.03379748036,109.7685446013339,49135.9
2021-02-24 01:40:00,33980100.9,49300.0,49900.0,49300.0,49767.2,77.63701189,3848725.414322942,49573.33262356887,161.81627641423646,49514.6
2021-02-24 01:45:00,16339284.9,49706.7,49942.0,49665.0,49818.7,17.64706809,878892.41399688,49803.87730780723,65.8926476771294,49860.0
2021-02-24 01:50:00,20613070.9,49802.3,49802.3,49531.8,49788.4,45.74086171,2272464.560000302,49681.28004251151,73.85194530390203,49584.9
2021-02-24 01:55:00,30877940.6,49765.7,50200.0,49645.2,50180.4,55.72494241,2785689.481308061,49989.993005504846,144.31632632653125,50000.0
