timestamp,stmp_vwap,lmax_vwap,gmni_vwap,itbi_vwap,okcn_vwap,bfnx_vwap,btrx_vwap,bfly_vwap,bnus_vwap,cbse_vwap,krkn_vwap,all_vwap
2021-02-24 00:00:00,47944.262769916444,47880.95891374598,47981.711506581494,47772.25556150349,47954.733900468214,47778.97048220238,47861.25278704692,48006.990395968984,47846.7630099949,47945.341623582186,47698.307099988815,47882.875855109734
2021-02-24 01:00:00,49220.2997318283,49250.834066918454,49458.07910136139,49509.69941976307,49422.81619568624,49441.59293755745,49343.26580534464,49607.92364495946,49196.187345726816,49317.2013704805,49179.02687677849,49313.3675161897
2021-02-24 02:00:00,50283.555917547485,50227.85291221484,50268.2599681062,50260.29489711833,50218.78680168957,50237.00503597023,50264.128119589644,50196.6773034157,50200.41431446228,50248.89477536313,50214.50234961793,50244.1733612534
2021-02-24 03:00:00,50472.63781650129,50458.46279412236,50494.398639418236,50533.802903206444,50435.243772972906,50608.443325103726,50528.68430032978,50948.0,50523.291434520965,50498.14255772231,50537.044840685616,50513.86512612314
2021-02-24 04:00:00,50987.94170833807,50851.63800394124,50934.95328556314,51019.75364047291,51023.204299288314,50889.74329961806,50914.28432772163,50892.80622948516,50900.7964807991,50942.6465201042,50917.060832736985,50927.853963916896
2021-02-24 05:00:00,50440.12489745783,50473.95956278717,50528.602569699535,50416.28159072176,50399.45761118535,50344.152273509826,50537.35893997191,,50383.987433823866,50513.98924239403,50421.09204078946,50455.60677884732
2021-02-24 06:00:00,49939.78189732182,50061.8083281648,49935.13589114713,49907.74736691506,49940.20773501137,49713.51420553466,50033.77190116472,49978.511631949084,50046.48648711953,49982.465001746146,49916.10805328075,49913.41044184377
2021-02-24 07:00:00,49974.235438023854,49996.280195691375,50034.85894387047,49944.96342177203,50030.40051956286,49899.13873565062,50032.96347056737,49680.1,49861.58115189437,49959.624169039096,49994.271641249004,49962.539691283666
2021-02-24 08:00:00,50594.3944493803,50552.860398304074,50476.88295949771,50600.26526652529,50482.65942981103,50629.71853266672,50587.21886543995,50144.20546407331,50559.886412506174,50541.09069368311,50545.21676788311,50578.67002734941
2021-02-24 09:00:00,50902.70874601398,50934.15216528215,50901.63906990289,51014.42756441121,51005.57058561467,50887.43944342996,50947.52989281588,50884.023714285715,50842.08062786721,50901.00161126684,50987.73682159017,50911.78005479302
2021-02-24 10:00:00,50590.39346404892,50514.76969158256,50494.32425165456,50588.054389789955,50564.53946292954,50480.38425373499,50665.39292130093,50536.602040520986,50515.86745208439,50523.88672136915,50643.53620764597,50534.9813437046
2021-02-24 11:00:00,50480.338477678175,50505.68807687795,50446.875138670184,50500.79539005867,50556.75930463859,50494.05213631615,50556.41664047742,50474.184697886136,50475.33873254126,50498.455215959926,50523.50157772588,50499.325621286465
2021-02-24 12:00:00,50947.57059921597,50918.641498133475,50932.9130597378,50956.06736625025,50921.93471473746,50976.88307204614,50907.72952953467,51228.61636363636,50870.863408262754,50935.79097939279,50864.09784483364,50934.16551103433
2021-02-24 13:00:00,49893.768540232646,49827.03550003846,49750.219363816526,49790.02843195161,49953.17058257855,49701.256410978676,49839.7421310204,49681.734855666626,49783.077635114874,49811.472119348844,49743.211946406336,49799.74000951547
2021-02-24 14:00:00,49236.20029266822,49274.40830598385,49282.04210015556,49260.066524897506,49345.871820260996,49233.18858303022,49311.928912469455,49266.087850284406,49251.72383800201,49293.34646323417,49223.08528079747,49263.84672757125
2021-02-24 15:00:00,49221.75253616328,49324.913760803756,49249.51326231501,49062.9791226795,49288.10639380004,49011.131583832976,49280.55570842358,48785.14592816908,49258.30686311825,49224.856517405555,49217.78730796093,49203.58004164459
2021-02-24 16:00:00,49757.699345070025,49755.51820449717,49720.09421716933,49749.26259567806,49824.6796899463,49734.68491181378,49805.93693158663,49645.483599555635,49765.87831128304,49748.94829880598,49749.96085967083,49750.26731768807
2021-02-24 17:00:00,49847.050542867946,49845.112441132354,49843.67333691845,49815.87195290559,49817.80270968984,49788.33850447046,49786.375155463655,49714.24970405236,49808.54472170588,49813.53499755658,49842.35009757282,49822.593361797546
2021-02-24 18:00:00,49838.07583549319,49796.54779073936,49796.55087907407,49791.77254731195,49797.70999640098,49795.62255994675,49797.74151397471,49602.439024390245,49795.325779386316,49790.60685492841,49813.098121963376,49798.92301259033
2021-02-24 19:00:00,49337.14171359621,49317.0717324864,49204.72546606478,49411.32784828966,49343.114455795556,49214.86413230202,49257.819346300486,49191.600563094384,49355.10962302461,49259.860731840294,49230.38809664872,49268.924507442825
2021-02-24 20:00:00,48927.9073652996,48952.60809188711,48952.98832426555,48880.346896428535,48851.20926842717,48895.91194661924,48907.006080445935,48991.421225154714,48906.47633517542,48922.873466604746,48964.871225882314,48929.22430449357
2021-02-24 21:00:00,48509.784282259796,48518.46203764825,48526.69720355337,48526.432823930576,48451.58757214401,48440.91177413361,48486.392267975,48404.53236740211,48485.98060584109,48476.87821131374,48499.3806082591,48487.34548560769
2021-02-24 22:00:00,48580.633396569894,48645.53058621327,48650.5654020886,48497.261356804454,48543.495587545505,48531.10398915199,48566.458228104544,48270.59864702669,48549.925443470296,48579.18068932245,48540.34638780121,48574.60219883092
2021-02-24 23:00:00,49504.553951877046,49423.47108691518,49457.50051789593,49493.09779097728,49568.860667993235,49385.7494404447,49488.224861697956,49610.564199029126,49399.63013406116,49428.97290287861,49459.90529202536,49438.25065729635
