timestamp,Price [Md€],price_open,price_high,price_low,price_close,Amount [BTC],weighted_volume,cbse_vwap,sigma,cbse_vwmp (lower)
2021-02-24 18:00:00,0.07,50096.69,50103.57,49960.7,49997.94,65.49,3276109.4421479837,50021.1,29.6,49992.41
2021-02-24 18:05:00,0.08,49997.94,49997.94,49735.22,49884.71,96.47,4811224.16015584,49874.82,58.34,49888.44
2021-02-24 18:10:00,0.08,49884.7,49925.42,49650.0,49684.08,88.37,4395101.0011729635,49736.32,77.38,49777.96
2021-02-24 18:15:00,0.07,49684.08,49820.0,49582.18,49589.59,79.0,3926352.2866522926,49699.46,70.59,49791.81
2021-02-24 18:20:00,0.07,49589.59,49684.72,49544.84,49676.87,97.18,4818833.548754198,49587.66,32.23,49569.01
2021-02-24 18:25:00,0.06,49676.87,49740.91,49654.91,49685.15,69.29,3443022.544304822,49692.26,24.52,49670.04
2021-02-24 18:30:00,0.07,49685.14,49955.53,49658.25,49952.15,84.29,4200041.22577363,49826.9,79.24,49733.19
2021-02-24 18:35:00,0.07,49952.15,50018.91,49901.1,49934.71,65.62,3277958.5607894,49955.13,28.89,50007.14
2021-02-24 18:40:00,0.06,49940.0,49955.31,49860.37,49891.6,107.01,5339129.515836469,49891.82,22.94,49880.11
2021-02-24 18:45:00,0.07,49891.59,49896.22,49766.83,49854.42,90.83,4524371.363266701,49812.63,31.16,49766.83
2021-02-24 18:50:00,0.07,49854.62,49854.62,49681.44,49703.25,73.99,3680189.296575812,49741.25,47.55,49695.11
2021-02-24 18:55:00,0.07,49703.25,49754.43,49600.0,49619.18,57.77,2868709.7202768927,49656.96,46.09,49614.76
2021-02-24 19:00:00,0.07,49619.19,49733.51,49608.46,49642.35,62.28,3093297.9633844113,49669.8,34.65,49653.31
2021-02-24 19:05:00,0.09,49635.72,49635.72,49280.0,49396.52,116.21,5748656.276698707,49466.59,74.8,49591.01
2021-02-24 19:10:00,0.1,49399.89,49713.38,49391.31,49397.01,200.44,9918441.330257112,49484.33,86.5,49438.04
2021-02-24 19:15:00,0.07,49397.01,49540.57,49397.0,49515.48,87.09,4308478.327625275,49470.39,33.09,49466.07
2021-02-24 19:20:00,0.06,49520.26,49576.12,49484.44,49529.13,54.22,2684860.3608316174,49518.44,22.51,49554.24
2021-02-24 19:25:00,0.06,49535.77,49536.51,49400.0,49474.27,56.63,2801804.8968980396,49471.33,40.18,49531.84
2021-02-24 19:30:00,0.09,49472.47,49472.47,49153.96,49203.05,94.58,4658060.0939384615,49249.25,64.26,49175.17
2021-02-24 19:35:00,0.1,49203.06,49216.19,48833.24,48892.5,134.7,6599149.81774612,48992.31,78.85,49016.12
2021-02-24 19:40:00,0.09,48895.62,49165.92,48895.62,49013.46,163.58,8025370.469235006,49059.59,48.91,49042.33
2021-02-24 19:45:00,0.08,49013.46,49241.73,48960.0,49032.36,92.42,4538282.052325822,49106.58,56.95,49067.1
2021-02-24 19:50:00,0.07,49032.36,49172.73,48950.0,48957.3,82.58,4049783.2549732304,49043.49,58.38,49000.95
2021-02-24 19:55:00,0.08,48952.66,49088.14,48900.0,48990.27,128.92,6313756.345654544,48972.53,41.65,49071.22
2021-02-24 20:00:00,0.09,48990.27,49276.8,48870.8,49224.98,137.98,6765710.7412818335,49035.7,129.12,49180.0
2021-02-24 20:05:00,0.06,49224.99,49227.05,49046.28,49059.13,67.57,3320407.548241045,49141.04,51.07,49145.34
2021-02-24 20:10:00,0.07,49059.13,49239.7,49014.97,49204.33,135.99,6681584.272755258,49132.36,54.38,49127.78
2021-02-24 20:15:00,0.06,49204.33,49208.52,48950.0,48950.01,75.56,3708774.926951076,49084.62,52.75,49079.24
2021-02-24 20:20:00,0.09,48950.0,49030.0,48805.0,48838.06,133.34,6522572.648725114,48916.81,54.85,48914.35
2021-02-24 20:25:00,0.09,48839.88,48909.78,48764.88,48898.07,86.87,4243041.802703075,48845.37,37.66,48806.49
2021-02-24 20:30:00,0.1,48898.08,48898.08,48625.01,48722.33,162.95,7937767.02435152,48711.98,56.22,48736.25
2021-02-24 20:35:00,0.09,48721.77,48894.69,48608.58,48889.19,141.33,6892139.51340018,48764.91,66.76,48831.34
2021-02-24 20:40:00,0.07,48888.32,48997.6,48669.46,48671.82,89.97,4396083.776811429,48863.87,97.62,48997.59
2021-02-24 20:45:00,0.08,48675.05,48896.25,48665.82,48885.63,138.05,6732164.815510648,48766.89,61.18,48880.97
2021-02-24 20:50:00,0.07,48886.15,49002.5,48861.28,48987.51,111.87,5476380.800254716,48951.23,37.22,48911.12
2021-02-24 20:55:00,0.09,48987.53,49259.65,48916.53,49174.4,126.91,6225784.5175876375,49055.9,101.86,49088.72
2021-02-24 21:00:00,0.06,49174.41,49174.41,48956.2,48959.31,92.73,4551145.2762621995,49078.82,56.95,49118.29
2021-02-24 21:05:00,0.08,48959.3,49000.0,48642.82,48736.99,127.56,6223857.133492728,48789.86,72.63,48953.02
2021-02-24 21:10:00,0.08,48736.99,48736.99,48550.0,48552.08,71.31,3466419.205518189,48608.9,42.27,48638.01
2021-02-24 21:15:00,0.1,48552.09,48644.47,48259.0,48275.01,154.84,7501654.875357325,48448.51,98.21,48377.83
2021-02-24 21:20:00,0.12,48279.03,48579.0,48150.0,48509.74,171.73,8289830.866751672,48271.75,107.84,48400.64
2021-02-24 21:25:00,0.09,48510.61,48510.61,48172.42,48173.98,118.18,5703353.86687381,48258.63,76.84,48249.99
2021-02-24 21:30:00,0.08,48178.24,48327.04,48169.59,48326.41,115.77,5588326.950429824,48269.91,36.87,48293.48
2021-02-24 21:35:00,0.08,48326.41,48550.0,48286.0,48418.26,78.0,3777763.9996656524,48431.08,55.38,48404.0
2021-02-24 21:40:00,0.06,48429.29,48519.03,48382.0,48471.9,46.14,2236175.397430394,48460.92,26.26,48478.93
2021-02-24 21:45:00,0.07,48475.1,48484.75,48212.59,48283.87,70.89,3428495.2193070576,48365.23,77.75,48442.09
2021-02-24 21:50:00,0.09,48264.45,48379.4,48111.0,48376.5,100.11,4827800.013712136,48226.75,56.26,48293.59
2021-02-24 21:55:00,0.11,48376.5,48935.04,48307.06,48757.56,109.55,5332238.451245488,48672.95,155.48,48550.0
2021-02-24 22:00:00,0.08,48758.08,48760.22,48385.58,48450.55,71.03,3449458.633273334,48565.91,91.25,48665.13
2021-02-24 22:05:00,0.08,48450.54,48528.24,48137.14,48150.01,60.51,2923013.2409638516,48309.21,113.36,48191.71
2021-02-24 22:10:00,0.09,48150.01,48411.72,48078.62,48187.04,82.08,3958603.718788817,48229.08,91.97,48276.81
2021-02-24 22:15:00,0.07,48187.05,48497.92,48183.4,48344.92,82.83,4008183.0270408634,48390.02,74.29,48376.26
2021-02-24 22:20:00,0.11,48341.96,48479.87,48305.39,48479.29,91.13,4407542.525040589,48365.76,47.69,48392.04
2021-02-24 22:25:00,0.11,48479.28,48710.27,48436.76,48710.06,78.65,3818649.173370868,48550.93,79.88,48474.44
2021-02-24 22:30:00,0.11,48710.06,48929.03,48582.28,48921.53,144.95,7069460.351251294,48771.97,93.04,48592.63
2021-02-24 22:35:00,0.09,48927.44,48987.38,48617.18,48707.98,93.2,4550346.598491737,48824.3,108.18,48949.83
2021-02-24 22:40:00,0.06,48706.21,48815.0,48599.56,48599.56,53.87,2623783.7549984804,48708.27,37.7,48720.89
2021-02-24 22:45:00,0.06,48599.55,48755.38,48500.0,48705.48,62.68,3047885.4317874885,48628.48,67.4,48648.8
2021-02-24 22:50:00,0.06,48705.48,48850.0,48699.18,48849.99,57.83,2820836.678825445,48780.47,40.56,48738.24
2021-02-24 22:55:00,0.06,48849.99,48934.96,48739.56,48850.4,38.06,1859775.9090375425,48865.03,42.34,48871.19
2021-02-24 23:00:00,0.09,48842.66,49261.52,48775.05,49191.95,124.2,6091449.777459524,49045.38,157.66,48859.86
2021-02-24 23:05:00,0.09,49191.95,49549.5,49171.32,49458.89,108.46,5361268.412422143,49429.88,77.91,49400.0
2021-02-24 23:10:00,0.07,49452.93,49452.93,49263.56,49398.7,72.64,3584398.439451222,49345.15,38.01,49335.08
2021-02-24 23:15:00,0.08,49394.62,49394.62,49114.91,49191.93,114.51,5640003.768038643,49255.31,49.16,49276.15
2021-02-24 23:20:00,0.07,49191.93,49480.28,49191.93,49367.01,67.26,3319446.076875607,49354.38,66.47,49274.98
2021-02-24 23:25:00,0.06,49367.01,49503.66,49241.4,49360.0,63.19,3121302.772981944,49397.56,68.66,49479.78
2021-02-24 23:30:00,0.07,49359.99,49559.06,49359.99,49398.17,53.79,2660027.748381544,49452.53,45.48,49446.78
2021-02-24 23:35:00,0.08,49398.17,49762.44,49383.22,49609.33,52.44,2602179.8897326817,49621.44,76.58,49627.27
2021-02-24 23:40:00,0.06,49586.1,49639.62,49500.0,49609.76,44.33,2198120.852522794,49586.42,39.85,49609.7
2021-02-24 23:45:00,0.06,49609.77,49788.0,49568.88,49713.82,46.69,2320043.9558754945,49685.75,43.02,49659.64
2021-02-24 23:50:00,0.09,49717.03,49751.92,49525.99,49600.64,157.68,7827952.5390280215,49644.18,47.16,49598.52
2021-02-24 23:55:00,0.07,49600.65,49750.0,49527.97,49737.82,81.82,4060674.4976119865,49627.65,61.97,49613.04
