timestamp,Price [Md€],price_open,price_high,price_low,price_close,Amount [BTC],weighted_volume,lmax_vwap,sigma,lmax_vwmp (lower)
2021-02-24 13:35:00,0.02,49157.5,49520.0,49138.5,49220.75,188.32,9286503.84346,49312.36,93.78,49274.5
2021-02-24 13:40:00,0.01,49371.5,49534.25,49315.0,49478.5,70.73,3495091.5516,49414.56,54.41,49442.0
2021-02-24 13:45:00,0.01,49477.5,49853.75,49276.5,49727.0,57.46,2849370.072,49588.76,173.99,49464.0
2021-02-24 13:50:00,0.01,49685.5,49771.0,49472.5,49642.0,47.26,2344549.1328,49609.59,77.12,49608.5
2021-02-24 13:55:00,0.01,49617.5,49637.5,49333.5,49468.0,64.38,3183611.8625,49450.32,55.71,49487.5
2021-02-24 14:00:00,0.0,49603.5,49793.75,49580.5,49745.5,30.84,1532791.1575,49701.4,62.16,49631.0
2021-02-24 14:05:00,0.01,49774.75,49774.75,49291.5,49331.0,42.13,2082986.838,49441.89,135.83,49314.5
2021-02-24 14:10:00,0.01,49340.5,49435.0,49169.0,49391.5,26.42,1302266.225,49290.92,60.41,49396.0
2021-02-24 14:15:00,0.01,49433.0,49663.0,49329.0,49636.5,33.6,1663411.0494,49506.28,107.3,49423.5
2021-02-24 14:20:00,0.0,49620.0,49620.0,49370.5,49370.5,16.49,816706.1925,49527.36,53.08,49578.5
2021-02-24 14:25:00,0.0,49459.0,49530.0,49253.0,49477.0,40.28,1988370.675,49363.72,65.16,49388.0
2021-02-24 14:30:00,0.01,49544.5,49667.0,49365.5,49392.5,48.66,2411172.183,49551.42,83.83,49520.5
2021-02-24 14:35:00,0.0,49365.5,49423.0,49150.0,49315.0,11.81,581784.0628,49261.99,65.41,49163.0
2021-02-24 14:40:00,0.01,49369.5,49369.5,48738.5,48800.5,54.41,2670316.9399,49077.69,167.56,49110.5
2021-02-24 14:45:00,0.01,48794.5,49245.0,48785.5,49190.0,91.84,4506862.03244,49072.98,121.33,49234.0
2021-02-24 14:50:00,0.01,49172.51,49219.0,48904.0,49107.5,86.82,4261899.00576,49088.91,71.02,49133.5
2021-02-24 14:55:00,0.0,49090.0,49443.5,49075.5,49443.5,61.5,3026131.2838,49205.39,97.34,49236.75
2021-02-24 15:00:00,0.01,49441.5,49639.0,49410.0,49549.5,32.33,1601264.318,49528.74,49.62,49545.25
2021-02-24 15:05:00,0.0,49473.0,49480.0,49208.0,49263.0,14.36,708944.51994,49369.4,89.02,49332.5
2021-02-24 15:10:00,0.0,49156.0,49189.0,48862.0,48929.0,35.24,1726722.369,48998.93,80.52,48961.5
2021-02-24 15:15:00,0.01,48908.0,49143.999,48684.2,48759.5,36.22,1771297.35812,48903.85,128.41,48908.0
2021-02-24 15:20:00,0.01,48667.501,48834.5,48458.0,48834.5,52.39,2547438.09322,48624.51,69.42,48705.5
2021-02-24 15:25:00,0.0,48931.5,49215.5,48892.5,49148.0,6.14,301355.475,49080.7,89.16,49063.0
2021-02-24 15:30:00,0.0,49124.0,49359.5,49016.0,49359.5,8.65,426007.2796,49249.4,108.15,49339.0
2021-02-24 15:35:00,0.0,49278.0,49582.25,49278.0,49434.5,33.17,1642758.44149,49525.43,57.45,49522.5
2021-02-24 15:40:00,0.01,49419.0,49421.5,49155.0,49272.5,52.34,2580215.5333000002,49297.2,64.8,49237.5
2021-02-24 15:45:00,0.01,49264.0,49729.999,49264.0,49545.0,38.18,1891815.40082,49549.91,100.14,49522.0
2021-02-24 15:50:00,0.01,49547.0,49632.0,49513.5,49573.0,40.04,1984645.9108,49566.58,30.05,49547.0
2021-02-24 15:55:00,0.02,49578.5,49877.5,49578.5,49845.81,80.42,4001599.2627,49758.76,84.14,49660.5
2021-02-24 16:00:00,0.01,49866.0,50143.5,49780.0,49884.5,54.73,2735023.4543,49973.02,92.55,50118.5
2021-02-24 16:05:00,0.01,49915.0,49989.25,49779.0,49882.0,46.53,2322554.0069999998,49915.19,65.17,49800.0
2021-02-24 16:10:00,0.01,49867.0,49868.5,49672.5,49762.0,60.7,3019655.84871,49747.21,45.93,49679.0
2021-02-24 16:15:00,0.0,49762.0,49762.0,49551.0,49589.0,20.93,1039881.1882,49683.76,43.21,49639.5
2021-02-24 16:20:00,0.0,49598.5,49849.5,49382.5,49565.0,46.22,2297888.94451,49716.33,127.02,49742.5
2021-02-24 16:25:00,0.0,49576.0,49623.0,49456.0,49490.0,10.19,504755.0514,49534.35,50.72,49576.5
2021-02-24 16:30:00,0.0,49508.0,49806.0,49480.5,49687.5,23.54,1168817.6548,49652.41,75.53,49509.5
2021-02-24 16:35:00,0.0,49689.5,49853.5,49683.5,49763.5,23.1,1149736.045,49772.12,45.22,49810.0
2021-02-24 16:40:00,0.0,49730.0,49730.0,49608.5,49634.5,23.97,1190066.3417,49648.16,35.58,49623.5
2021-02-24 16:45:00,0.0,49623.5,49685.5,49564.5,49669.0,16.76,831826.6099,49631.66,31.94,49615.5
2021-02-24 16:50:00,0.0,49658.0,49809.0,49591.0,49591.0,14.56,724070.16,49730.09,70.3,49668.5
2021-02-24 16:55:00,0.0,49593.5,49621.0,49343.0,49362.5,21.22,1049612.2677,49463.35,69.94,49474.5
2021-02-24 17:00:00,0.0,49401.0,49649.0,49355.5,49642.0,7.02,347555.03,49509.26,93.95,49401.0
2021-02-24 17:05:00,0.01,49642.5,49977.0,49543.0,49951.0,34.94,1742386.65775,49867.96,151.45,49975.0
2021-02-24 17:10:00,0.0,49940.5,49981.5,49748.5,49787.0,21.32,1062768.61652,49848.43,60.22,49775.0
2021-02-24 17:15:00,0.0,49782.0,49924.0,49780.0,49890.0,15.38,767029.725,49871.89,37.08,49869.0
2021-02-24 17:20:00,0.0,49854.25,49943.0,49837.0,49881.0,3.61,180058.565,49877.72,23.22,49886.5
2021-02-24 17:25:00,0.0,49912.0,49912.0,49707.5,49734.23,12.73,633660.9890000001,49776.98,62.67,49744.0
2021-02-24 17:30:00,0.0,49731.5,49872.5,49616.0,49634.0,9.41,467961.33,49730.22,51.41,49732.0
2021-02-24 17:35:00,0.0,49700.5,49831.0,49661.5,49776.5,25.46,1265881.385,49720.4,50.41,49725.0
2021-02-24 17:40:00,0.0,49771.0,49931.5,49748.0,49885.0,12.2,608295.6118,49860.3,37.32,49853.5
2021-02-24 17:45:00,0.0,49888.0,49926.5,49778.0,49800.0,15.4,767875.6849999999,49862.06,37.93,49851.5
2021-02-24 17:50:00,0.0,49823.5,49869.5,49810.5,49850.001,23.65,1178780.15606,49842.71,13.18,49820.5
2021-02-24 17:55:00,0.0,49860.0,50102.0,49839.5,50076.0,32.24,1612699.43931,50021.69,55.57,50031.5
2021-02-24 18:00:00,0.01,50077.5,50097.5,49953.0,49990.5,27.45,1373075.74283,50020.97,29.19,50077.5
2021-02-24 18:05:00,0.0,49989.0,50014.5,49739.5,49884.16,23.18,1155985.7211,49869.96,68.24,49834.5
2021-02-24 18:10:00,0.01,49912.0,49915.5,49643.5,49680.0,27.58,1372753.3143,49773.51,91.12,49678.0
2021-02-24 18:15:00,0.01,49675.5,49824.0,49552.5,49604.5,53.02,2634823.0929,49694.89,78.19,49768.5
2021-02-24 18:20:00,0.0,49595.0,49689.0,49551.0,49689.0,17.76,880726.8576,49590.48,25.08,49563.5
