timestamp,Price [Md€],price_open,price_high,price_low,price_close,Amount [BTC],weighted_volume,gmni_vwap,sigma,gmni_vwmp (lower)
2021-02-24 00:00:00,0.02,48923.48,49130.5,48577.87,48629.94,41.46,2028787.7768277852,48928.96,139.48,49108.12
2021-02-24 00:05:00,0.01,48648.33,48747.55,48523.9,48613.89,10.21,496686.8416537355,48670.31,56.0,48619.33
2021-02-24 00:10:00,0.01,48630.73,48630.73,48151.91,48157.78,11.35,549640.9152585673,48425.51,139.87,48512.83
2021-02-24 00:15:00,0.01,48144.63,48151.91,47610.95,47807.48,14.03,672182.6487975257,47908.45,147.57,48085.15
2021-02-24 00:20:00,0.02,47793.06,47830.93,47000.01,47114.02,30.78,1455182.8789862643,47281.7,198.8,47324.23
2021-02-24 00:25:00,0.02,47136.56,47352.0,47000.12,47260.0,19.81,935218.2357475496,47214.56,73.66,47263.25
2021-02-24 00:30:00,0.01,47247.96,47708.5,47243.76,47693.11,12.85,610329.3836822537,47514.59,116.21,47549.65
2021-02-24 00:35:00,0.01,47667.88,47845.65,47597.78,47725.29,12.4,591688.0580198263,47733.27,54.51,47760.98
2021-02-24 00:40:00,0.01,47802.79,47899.99,47610.95,47679.67,20.05,957285.2804155828,47740.71,55.65,47795.43
2021-02-24 00:45:00,0.01,47738.92,47948.71,47729.43,47791.65,3.39,161991.8053483251,47851.26,46.9,47815.03
2021-02-24 00:50:00,0.01,47782.61,48249.04,47753.1,48207.99,4.96,237720.33397295204,47970.74,143.56,47774.14
2021-02-24 00:55:00,0.01,48187.02,48526.33,48182.13,48500.0,2.41,116559.11411273209,48327.89,70.27,48526.33
2021-02-24 01:00:00,0.01,48510.28,48716.49,48442.89,48556.69,7.62,369880.4190003082,48568.59,66.49,48462.83
2021-02-24 01:05:00,0.01,48559.57,48867.7,48520.36,48794.0,9.04,440432.3671706494,48729.76,72.86,48800.0
2021-02-24 01:10:00,0.01,48775.81,48988.95,48750.0,48784.18,29.81,1456228.3857213797,48845.66,65.15,48900.0
2021-02-24 01:15:00,0.01,48779.42,49085.44,48776.98,49050.19,6.61,323620.3021722559,48923.99,69.89,48915.0
2021-02-24 01:20:00,0.01,49050.09,49200.0,48893.12,49200.0,17.05,836656.7157000982,49077.3,83.87,48992.96
2021-02-24 01:25:00,0.01,49188.48,49380.0,49158.06,49214.54,11.51,567206.0347247024,49262.19,59.43,49333.0
2021-02-24 01:30:00,0.01,49233.05,49233.05,48764.28,49031.18,9.91,485360.2139516469,48962.95,117.26,49227.1
2021-02-24 01:35:00,0.01,49026.28,49309.32,48954.55,49300.0,7.63,375699.12986477284,49210.11,93.84,49297.54
2021-02-24 01:40:00,0.02,49295.07,49901.18,49295.07,49732.09,27.39,1360073.3933806135,49657.65,139.55,49442.15
2021-02-24 01:45:00,0.01,49699.99,49979.66,49650.93,49847.79,24.4,1217129.815938057,49873.9,73.21,49900.0
2021-02-24 01:50:00,0.01,49826.92,49826.92,49500.0,49812.77,12.49,621004.2916482365,49704.17,85.0,49546.82
2021-02-24 01:55:00,0.02,49812.78,50331.36,49666.72,50227.97,49.44,2477415.512302709,50105.42,150.93,49923.97
2021-02-24 02:00:00,0.02,50257.72,50573.59,49880.25,50573.56,22.71,1138812.8541279489,50146.37,194.4,50083.77
2021-02-24 02:05:00,0.02,50613.36,50613.36,50244.91,50357.14,34.16,1724718.2290683915,50482.12,79.08,50467.33
2021-02-24 02:10:00,0.01,50358.69,50396.66,50021.6,50335.96,9.18,460847.7357849001,50184.76,91.5,50290.0
2021-02-24 02:15:00,0.01,50335.53,50372.31,49890.0,50097.07,9.47,474357.8753332064,50077.72,118.38,50196.22
2021-02-24 02:20:00,0.01,50097.07,50150.9,49833.0,49861.46,9.12,456139.09342830774,50018.72,85.13,50027.95
2021-02-24 02:25:00,0.01,49863.79,50159.11,49863.79,50063.91,7.6,380137.79118547874,50009.29,73.76,49984.3
2021-02-24 02:30:00,0.01,50086.98,50376.43,50033.6,50250.08,8.21,412823.70221909304,50308.54,88.86,50368.17
2021-02-24 02:35:00,0.01,50250.08,50475.0,50244.6,50354.74,10.64,536178.4640542133,50403.45,59.15,50244.6
2021-02-24 02:40:00,0.01,50340.39,50385.51,50057.78,50147.76,9.42,472726.1956197821,50173.47,82.7,50159.02
2021-02-24 02:45:00,0.01,50138.13,50472.25,50138.13,50308.1,7.05,354942.8789532352,50339.75,70.15,50219.39
2021-02-24 02:50:00,0.01,50343.81,50456.42,50266.65,50350.42,8.99,452670.94728532794,50347.2,40.87,50448.78
2021-02-24 02:55:00,0.01,50386.06,50430.22,50202.55,50244.25,5.66,284724.6111741241,50301.5,62.87,50264.06
2021-02-24 03:00:00,0.01,50200.0,50573.39,50054.16,50486.04,23.86,1202273.2048227687,50388.98,135.28,50200.0
2021-02-24 03:05:00,0.01,50481.46,50573.45,50312.56,50369.76,19.97,1008983.3332773251,50515.48,66.12,50569.2
2021-02-24 03:10:00,0.01,50365.29,50537.29,50299.09,50438.17,9.1,458631.4594646986,50410.78,48.23,50504.82
2021-02-24 03:15:00,0.01,50413.11,50500.28,50250.0,50483.89,4.07,204962.11675291002,50310.64,67.7,50250.0
2021-02-24 03:20:00,0.01,50513.89,50513.89,50264.35,50311.06,6.79,341809.3375740075,50360.15,53.19,50324.42
2021-02-24 03:25:00,0.01,50319.77,50351.45,50222.58,50276.37,2.02,101722.84814023961,50274.91,30.5,50243.12
2021-02-24 03:30:00,0.01,50276.37,50387.09,50236.69,50387.09,5.83,292959.8920953238,50289.05,31.67,50279.97
2021-02-24 03:35:00,0.01,50387.09,50533.57,50313.94,50533.57,5.01,252555.82377016076,50416.53,56.99,50482.98
2021-02-24 03:40:00,0.01,50551.73,50575.5,50390.29,50492.34,5.06,255584.04737161193,50514.57,39.91,50503.54
