timestamp,Price [Md€],price_open,price_high,price_low,price_close,Amount [BTC],weighted_volume,gmni_vwap,sigma,gmni_vwmp (lower)
2021-02-24 03:45:00,0.01,50471.01,50744.1,50332.53,50737.47,11.16,563503.442460935,50474.26,123.26,50656.81
2021-02-24 03:50:00,0.01,50804.29,50934.91,50747.19,50860.25,10.91,554651.1426841475,50842.7,45.48,50802.77
2021-02-24 03:55:00,0.01,50875.25,51000.0,50821.94,50965.74,6.34,322766.94934047677,50947.13,41.96,50955.58
2021-02-24 04:00:00,0.01,50943.71,51143.14,50943.71,51059.78,14.93,762087.2921327536,51051.26,46.9,51075.84
2021-02-24 04:05:00,0.01,51087.27,51285.34,51082.55,51191.91,14.43,738755.905663933,51192.05,46.38,51125.53
2021-02-24 04:10:00,0.01,51248.29,51347.11,51160.53,51311.65,10.04,514521.18266729126,51258.17,40.12,51297.64
2021-02-24 04:15:00,0.02,51311.65,51397.44,50956.21,51009.15,16.87,862590.8636073775,51117.22,132.83,51023.67
2021-02-24 04:20:00,0.01,51008.07,51200.33,50849.6,51071.79,11.62,592417.2480149682,50987.05,74.63,51104.29
2021-02-24 04:25:00,0.01,51096.94,51096.94,50680.4,50730.36,11.83,602796.9013413723,50944.61,122.81,50808.52
2021-02-24 04:30:00,0.01,50729.44,50930.21,50669.85,50782.79,13.16,668811.6987192676,50811.57,51.94,50757.04
2021-02-24 04:35:00,0.01,50782.8,50886.28,50635.18,50641.49,4.77,241742.04623135016,50708.22,51.61,50785.51
2021-02-24 04:40:00,0.01,50641.17,50648.51,50350.01,50350.01,11.12,561708.0204859576,50501.67,81.62,50486.81
2021-02-24 04:45:00,0.01,50350.97,50729.91,50350.97,50722.19,9.47,478500.24920421775,50541.06,87.93,50499.0
2021-02-24 04:50:00,0.01,50733.66,50966.54,50684.19,50898.25,3.63,184550.11707112927,50906.93,51.08,50899.9
2021-02-24 04:55:00,0.01,50898.68,50912.22,50645.41,50645.41,5.98,303508.63651352015,50745.81,56.11,50650.01
2021-02-24 05:00:00,0.01,50713.91,50900.0,50713.91,50881.81,6.19,314651.9660782342,50865.92,58.55,50900.0
2021-02-24 05:05:00,0.01,50894.94,51015.63,50875.23,50971.58,25.79,1313131.7008612058,50914.72,39.18,50939.02
2021-02-24 05:10:00,0.01,50971.59,50971.59,50643.94,50643.94,5.71,290122.5432704606,50776.77,98.64,50706.35
2021-02-24 05:15:00,0.01,50657.55,50657.55,50222.25,50235.52,5.58,281485.8115160219,50419.62,124.75,50505.32
2021-02-24 05:20:00,0.02,50232.82,50402.38,50002.51,50124.97,12.29,616471.505692766,50163.83,97.45,50036.69
2021-02-24 05:25:00,0.01,50139.08,50439.89,50051.37,50406.91,8.66,434857.599516703,50234.34,82.22,50232.76
2021-02-24 05:30:00,0.01,50378.51,50402.99,50202.82,50319.9,10.24,514832.32752590853,50277.95,41.69,50260.5
2021-02-24 05:35:00,0.01,50314.61,50513.79,50261.74,50502.05,8.68,437817.4671007237,50416.28,77.76,50385.3
2021-02-24 05:40:00,0.01,50502.05,50546.71,50264.55,50421.82,6.37,320991.2438619891,50416.91,71.59,50366.41
2021-02-24 05:45:00,0.0,50423.06,50536.17,50256.95,50282.37,3.06,154390.15118905384,50399.24,78.41,50500.0
2021-02-24 05:50:00,0.01,50283.31,50489.12,50257.0,50363.52,4.19,210932.1820162418,50379.49,60.21,50365.25
2021-02-24 05:55:00,0.01,50339.38,50433.34,50200.0,50212.6,2.8,140713.416480896,50331.64,57.64,50357.11
2021-02-24 06:00:00,0.01,50253.37,50575.27,50253.37,50512.45,5.25,264949.4278835459,50460.0,84.64,50274.89
2021-02-24 06:05:00,0.01,50551.7,50703.1,50429.85,50509.41,9.25,467942.1750352468,50584.39,70.15,50701.6
2021-02-24 06:10:00,0.03,50539.36,50557.9,49600.01,49735.0,20.62,1030849.5211336571,49987.19,228.98,50126.49
2021-02-24 06:15:00,0.02,49735.0,49932.47,49450.82,49697.09,20.64,1025079.0199025945,49674.0,116.97,49743.38
2021-02-24 06:20:00,0.02,49707.64,50147.76,49565.52,50096.25,13.09,652636.3986360434,49854.8,181.62,49610.39
2021-02-24 06:25:00,0.01,50078.67,50079.92,49601.31,49610.76,6.88,342518.5274713289,49819.16,139.58,49727.97
2021-02-24 06:30:00,0.01,49642.27,49919.03,49598.39,49781.67,10.73,533334.2640300952,49722.06,74.98,49829.95
2021-02-24 06:35:00,0.01,49765.01,49877.57,49543.68,49865.91,6.71,333280.061256535,49701.72,65.77,49683.23
2021-02-24 06:40:00,0.01,49865.42,50073.44,49716.4,50036.24,8.16,407468.57406833704,49930.89,82.7,49892.01
2021-02-24 06:45:00,0.0,50053.36,50428.29,50037.22,50204.83,1.08,54379.24241542129,50207.26,106.63,50204.83
2021-02-24 06:50:00,0.01,50212.85,50212.85,49935.11,49992.41,2.95,147720.67660455944,50047.56,66.59,49991.98
2021-02-24 06:55:00,0.0,49978.47,50176.44,49957.97,50140.49,5.52,276343.6230596033,50054.92,46.97,50039.09
2021-02-24 07:00:00,0.0,50125.63,50183.63,49940.55,50011.86,1.86,93175.75376311055,50021.09,54.84,49976.9
2021-02-24 07:05:00,0.01,50034.07,50080.62,49722.2,49820.62,4.1,204765.8963051927,49903.99,108.12,49748.61
2021-02-24 07:10:00,0.0,49817.43,49889.83,49526.44,49554.32,2.74,136429.6012191222,49749.88,99.42,49768.33
2021-02-24 07:15:00,0.0,49555.28,49872.38,49543.72,49705.2,1.03,51322.01489332965,49727.62,105.28,49621.11
2021-02-24 07:20:00,0.0,49793.21,50051.59,49793.2,49976.32,0.28,13904.019384302108,49960.55,81.24,49996.72
2021-02-24 07:25:00,0.01,49989.18,49997.99,49614.66,49679.13,6.73,335227.94399813144,49790.42,100.66,49852.1
2021-02-24 07:30:00,0.0,49717.54,50034.96,49704.76,49981.82,1.74,86689.15353594633,49957.78,63.91,49900.31
2021-02-24 07:35:00,0.0,49955.0,50247.09,49931.8,50124.43,3.38,169179.2966504565,50091.44,82.36,50050.0
2021-02-24 07:40:00,0.0,50125.19,50205.51,50022.35,50090.29,3.32,166483.33390709953,50138.87,41.97,50152.22
2021-02-24 07:45:00,0.0,50090.15,50237.82,49997.59,50209.58,4.62,231370.194849427,50076.38,64.64,50058.79
2021-02-24 07:50:00,0.0,50234.96,50363.01,50097.88,50162.09,9.94,499311.969232369,50238.96,77.17,50331.77
2021-02-24 07:55:00,0.0,50136.07,50207.18,50060.47,50095.0,6.55,328259.5683492305,50142.48,42.69,50206.56
2021-02-24 08:00:00,0.0,50041.59,50214.01,49845.77,50214.01,11.78,589074.2796145135,50027.42,88.7,50067.82
2021-02-24 08:05:00,0.0,50214.01,50483.48,50207.79,50466.55,1.42,71356.1268206497,50311.25,84.46,50207.79
2021-02-24 08:10:00,0.0,50453.06,50500.0,50367.4,50500.0,0.83,42010.1175617253,50404.12,38.12,50393.85
2021-02-24 08:15:00,0.0,50500.28,50899.0,50500.0,50753.22,2.28,115743.38602225322,50768.42,117.04,50897.03
2021-02-24 08:20:00,0.0,50738.23,50748.42,50582.74,50674.02,3.71,187728.1038903049,50663.15,40.37,50717.75
2021-02-24 08:25:00,0.0,50634.82,50702.12,50531.96,50596.94,2.12,107135.0069949693,50610.16,47.01,50627.28
2021-02-24 08:30:00,0.0,50649.48,50904.42,50649.48,50736.73,2.18,110806.5048464796,50739.48,78.45,50866.7
2021-02-24 08:35:00,0.0,50723.23,50849.92,50649.86,50732.21,3.01,152698.4382022451,50765.88,42.47,50715.3
2021-02-24 08:40:00,0.0,50689.91,50689.91,50387.99,50420.79,3.31,167285.7304853014,50518.43,98.23,50678.49
2021-02-24 08:45:00,0.0,50463.3,50533.53,50302.63,50501.51,2.43,122434.76491605536,50466.09,58.37,50504.23
2021-02-24 08:50:00,0.01,50580.66,50743.14,50501.51,50662.13,12.57,635292.6689253232,50555.81,86.17,50525.1
2021-02-24 08:55:00,0.0,50662.71,50785.03,50616.15,50684.06,5.75,291603.5035678963,50721.28,38.56,50785.03
2021-02-24 09:00:00,0.01,50689.09,50689.09,50460.28,50480.86,4.95,250484.62928186284,50559.6,52.17,50514.7
2021-02-24 09:05:00,0.01,50493.82,50600.92,50405.08,50458.9,5.35,270215.1117786665,50538.8,48.31,50579.93
2021-02-24 09:10:00,0.01,50470.83,50600.0,50351.27,50589.54,7.04,355318.7156083837,50478.1,75.65,50580.0
2021-02-24 09:15:00,0.01,50600.0,50981.64,50600.0,50926.52,4.2,213439.4714391186,50819.66,104.98,50619.64
2021-02-24 09:20:00,0.01,50932.27,51058.84,50752.34,50762.61,4.96,252695.9119606433,50908.66,72.28,50916.45
2021-02-24 09:25:00,0.0,50799.1,50869.61,50706.46,50789.26,2.52,128144.28951174293,50805.84,31.56,50811.62
2021-02-24 09:30:00,0.0,50810.3,51006.95,50789.26,50853.7,1.05,53291.587286653594,50887.95,57.91,50789.26
2021-02-24 09:35:00,0.0,50852.75,51213.71,50831.83,51211.19,3.11,158771.7358672396,51042.73,129.92,51200.0
2021-02-24 09:40:00,0.01,51213.71,51442.01,51099.0,51316.56,12.94,664283.7419222895,51324.51,86.15,51362.73
2021-02-24 09:45:00,0.01,51300.0,51365.98,51000.0,51000.01,3.27,167455.0684067555,51152.29,87.16,51300.0
2021-02-24 09:50:00,0.01,51000.0,51097.73,50892.98,50904.95,5.51,280719.6953698368,50983.45,36.55,51010.12
2021-02-24 09:55:00,0.0,50934.56,50935.46,50862.1,50901.73,1.77,90267.1948255156,50900.65,16.14,50885.03
2021-02-24 10:00:00,0.0,50915.34,51044.54,50904.99,50904.99,1.92,97672.2894546063,50967.42,43.53,50983.28
2021-02-24 10:05:00,0.0,50909.42,51008.85,50743.0,51008.85,3.03,153994.05636012962,50880.61,75.55,50835.5
2021-02-24 10:10:00,0.0,51000.01,51000.01,50601.58,50700.0,0.72,36303.40624657,50768.57,112.12,50917.1
2021-02-24 10:15:00,0.01,50601.58,50660.67,50399.99,50584.4,5.17,261007.9511708187,50533.09,67.23,50437.05
2021-02-24 10:20:00,0.01,50540.0,50661.87,50262.43,50262.43,8.56,432444.74463040446,50532.73,124.69,50493.17
2021-02-24 10:25:00,0.01,50262.43,50549.95,50175.98,50455.23,14.94,752671.3714568157,50382.5,105.3,50466.48
2021-02-24 10:30:00,0.01,50442.21,50641.09,50429.07,50519.58,12.24,619051.3361844544,50564.93,44.09,50604.46
2021-02-24 10:35:00,0.01,50508.69,50521.8,50258.94,50377.47,7.27,366009.72040453093,50343.85,48.39,50362.23
2021-02-24 10:40:00,0.0,50403.42,50573.31,50368.99,50571.66,1.02,51378.6302517014,50506.02,53.01,50496.35
2021-02-24 10:45:00,0.0,50587.07,50644.76,50487.38,50563.37,2.66,134433.31622140977,50523.86,37.4,50541.5
2021-02-24 10:50:00,0.0,50542.9,50587.91,50336.29,50382.69,2.47,124890.5246074696,50485.14,81.29,50369.52
2021-02-24 10:55:00,0.01,50366.28,50436.34,50121.89,50121.89,5.27,264976.5097642031,50310.49,70.27,50274.66
2021-02-24 11:00:00,0.01,50152.87,50536.81,50121.89,50460.87,17.65,889016.4340800924,50380.47,93.75,50261.66
2021-02-24 11:05:00,0.0,50535.74,50631.91,50513.21,50530.45,0.97,48930.0315396542,50560.28,29.75,50548.25
2021-02-24 11:10:00,0.0,50522.79,50598.37,50423.72,50448.45,0.9,45513.1215555271,50551.61,36.47,50551.0
2021-02-24 11:15:00,0.0,50451.86,50484.17,50299.09,50372.09,1.51,76154.6313886806,50397.91,51.0,50410.28
2021-02-24 11:20:00,0.0,50431.91,50903.02,50364.53,50880.99,0.58,29532.683848657198,50580.36,189.92,50861.17
2021-02-24 11:25:00,0.0,50854.97,50957.67,50770.66,50778.39,0.49,24819.8020752715,50812.95,45.45,50809.2
2021-02-24 11:30:00,0.0,50788.33,50880.7,50670.39,50688.99,2.91,147582.477199727,50784.98,58.27,50800.0
2021-02-24 11:35:00,0.0,50686.43,50754.29,50622.76,50622.76,0.97,49100.0852661224,50673.32,31.07,50682.61
2021-02-24 11:40:00,0.01,50633.57,50710.79,50360.64,50404.3,2.72,137267.5310045266,50480.49,92.3,50383.32
2021-02-24 11:45:00,0.0,50453.55,50492.72,50345.0,50389.34,1.45,72915.87262922825,50393.06,41.13,50382.13
2021-02-24 11:50:00,0.01,50374.54,50434.55,50238.25,50328.84,2.82,142045.7389118966,50317.8,35.7,50382.4
2021-02-24 11:55:00,0.0,50349.79,50405.39,50321.81,50360.62,1.05,53048.829714178406,50384.0,17.8,50389.91
2021-02-24 12:00:00,0.0,50409.14,50655.72,50377.9,50615.37,1.5,75726.8193546003,50554.16,75.37,50625.62
2021-02-24 12:05:00,0.01,50589.59,50807.55,50468.22,50500.3,6.11,309530.0733598291,50656.82,90.41,50512.87
2021-02-24 12:10:00,0.01,50526.25,50856.71,50382.19,50849.51,8.16,413539.2645860098,50686.83,141.34,50769.26
2021-02-24 12:15:00,0.01,50785.43,50963.22,50733.13,50759.94,5.02,255122.48878398933,50831.17,55.84,50759.94
2021-02-24 12:20:00,0.01,50771.42,51204.03,50768.07,51111.29,24.28,1239527.0812931617,51060.37,118.3,50973.85
2021-02-24 12:25:00,0.01,51130.19,51212.69,50973.85,51140.64,7.11,363471.418993883,51106.74,53.08,51090.42
2021-02-24 12:30:00,0.01,51165.27,51284.04,51055.64,51283.95,3.84,196481.8797836079,51154.03,47.8,51145.79
2021-02-24 12:35:00,0.0,51294.89,51364.74,51096.68,51236.86,3.71,190136.61478461727,51188.9,60.78,51220.77
2021-02-24 12:40:00,0.0,51236.81,51236.81,50926.93,50949.94,5.35,272735.41616968723,51016.41,86.86,51000.0
2021-02-24 12:45:00,0.0,50946.95,51080.9,50907.97,51056.68,8.57,436692.06478632806,50958.08,55.97,50921.16
2021-02-24 12:50:00,0.01,51041.81,51070.26,50832.57,50898.23,4.97,253670.44085798765,50994.68,66.2,50860.54
2021-02-24 12:55:00,0.01,50897.09,50899.43,50614.12,50742.99,11.17,566748.8991108648,50724.65,71.18,50897.09
2021-02-24 13:00:00,0.0,50784.52,51114.68,50784.52,51101.77,2.3,117358.55714967054,50949.27,107.65,51072.3
2021-02-24 13:05:00,0.01,50928.6,50932.95,50528.0,50577.03,24.1,1220095.1216362636,50620.19,90.23,50553.67
2021-02-24 13:10:00,0.01,50593.15,50749.42,50418.0,50486.73,10.35,522691.1966441324,50521.53,65.13,50500.0
2021-02-24 13:15:00,0.04,50434.37,50434.37,49551.66,49551.68,115.31,5759082.395737482,49944.42,203.55,50092.3
2021-02-24 13:20:00,0.02,49551.68,50019.53,49484.99,49827.57,25.24,1252445.0285443657,49628.97,135.54,49677.0
2021-02-24 13:25:00,0.01,49840.0,50007.44,49566.08,49598.12,23.04,1146878.0804140943,49785.62,116.12,49614.85
2021-02-24 13:30:00,0.03,49620.52,49769.63,48940.12,49162.0,46.62,2294717.909789636,49216.73,191.78,49176.3
2021-02-24 13:35:00,0.01,49151.67,49500.0,49096.06,49227.09,14.33,707543.9698184631,49376.88,93.71,49500.0
2021-02-24 13:40:00,0.02,49276.87,49578.01,49276.85,49503.26,28.77,1422003.2066566811,49422.86,53.83,49386.19
2021-02-24 13:45:00,0.01,49498.94,49873.56,49319.16,49778.85,26.05,1291885.954675449,49586.58,159.83,49559.17
2021-02-24 13:50:00,0.01,49712.27,49780.66,49520.92,49661.85,22.95,1138574.0158858525,49612.36,89.89,49646.4
2021-02-24 13:55:00,0.01,49609.85,49609.85,49365.77,49470.1,16.56,819102.753635168,49460.99,46.77,49468.94
2021-02-24 14:00:00,0.01,49480.62,49792.18,49480.61,49792.18,20.09,997347.8884197841,49650.41,73.91,49583.7
2021-02-24 14:05:00,0.01,49768.43,49781.0,49299.75,49353.97,15.57,769948.3903748458,49444.35,147.51,49368.34
2021-02-24 14:10:00,0.01,49314.21,49442.78,49150.0,49432.03,19.91,981237.7991422007,49294.18,73.01,49421.66
2021-02-24 14:15:00,0.01,49447.63,49649.04,49313.96,49642.87,13.21,653721.4522205755,49477.61,93.52,49415.54
2021-02-24 14:20:00,0.01,49641.96,49641.96,49376.8,49401.9,10.57,523683.41512131057,49529.33,56.94,49500.25
2021-02-24 14:25:00,0.01,49428.77,49535.76,49332.53,49507.37,24.08,1189361.1895784654,49394.41,60.04,49397.09
2021-02-24 14:30:00,0.02,49507.37,49679.39,49351.75,49381.67,19.92,987062.2464104522,49545.39,80.74,49589.07
2021-02-24 14:35:00,0.01,49381.68,49406.62,49149.64,49342.74,7.41,364997.9668138915,49250.77,76.18,49179.25
2021-02-24 14:40:00,0.02,49335.8,49363.94,48757.78,48765.76,40.15,1966913.0193940685,48988.42,174.88,48824.86
2021-02-24 14:45:00,0.02,48766.66,49284.98,48730.24,49169.62,32.63,1600242.4920377366,49046.62,134.25,48954.8
2021-02-24 14:50:00,0.01,49165.74,49196.97,48918.92,49033.18,12.86,631191.6815716728,49063.6,53.66,49060.0
2021-02-24 14:55:00,0.01,49045.15,49465.79,49042.48,49424.75,12.98,638735.0903033266,49219.86,109.8,49299.0
2021-02-24 15:00:00,0.01,49435.86,49669.02,49368.55,49518.35,21.76,1077448.4413604338,49522.42,58.35,49596.99
2021-02-24 15:05:00,0.01,49526.51,49543.86,49199.63,49209.37,10.15,501875.1661316743,49431.91,79.34,49460.92
2021-02-24 15:10:00,0.01,49199.63,49199.63,48859.69,48962.32,8.08,396222.05352264096,49036.95,75.7,49056.9
2021-02-24 15:15:00,0.02,48942.51,49142.46,48676.35,48712.39,16.59,810402.1875590957,48858.11,88.38,48832.28
2021-02-24 15:20:00,0.02,48690.82,48887.47,48481.21,48887.47,17.22,836615.0947817861,48595.92,77.58,48588.37
2021-02-24 15:25:00,0.01,48803.57,49230.93,48803.57,49170.86,2.77,135819.58836080504,49060.97,100.48,49017.62
2021-02-24 15:30:00,0.01,49170.86,49395.35,49009.85,49325.71,9.21,453382.532272389,49246.22,99.8,49300.29
2021-02-24 15:35:00,0.01,49290.7,49632.09,49286.2,49477.75,6.6,326910.09121623356,49512.89,77.21,49500.0
2021-02-24 15:40:00,0.01,49430.91,49433.87,49176.15,49270.41,25.91,1278548.406586653,49337.48,71.2,49247.03
2021-02-24 15:45:00,0.01,49312.56,49725.48,49254.76,49547.57,9.88,488540.0301466477,49461.32,101.92,49522.61
2021-02-24 15:50:00,0.01,49586.5,49666.23,49546.32,49601.31,4.08,202164.6867794969,49592.91,31.91,49546.33
2021-02-24 15:55:00,0.01,49570.0,49890.38,49570.0,49869.66,9.54,474507.21699399914,49743.71,86.29,49630.22
2021-02-24 16:00:00,0.01,49898.58,50138.01,49805.06,49986.29,12.44,622263.879118772,50011.28,75.15,50099.27
2021-02-24 16:05:00,0.01,49947.62,50036.72,49786.53,49892.74,6.13,306199.4035742146,49917.92,65.48,49960.08
2021-02-24 16:10:00,0.01,49878.23,49935.19,49670.98,49782.65,9.33,464353.41168866085,49764.48,59.89,49924.68
2021-02-24 16:15:00,0.01,49795.14,49795.43,49581.13,49628.88,3.31,164567.23769618777,49674.03,48.76,49719.06
2021-02-24 16:20:00,0.01,49642.9,49798.19,49415.39,49564.25,6.1,302128.23393402266,49568.06,85.69,49550.96
2021-02-24 16:25:00,0.01,49588.71,49668.02,49464.1,49494.88,7.95,393996.91819986934,49528.42,54.61,49464.1
2021-02-24 16:30:00,0.01,49537.49,49808.62,49504.42,49705.77,5.51,273527.3435462514,49670.5,88.1,49626.4
2021-02-24 16:35:00,0.01,49711.98,49907.16,49674.85,49750.0,7.62,379238.3751224312,49793.93,42.99,49781.0
2021-02-24 16:40:00,0.0,49750.0,49751.49,49614.95,49676.93,3.65,181197.6318787898,49678.38,34.94,49622.86
2021-02-24 16:45:00,0.01,49642.57,49704.96,49544.38,49686.74,3.18,158048.29977731453,49650.23,34.74,49601.33
2021-02-24 16:50:00,0.01,49651.0,49830.61,49589.89,49593.07,5.14,255823.9824063248,49751.23,69.14,49650.53
2021-02-24 16:55:00,0.01,49584.23,49620.0,49306.35,49393.64,10.32,510197.63318247336,49456.29,78.2,49357.47
2021-02-24 17:00:00,0.01,49391.94,49668.22,49385.52,49657.68,6.98,345991.11025860114,49562.01,89.55,49545.52
2021-02-24 17:05:00,0.01,49647.79,50005.2,49598.32,49977.76,15.93,794155.207890764,49857.4,143.88,49969.87
2021-02-24 17:10:00,0.01,49936.48,50016.49,49782.6,49784.84,22.52,1121735.688117391,49816.51,72.76,49821.18
2021-02-24 17:15:00,0.01,49783.08,49940.32,49783.08,49896.1,17.64,879735.1018096379,49864.33,29.63,49857.93
2021-02-24 17:20:00,0.01,49888.8,49983.28,49857.42,49935.46,27.27,1360298.5524697527,49889.73,30.56,49857.48
2021-02-24 17:25:00,0.01,49935.46,49935.46,49733.79,49772.89,21.0,1046454.7989911349,49832.84,59.79,49935.46
2021-02-24 17:30:00,0.01,49771.38,49923.24,49647.68,49719.98,13.43,668354.0521757838,49748.42,55.39,49716.8
2021-02-24 17:35:00,0.01,49719.98,49877.48,49687.32,49814.15,15.71,782328.2806583649,49788.1,55.39,49755.39
2021-02-24 17:40:00,0.01,49814.15,49943.77,49758.52,49916.56,6.21,309641.23853719386,49893.52,45.7,49798.18
2021-02-24 17:45:00,0.01,49916.57,49935.9,49817.16,49831.57,12.35,616084.2181997634,49879.74,31.4,49913.74
2021-02-24 17:50:00,0.01,49840.49,49903.75,49831.57,49886.35,16.84,839441.8601714266,49856.48,12.38,49861.06
2021-02-24 17:55:00,0.01,49856.68,50126.6,49856.67,50095.84,10.75,537841.7961941191,50043.62,84.66,49967.56
2021-02-24 18:00:00,0.01,50122.58,50128.0,49991.53,50017.57,23.9,1196039.4664432774,50037.22,30.49,50083.29
2021-02-24 18:05:00,0.01,50017.57,50017.57,49750.01,49910.31,42.45,2115171.209593005,49825.38,76.77,49750.01
2021-02-24 18:10:00,0.01,49924.88,49949.56,49641.91,49684.2,15.44,768002.3029735106,49733.2,80.61,49812.45
