timestamp,Price [Md€],price_open,price_high,price_low,price_close,Amount [BTC],weighted_volume,krkn_vwap,sigma,krkn_vwmp (lower)
2021-02-24 18:25:00,0.01,49650.0,49729.5,49631.0,49680.0,17.28,858432.853055886,49679.03,24.94,49700.0
2021-02-24 18:30:00,0.01,49676.0,49900.0,49675.5,49900.0,24.16,1203925.14115441,49823.29,58.68,49891.2
2021-02-24 18:35:00,0.01,49900.0,49984.0,49899.9,49909.2,9.61,479660.525467241,49935.81,27.03,49946.2
2021-02-24 18:40:00,0.01,49901.0,49936.4,49853.8,49897.2,8.38,418050.020139545,49882.57,21.15,49900.9
2021-02-24 18:45:00,0.01,49897.2,49897.2,49777.5,49850.0,9.94,495353.563140371,49814.96,26.51,49807.1
2021-02-24 18:50:00,0.0,49849.9,49849.9,49678.8,49697.3,11.33,563168.6166321341,49725.96,49.63,49751.0
2021-02-24 18:55:00,0.01,49715.7,49737.9,49604.0,49611.1,8.74,433838.064571283,49632.13,37.0,49616.5
2021-02-24 19:00:00,0.01,49619.1,49712.6,49604.4,49623.0,15.07,748423.054154917,49663.89,34.09,49651.0
2021-02-24 19:05:00,0.01,49623.0,49623.0,49400.0,49400.0,13.3,658408.880853951,49498.64,68.35,49601.1
2021-02-24 19:10:00,0.01,49400.1,49650.0,49385.8,49385.8,18.03,891890.130305542,49456.79,76.53,49427.9
2021-02-24 19:15:00,0.01,49399.8,49522.6,49399.8,49503.4,15.7,777044.551876139,49481.6,31.77,49483.4
2021-02-24 19:20:00,0.01,49503.4,49563.0,49500.0,49525.2,16.47,815967.66891691,49529.82,17.41,49523.2
2021-02-24 19:25:00,0.01,49525.2,49560.0,49425.7,49456.4,7.96,393709.499791143,49487.85,48.31,49542.2
2021-02-24 19:30:00,0.01,49454.9,49456.9,49137.4,49204.9,17.53,863428.612355947,49258.98,78.16,49350.1
2021-02-24 19:35:00,0.02,49200.1,49210.5,48880.4,48908.0,47.35,2320531.396127634,49005.7,70.73,48977.3
2021-02-24 19:40:00,0.01,48928.2,49150.5,48928.2,49015.4,17.77,871459.8853505891,49041.48,50.64,49014.7
2021-02-24 19:45:00,0.01,49000.0,49202.8,48966.4,49025.5,12.91,633712.137591384,49093.58,66.86,48975.7
2021-02-24 19:50:00,0.01,49040.9,49147.5,48953.1,48953.1,24.79,1216577.0879807211,49072.96,59.76,49137.4
2021-02-24 19:55:00,0.01,48952.5,49067.4,48910.0,48980.4,24.26,1188558.21243857,48985.34,37.34,49025.3
2021-02-24 20:00:00,0.01,48980.4,49282.1,48910.0,49231.7,34.36,1685750.360206964,49060.23,108.68,49054.9
2021-02-24 20:05:00,0.01,49231.6,49237.2,49029.8,49053.3,13.87,681506.265656861,49117.59,68.58,49063.6
2021-02-24 20:10:00,0.0,49056.1,49236.8,49024.6,49196.4,7.05,346648.650754694,49165.76,52.98,49024.6
2021-02-24 20:15:00,0.0,49184.6,49184.6,48939.7,48941.1,2.97,145803.546248537,49032.34,56.09,49130.0
2021-02-24 20:20:00,0.01,48934.2,49027.8,48800.1,48829.5,21.55,1053642.564205614,48887.4,59.75,48810.7
2021-02-24 20:25:00,0.01,48821.7,48912.3,48770.1,48912.2,20.98,1024489.636110157,48822.26,44.04,48898.2
2021-02-24 20:30:00,0.02,48909.7,48912.2,48633.0,48750.1,39.02,1902605.875930522,48754.93,62.18,48909.7
2021-02-24 20:35:00,0.01,48750.1,48889.5,48618.5,48889.5,16.53,805873.357249387,48764.61,74.33,48869.5
2021-02-24 20:40:00,0.02,48891.5,49033.3,48701.6,48701.6,23.36,1142272.958183375,48890.0,97.85,48891.6
2021-02-24 20:45:00,0.01,48701.5,48899.0,48700.0,48864.1,11.75,573027.714950042,48761.99,57.97,48802.4
2021-02-24 20:50:00,0.01,48869.4,48995.7,48869.4,48983.7,12.91,631757.066811638,48928.05,38.03,48885.4
2021-02-24 20:55:00,0.02,48987.7,49247.4,48900.0,49167.4,101.81,4998858.605048891,49100.04,74.56,49073.0
2021-02-24 21:00:00,0.01,49156.5,49162.7,48950.4,48950.4,43.52,2136724.763849242,49092.01,50.65,49095.4
2021-02-24 21:05:00,0.01,48948.8,48991.6,48684.6,48731.4,34.72,1694249.7999934,48795.86,73.39,48738.7
2021-02-24 21:10:00,0.01,48729.1,48729.1,48531.5,48547.0,38.6,1875553.967420212,48587.71,38.83,48631.8
2021-02-24 21:15:00,0.03,48544.0,48640.6,48255.0,48255.1,90.87,4400702.776881486,48427.73,89.63,48500.0
2021-02-24 21:20:00,0.03,48255.4,48560.7,48159.5,48538.4,67.35,3252316.492378807,48288.06,96.38,48247.5
2021-02-24 21:25:00,0.02,48534.6,48534.6,48213.9,48224.7,45.72,2208344.565147295,48298.94,74.15,48222.0
2021-02-24 21:30:00,0.01,48207.9,48334.8,48202.1,48334.8,28.31,1366617.316218865,48281.09,33.46,48258.0
2021-02-24 21:35:00,0.01,48334.8,48546.1,48302.4,48415.7,24.4,1181424.519377171,48418.51,62.69,48352.1
2021-02-24 21:40:00,0.01,48414.4,48526.5,48387.0,48474.0,9.86,477873.848386935,48471.69,27.48,48451.0
2021-02-24 21:45:00,0.01,48463.1,48463.1,48230.1,48261.2,6.91,334185.551535637,48366.41,74.14,48400.0
2021-02-24 21:50:00,0.01,48261.0,48388.9,48153.8,48388.9,20.73,999799.382186199,48239.99,55.48,48234.2
2021-02-24 21:55:00,0.03,48334.5,48900.0,48320.9,48753.9,23.6,1149887.335396132,48716.71,116.94,48683.2
2021-02-24 22:00:00,0.01,48748.6,48748.6,48379.5,48439.6,15.28,742378.934028152,48580.08,101.15,48726.2
2021-02-24 22:05:00,0.01,48440.3,48527.9,48150.5,48154.9,14.47,698152.063894439,48232.24,108.08,48200.0
2021-02-24 22:10:00,0.02,48150.6,48391.2,48075.0,48177.4,41.17,1985155.901781764,48219.94,94.44,48380.9
2021-02-24 22:15:00,0.01,48175.0,48479.2,48175.0,48337.1,29.13,1410230.036527078,48414.87,87.03,48457.8
2021-02-24 22:20:00,0.01,48336.6,48485.4,48310.0,48474.4,7.28,352490.221899793,48388.16,46.49,48310.1
2021-02-24 22:25:00,0.01,48474.2,48700.0,48455.7,48699.7,5.67,275147.561693147,48561.33,84.16,48683.6
2021-02-24 22:30:00,0.01,48699.8,48927.0,48582.4,48900.0,18.43,899794.573684538,48812.47,98.98,48763.9
2021-02-24 22:35:00,0.01,48899.9,48997.1,48645.9,48700.2,17.79,869219.28269227,48861.44,107.79,48974.5
2021-02-24 22:40:00,0.01,48700.2,48814.3,48650.0,48650.0,10.42,507799.319611555,48732.77,40.94,48767.9
2021-02-24 22:45:00,0.01,48599.5,48768.1,48507.8,48724.6,14.12,687096.0647143,48672.24,64.57,48682.3
2021-02-24 22:50:00,0.01,48724.6,48856.7,48724.6,48831.7,10.6,517466.782035068,48806.56,35.09,48789.4
2021-02-24 22:55:00,0.01,48831.6,48962.1,48733.1,48886.5,12.43,607755.881701075,48883.81,51.59,48800.0
2021-02-24 23:00:00,0.02,48875.1,49299.2,48788.5,49200.4,40.58,1994092.841214583,49140.15,146.99,49240.0
2021-02-24 23:05:00,0.02,49200.0,49500.0,49185.5,49457.2,30.65,1514732.123335297,49420.93,71.61,49500.0
2021-02-24 23:10:00,0.01,49457.2,49457.2,49277.9,49370.0,36.15,1783545.9972205611,49331.51,37.84,49392.1
2021-02-24 23:15:00,0.01,49370.0,49370.0,49160.0,49214.3,33.0,1624226.651837458,49219.23,44.57,49178.2
2021-02-24 23:20:00,0.01,49201.2,49458.5,49201.2,49357.5,44.42,2190132.35329273,49305.32,71.68,49238.1
2021-02-24 23:25:00,0.01,49351.9,49463.4,49250.0,49330.8,10.24,505417.42259531503,49370.92,65.7,49399.5
2021-02-24 23:30:00,0.01,49366.8,49520.0,49356.3,49404.0,19.48,963469.617910038,49465.67,38.03,49477.3
2021-02-24 23:35:00,0.01,49384.1,49746.9,49374.2,49624.4,28.91,1434731.404816719,49624.36,78.87,49591.1
2021-02-24 23:40:00,0.0,49600.9,49641.6,49510.1,49605.0,9.41,466341.28744890203,49577.2,43.59,49510.1
2021-02-24 23:45:00,0.01,49604.9,49749.0,49562.5,49691.0,15.76,782463.613260801,49655.97,44.95,49610.0
2021-02-24 23:50:00,0.02,49690.8,49840.2,49535.4,49613.1,94.61,4703663.006039738,49715.77,66.32,49704.1
2021-02-24 23:55:00,0.01,49608.4,49740.0,49555.4,49727.7,7.22,358154.588249506,49635.1,52.84,49627.0
