timestamp,Price [Md€],price_open,price_high,price_low,price_close,Amount [BTC],weighted_volume,krkn_vwap,sigma,krkn_vwmp (lower)
2021-02-24 16:10:00,0.01,49891.4,49916.7,49657.2,49779.5,29.84,1484554.349259813,49745.33,58.04,49703.3
2021-02-24 16:15:00,0.01,49763.6,49767.4,49581.7,49606.4,14.03,696604.54962046,49668.2,39.75,49650.0
2021-02-24 16:20:00,0.01,49602.2,49825.8,49436.7,49547.4,20.55,1018435.674551867,49559.43,102.26,49451.2
2021-02-24 16:25:00,0.0,49556.2,49644.6,49507.1,49508.7,3.36,166624.754671259,49576.39,32.02,49595.8
2021-02-24 16:30:00,0.01,49529.2,49759.4,49513.3,49714.3,17.34,860376.5953028239,49616.38,62.83,49600.8
2021-02-24 16:35:00,0.01,49714.4,49897.8,49714.3,49795.8,19.26,959040.31630818,49801.01,42.11,49848.2
2021-02-24 16:40:00,0.0,49791.5,49791.5,49621.3,49653.2,4.74,235663.520682146,49670.07,37.59,49621.4
2021-02-24 16:45:00,0.01,49653.1,49677.8,49589.4,49668.9,9.05,448990.430369003,49636.6,23.23,49649.9
2021-02-24 16:50:00,0.01,49650.1,49828.4,49600.4,49600.4,17.67,878004.874387243,49680.31,60.84,49782.6
2021-02-24 16:55:00,0.01,49591.5,49616.2,49352.2,49400.0,22.3,1102294.672408093,49424.17,76.72,49352.4
2021-02-24 17:00:00,0.01,49400.0,49665.2,49400.0,49616.7,15.82,784064.174839448,49559.58,93.22,49632.1
2021-02-24 17:05:00,0.01,49655.6,50000.0,49571.3,49965.6,21.49,1069346.356150451,49765.13,133.7,49689.3
2021-02-24 17:10:00,0.01,49954.0,49982.2,49753.2,49793.0,27.58,1376792.847811045,49912.53,59.56,49779.4
2021-02-24 17:15:00,0.01,49810.1,49928.5,49810.1,49887.4,4.62,230499.918183536,49878.37,22.11,49864.7
2021-02-24 17:20:00,0.01,49871.5,49970.7,49852.5,49939.2,7.72,385349.010098797,49905.39,29.59,49891.4
2021-02-24 17:25:00,0.01,49903.9,49903.9,49724.0,49741.1,14.69,732009.079265172,49834.6,50.19,49803.6
2021-02-24 17:30:00,0.01,49741.1,49898.5,49640.8,49687.9,7.32,363759.383973943,49717.05,53.31,49700.5
2021-02-24 17:35:00,0.01,49695.7,49847.0,49679.7,49800.0,25.09,1247793.764918932,49728.73,43.76,49700.0
2021-02-24 17:40:00,0.01,49800.1,49900.0,49751.5,49888.9,14.82,738497.968365491,49835.25,44.64,49897.7
2021-02-24 17:45:00,0.0,49890.3,49900.0,49795.2,49795.2,8.73,435214.1174145,49833.05,34.31,49825.9
2021-02-24 17:50:00,0.0,49797.6,49845.5,49797.6,49839.2,4.1,204139.552690266,49807.76,16.51,49800.0
2021-02-24 17:55:00,0.01,49845.4,50060.0,49838.6,50060.0,58.4,2918712.989352663,49975.11,60.06,49995.0
2021-02-24 18:00:00,0.01,50075.0,50100.0,50000.0,50008.3,31.87,1594326.5966991968,50029.63,30.52,50000.0
2021-02-24 18:05:00,0.01,50000.0,50000.1,49731.3,49880.2,22.79,1137177.311029484,49900.46,69.52,49909.4
2021-02-24 18:10:00,0.01,49885.3,49921.6,49663.4,49698.6,6.04,300631.53003157,49733.09,65.01,49683.2
2021-02-24 18:15:00,0.01,49690.5,49827.2,49591.5,49603.5,10.57,525087.725370193,49679.48,73.86,49700.0
2021-02-24 18:20:00,0.01,49603.3,49650.0,49551.0,49650.0,18.1,897289.7212075631,49584.55,17.92,49600.0
