timestamp,Price [Md€],price_open,price_high,price_low,price_close,Amount [BTC],weighted_volume,btrx_vwap,sigma,btrx_vwmp (lower)
2021-02-24 04:55:00,0.01,50941.981,50960.267,50657.291,50662.379,5.01,254444.78322086975,50834.49,54.01,50814.87
2021-02-24 05:00:00,0.01,50676.453,50956.67,50676.453,50920.03,3.72,188858.2846839606,50834.96,47.85,50800.0
2021-02-24 05:05:00,0.0,50927.69,51030.517,50927.69,51000.0,2.56,130566.6321707862,50971.6,31.23,50978.37
2021-02-24 05:10:00,0.01,51000.0,51000.0,50715.78,50736.626,5.75,292623.31941080815,50848.06,90.41,50838.2
2021-02-24 05:15:00,0.01,50706.049,50706.049,50266.74,50275.751,4.92,248166.40941561642,50467.08,110.31,50500.81
2021-02-24 05:20:00,0.01,50275.751,50427.587,50000.0,50148.72,4.69,235421.44699754866,50162.55,125.82,50000.12
2021-02-24 05:25:00,0.0,50159.719,50406.684,50065.875,50406.684,1.54,77126.59336799935,50214.36,65.09,50217.66
2021-02-24 05:30:00,0.0,50416.47,50416.47,50258.097,50314.052,1.5,75302.56705023778,50307.25,33.3,50282.64
2021-02-24 05:35:00,0.0,50311.222,50542.146,50271.405,50505.12,1.2,60556.79452300045,50449.13,75.24,50426.44
2021-02-24 05:40:00,0.0,50509.338,50547.73,50336.92,50400.3,2.18,109848.97146259029,50461.76,61.14,50385.32
2021-02-24 05:45:00,0.0,50429.08,50543.619,50302.963,50324.727,1.21,61127.219678480935,50426.24,74.02,50339.3
2021-02-24 05:50:00,0.0,50294.072,50494.826,50291.02,50412.414,0.85,42883.81850793153,50387.56,63.97,50427.41
2021-02-24 05:55:00,0.0,50392.68,50457.959,50240.6,50244.01,2.76,139128.61375521802,50346.25,60.1,50392.07
2021-02-24 06:00:00,0.01,50226.75,50580.798,50225.19,50554.119,4.46,224792.94263419206,50405.44,106.63,50444.07
2021-02-24 06:05:00,0.01,50528.508,50709.49,50455.204,50501.09,3.1,156896.7331860872,50579.13,61.17,50518.62
2021-02-24 06:10:00,0.01,50518.997,50561.348,49624.92,49755.99,7.49,373925.4205128579,49941.77,267.22,49800.0
2021-02-24 06:15:00,0.01,49708.588,49918.671,49504.22,49713.24,5.21,258975.39657177427,49713.18,106.9,49644.68
2021-02-24 06:20:00,0.01,49676.055,50157.63,49593.433,50102.844,2.68,133287.74050549773,49821.87,193.7,49608.32
2021-02-24 06:25:00,0.0,50077.454,50097.1,49653.23,49653.234,2.72,135677.40052177367,49839.91,138.54,49950.95
2021-02-24 06:30:00,0.0,49630.54,49935.45,49630.54,49830.99,1.85,92108.77433612425,49741.45,75.85,49655.89
2021-02-24 06:35:00,0.0,49807.22,49885.84,49640.53,49873.569,0.53,26605.2447678083,49754.73,65.6,49744.21
2021-02-24 06:40:00,0.0,49870.863,49993.11,49755.512,49986.449,1.65,82490.23091930516,49897.56,58.25,49956.63
2021-02-24 06:45:00,0.01,50039.88,50400.0,50028.85,50233.939,2.86,144081.8223951031,50305.66,107.74,50377.8
2021-02-24 06:50:00,0.01,50189.67,50189.67,49950.488,49983.609,3.55,177736.3981461432,50091.68,75.5,50150.0
2021-02-24 06:55:00,0.0,49957.937,50144.01,49957.937,50119.51,2.17,108490.69919426223,50050.31,48.57,49992.84
2021-02-24 07:00:00,0.0,50114.94,50173.291,49959.89,50038.657,0.79,39756.16959034357,50053.22,51.04,50018.08
2021-02-24 07:05:00,0.0,50039.887,50117.45,49745.77,49862.19,1.28,63985.48200340454,49950.49,105.96,49859.53
2021-02-24 07:10:00,0.0,49818.542,49864.33,49551.014,49587.97,1.84,91482.92635539571,49639.32,94.46,49587.75
2021-02-24 07:15:00,0.0,49587.64,49831.43,49586.01,49718.12,0.43,21400.412957075332,49696.47,80.96,49589.21
2021-02-24 07:20:00,0.0,49710.757,50019.549,49710.757,49970.96,2.25,112579.96412878759,49984.37,71.59,50019.55
2021-02-24 07:25:00,0.0,49970.959,49974.273,49640.01,49693.539,1.93,96063.47908290017,49890.68,97.62,49916.12
2021-02-24 07:30:00,0.0,49717.745,50025.169,49717.745,49985.67,1.37,68559.33790981106,49920.05,74.24,49926.77
2021-02-24 07:35:00,0.0,49976.871,50204.554,49936.634,50167.68,1.86,93180.49199509025,50072.14,84.74,50071.86
2021-02-24 07:40:00,0.0,50129.95,50178.14,50051.925,50117.789,0.68,33871.77860926317,50094.87,34.54,50060.84
2021-02-24 07:45:00,0.0,50096.439,50252.108,50014.839,50219.751,0.95,47790.25723210557,50186.48,75.79,50239.03
2021-02-24 07:50:00,0.01,50250.0,50346.99,50103.809,50161.649,4.44,222990.80628760683,50242.19,50.65,50250.0
2021-02-24 07:55:00,0.0,50152.85,50227.809,50098.382,50105.15,2.1,105139.12529004543,50180.36,38.02,50156.82
2021-02-24 08:00:00,0.01,50105.15,50225.0,49840.0,50225.0,4.11,205283.9026582197,50005.18,100.72,50111.51
2021-02-24 08:05:00,0.01,50225.0,50499.614,50155.578,50477.46,3.41,171637.95183036584,50332.86,93.66,50461.4
2021-02-24 08:10:00,0.01,50473.239,50521.574,50348.673,50506.02,0.86,43239.74620628078,50427.36,35.67,50390.7
2021-02-24 08:15:00,0.01,50535.426,50921.529,50535.426,50790.412,5.11,259591.70464710836,50787.79,100.96,50850.0
2021-02-24 08:20:00,0.01,50788.69,50788.69,50609.931,50722.759,2.67,135217.5796015872,50710.6,44.3,50703.59
2021-02-24 08:25:00,0.0,50638.565,50761.09,50574.26,50653.686,1.67,84345.24993752658,50652.27,44.58,50638.56
2021-02-24 08:30:00,0.01,50686.149,50902.55,50685.22,50733.865,4.93,250548.63210267512,50803.78,51.67,50735.93
2021-02-24 08:35:00,0.01,50739.084,50834.73,50686.77,50694.68,4.59,232914.6295004389,50750.94,35.1,50700.81
2021-02-24 08:40:00,0.0,50759.53,50759.53,50429.917,50505.436,1.92,97382.28302004853,50596.24,85.88,50681.44
2021-02-24 08:45:00,0.0,50471.627,50544.851,50346.138,50500.17,1.48,74519.16054845983,50470.52,53.57,50506.36
2021-02-24 08:50:00,0.0,50525.541,50718.636,50513.982,50677.48,2.55,129008.96974829411,50617.66,61.88,50571.46
2021-02-24 08:55:00,0.0,50663.501,50759.361,50649.627,50679.16,1.51,76760.31325208847,50712.31,34.37,50670.08
2021-02-24 09:00:00,0.0,50699.12,50715.04,50476.084,50486.29,1.99,100749.49324919046,50578.03,72.87,50708.79
2021-02-24 09:05:00,0.01,50486.29,50616.17,50455.19,50464.779,3.17,160374.52301216777,50517.71,40.89,50485.63
2021-02-24 09:10:00,0.0,50490.978,50600.987,50356.99,50600.987,2.04,102816.11469938868,50464.0,58.53,50367.04
2021-02-24 09:15:00,0.01,50612.86,51000.0,50612.86,50915.449,4.48,228089.3382136778,50860.4,119.93,50862.6
2021-02-24 09:20:00,0.01,50935.92,51000.98,50784.231,50813.165,2.92,148911.74827723653,50910.46,45.24,50945.52
2021-02-24 09:25:00,0.0,50792.198,50882.561,50734.766,50805.27,1.47,74687.29781328091,50816.61,27.43,50792.98
2021-02-24 09:30:00,0.01,50805.27,51022.59,50805.27,50881.301,2.52,128464.0297374513,50950.55,48.84,51008.86
2021-02-24 09:35:00,0.01,50868.97,51237.741,50840.198,51237.741,3.21,164005.3761921026,51066.9,106.25,51223.6
2021-02-24 09:40:00,0.01,51243.587,51408.635,51163.021,51332.76,4.34,222286.42450792767,51273.94,65.09,51186.05
2021-02-24 09:45:00,0.01,51332.76,51387.961,51058.858,51058.858,5.79,296736.1807454986,51264.16,74.11,51114.57
2021-02-24 09:50:00,0.0,51031.06,51124.809,50962.021,50980.89,1.84,93781.55322467224,51000.01,32.08,50991.0
2021-02-24 09:55:00,0.0,50999.736,51014.999,50946.6,50980.189,1.32,67530.84935660507,50979.16,15.85,50955.97
2021-02-24 10:00:00,0.0,50981.64,51088.359,50960.0,50967.979,2.04,104001.36969895184,50993.12,34.32,50962.64
2021-02-24 10:05:00,0.01,50966.381,51057.248,50820.0,51027.437,3.19,162364.0053313961,50967.67,58.43,50964.17
2021-02-24 10:10:00,0.01,51028.288,51028.288,50667.37,50721.145,4.2,213390.82796572166,50860.52,107.71,50965.89
2021-02-24 10:15:00,0.01,50714.107,50714.107,50433.4,50618.161,2.64,133627.35469175052,50565.31,68.68,50540.4
2021-02-24 10:20:00,0.0,50550.459,50699.0,50273.427,50301.566,2.03,102581.67014328534,50448.65,114.72,50587.74
2021-02-24 10:25:00,0.0,50288.053,50575.29,50232.81,50488.789,0.68,34181.92717321181,50424.37,106.85,50562.39
2021-02-24 10:30:00,0.0,50487.459,50659.15,50481.86,50545.482,0.49,24793.31758891622,50597.05,43.53,50627.79
2021-02-24 10:35:00,0.0,50557.06,50557.06,50304.577,50377.946,0.87,43706.16984736097,50393.09,58.02,50427.19
2021-02-24 10:40:00,0.0,50379.487,50601.781,50379.487,50573.43,0.49,24653.41072416604,50469.5,58.98,50574.06
2021-02-24 10:45:00,0.0,50599.181,50621.66,50531.44,50575.797,0.5,25253.33176740534,50567.86,27.89,50569.06
2021-02-24 10:50:00,0.0,50571.078,50611.457,50359.957,50388.377,0.86,43601.85344871986,50477.15,75.02,50520.44
2021-02-24 10:55:00,0.0,50378.711,50454.861,50142.85,50159.45,2.42,121795.01994144877,50250.83,93.19,50228.19
2021-02-24 11:00:00,0.0,50128.489,50513.869,50128.489,50444.306,1.23,61907.40605560083,50377.95,110.84,50504.17
2021-02-24 11:05:00,0.0,50450.978,50648.167,50450.977,50542.348,0.69,34808.04137690492,50566.61,41.61,50562.96
2021-02-24 11:10:00,0.0,50593.676,50628.01,50422.16,50439.634,0.4,20219.53477178046,50580.91,50.3,50600.15
2021-02-24 11:15:00,0.0,50431.904,50500.761,50305.917,50347.44,0.8,40341.99407870107,50379.44,56.29,50305.92
2021-02-24 11:20:00,0.0,50364.95,50870.539,50364.94,50870.539,2.35,118789.45163971715,50622.67,193.14,50856.77
2021-02-24 11:25:00,0.01,50860.758,50914.526,50729.5,50781.336,2.43,123565.4022224572,50815.91,30.7,50822.3
2021-02-24 11:30:00,0.01,50781.336,50860.69,50673.11,50705.027,1.98,100660.20674201747,50759.61,45.97,50787.29
2021-02-24 11:35:00,0.0,50704.593,50790.249,50646.699,50650.207,1.88,95562.83839752756,50719.43,34.48,50681.17
2021-02-24 11:40:00,0.0,50626.38,50715.528,50413.98,50423.728,1.18,59719.36566377669,50566.61,83.9,50580.99
2021-02-24 11:45:00,0.0,50452.785,50508.96,50327.446,50381.24,0.81,40649.77494355024,50394.8,49.53,50394.0
2021-02-24 11:50:00,0.0,50405.72,50405.72,50266.467,50307.922,4.0,201480.21423684573,50346.91,33.41,50385.44
2021-02-24 11:55:00,0.0,50374.259,50401.6,50317.731,50401.6,1.0,50301.8264998086,50360.61,20.4,50325.79
2021-02-24 12:00:00,0.0,50397.3,50641.43,50397.3,50641.43,1.06,53503.41021059366,50564.14,67.55,50600.56
2021-02-24 12:05:00,0.0,50599.297,50773.105,50510.113,50531.39,1.7,86129.6806974671,50658.99,74.37,50724.91
2021-02-24 12:10:00,0.01,50550.0,50837.396,50391.132,50837.396,3.03,153334.11606679362,50599.23,102.12,50598.09
2021-02-24 12:15:00,0.0,50804.577,50940.74,50764.563,50776.5,2.1,106709.51069399333,50855.37,46.79,50891.54
2021-02-24 12:20:00,0.01,50790.07,51200.0,50790.07,51139.7,2.61,133175.70257741286,51080.95,75.88,50996.4
2021-02-24 12:25:00,0.01,51129.111,51200.0,50986.434,51157.911,1.47,75020.72059620683,51086.32,65.73,51128.11
2021-02-24 12:30:00,0.0,51154.239,51250.0,51089.171,51237.74,1.64,83711.14539184791,51186.33,42.89,51237.74
2021-02-24 12:35:00,0.0,51254.727,51300.0,51100.0,51186.95,1.44,73528.59528817965,51179.51,54.54,51161.89
2021-02-24 12:40:00,0.0,51124.79,51199.451,50944.063,50956.157,2.73,139390.48615586126,51050.42,77.04,51151.86
2021-02-24 12:45:00,0.0,50940.23,51101.04,50940.001,51045.791,1.25,63822.822746543556,51001.84,49.18,50983.49
2021-02-24 12:50:00,0.0,51064.311,51064.311,50856.78,50875.836,1.79,91418.61147968355,50945.15,66.44,50865.18
2021-02-24 12:55:00,0.01,50887.675,50911.659,50678.579,50774.399,2.8,142261.84125990697,50799.44,70.29,50905.28
2021-02-24 13:00:00,0.01,50761.77,51089.154,50761.23,50970.49,2.34,119237.30032957443,50956.58,97.88,50947.28
2021-02-24 13:05:00,0.01,50937.813,50952.361,50526.178,50575.918,3.92,198542.54412778167,50653.41,105.65,50663.91
2021-02-24 13:10:00,0.01,50595.561,50745.851,50442.329,50491.759,3.25,164273.68491807228,50531.75,69.33,50478.64
2021-02-24 13:15:00,0.02,50423.729,50423.729,49675.55,49684.376,21.91,1092523.1263001438,49858.44,183.54,50000.0
2021-02-24 13:20:00,0.01,49684.376,50000.0,49520.0,49846.906,9.12,453158.41325335857,49711.11,120.5,49600.0
2021-02-24 13:25:00,0.01,49876.448,49984.51,49660.0,49660.001,5.09,253562.16869419228,49793.45,121.04,49949.92
2021-02-24 13:30:00,0.01,49660.001,49817.68,49093.667,49242.901,8.11,400175.53610469506,49371.18,164.21,49343.48
2021-02-24 13:35:00,0.01,49164.282,49580.254,49164.282,49295.59,3.6,177440.9334410281,49355.97,100.95,49242.9
2021-02-24 13:40:00,0.0,49297.639,49561.523,49294.65,49508.795,1.69,83499.48226115134,49459.56,66.17,49428.97
2021-02-24 13:45:00,0.0,49490.233,49878.08,49344.08,49727.98,1.25,62020.26228085029,49715.27,165.29,49344.08
2021-02-24 13:50:00,0.0,49759.98,49777.779,49550.363,49675.51,1.41,70142.00830947013,49713.02,76.72,49770.46
2021-02-24 13:55:00,0.0,49662.662,49662.662,49410.014,49514.992,1.67,82621.41683039135,49515.76,57.31,49460.57
2021-02-24 14:00:00,0.01,49511.505,49804.57,49511.505,49785.927,4.0,198769.56561235082,49692.79,66.39,49746.38
2021-02-24 14:05:00,0.01,49796.76,49796.76,49317.7,49340.398,2.6,128595.94956761194,49510.84,141.58,49348.54
2021-02-24 14:10:00,0.01,49358.52,49476.099,49187.039,49443.24,4.97,244822.700406287,49295.87,66.53,49404.81
2021-02-24 14:15:00,0.0,49447.14,49677.08,49351.159,49677.06,1.18,58490.6896189767,49465.25,92.04,49517.86
2021-02-24 14:20:00,0.0,49670.309,49670.309,49442.026,49442.026,1.15,56856.80443525483,49560.55,51.15,49515.51
2021-02-24 14:25:00,0.0,49453.3,49545.397,49381.063,49483.987,0.76,37790.838176843696,49501.5,44.65,49489.07
2021-02-24 14:30:00,0.0,49529.673,49713.864,49411.057,49425.52,3.47,171965.77124209178,49556.55,79.15,49713.86
2021-02-24 14:35:00,0.0,49418.611,49432.498,49150.35,49341.498,1.54,75769.09261129715,49245.2,83.0,49263.38
2021-02-24 14:40:00,0.01,49409.878,49409.878,48767.13,48805.0,6.36,312263.5925959655,49094.31,168.78,49272.62
2021-02-24 14:45:00,0.01,48807.163,49250.0,48804.227,49203.95,5.02,246314.2808686105,49069.96,114.89,49023.28
2021-02-24 14:50:00,0.01,49193.467,49193.467,48954.312,49073.51,2.71,133186.61032682977,49083.6,74.53,49111.39
2021-02-24 14:55:00,0.0,49102.057,49473.15,49101.049,49473.137,2.25,111077.8445926385,49267.81,106.73,49174.04
2021-02-24 15:00:00,0.0,49445.43,49670.727,49403.56,49541.636,2.98,147787.2910178109,49592.02,78.46,49660.0
2021-02-24 15:05:00,0.0,49542.06,49542.06,49212.329,49244.601,1.01,49743.60357818928,49430.72,95.12,49244.6
2021-02-24 15:10:00,0.01,49221.136,49221.136,48901.0,48946.319,3.29,161451.81960355537,49009.28,78.8,49026.07
2021-02-24 15:15:00,0.01,48932.792,49124.402,48728.815,48783.261,3.46,169402.7364104117,48955.08,96.07,48988.05
2021-02-24 15:20:00,0.01,48763.864,48859.871,48518.63,48859.87,3.23,157431.76774637244,48667.33,74.14,48579.0
2021-02-24 15:25:00,0.0,48892.359,49252.929,48892.359,49199.9,2.51,123310.16893696116,49125.27,95.15,49141.9
2021-02-24 15:30:00,0.0,49180.0,49377.49,49056.206,49340.86,1.59,78429.63089424217,49238.23,99.58,49369.83
2021-02-24 15:35:00,0.0,49339.471,49577.914,49339.471,49439.91,1.69,83611.7530774633,49545.47,62.64,49570.58
2021-02-24 15:40:00,0.0,49400.01,49423.415,49199.478,49275.42,11.21,552849.729674868,49318.47,60.27,49219.06
2021-02-24 15:45:00,0.0,49463.33,49703.22,49463.33,49517.137,2.41,119645.06034833156,49594.13,65.25,49588.13
2021-02-24 15:50:00,0.0,49592.086,49645.24,49558.6,49612.03,1.51,74676.85686176381,49595.58,22.03,49596.79
2021-02-24 15:55:00,0.0,49609.018,49877.059,49604.26,49877.058,2.38,118764.22588427475,49816.89,85.21,49877.06
2021-02-24 16:00:00,0.01,49860.121,50149.734,49844.521,49974.54,8.15,407730.3234214347,50038.7,67.99,50032.69
2021-02-24 16:05:00,0.0,49956.61,49999.0,49833.163,49908.565,1.91,95121.09916606924,49925.92,55.42,49950.73
2021-02-24 16:10:00,0.0,49921.32,49929.828,49696.307,49763.285,1.98,98730.3366447281,49778.38,53.78,49773.48
2021-02-24 16:15:00,0.0,49772.59,49849.019,49606.79,49606.79,3.45,171608.55609711568,49746.0,58.48,49636.02
2021-02-24 16:20:00,0.0,49613.04,49841.481,49468.013,49551.43,1.19,59312.96512832479,49641.35,99.08,49841.48
2021-02-24 16:25:00,0.0,49567.69,49679.999,49503.69,49527.94,2.34,115877.56373563319,49591.48,44.81,49567.66
2021-02-24 16:30:00,0.0,49518.658,49821.319,49518.658,49698.03,1.13,56132.88305879178,49653.19,79.87,49733.75
2021-02-24 16:35:00,0.0,49701.35,49860.092,49701.345,49800.83,1.93,95969.40155795164,49803.59,42.53,49789.77
2021-02-24 16:40:00,0.0,49781.71,49781.71,49606.628,49653.434,2.67,132765.11550301744,49700.04,44.36,49750.0
2021-02-24 16:45:00,0.0,49591.422,49678.406,49578.81,49677.86,0.96,47649.31315934485,49622.04,25.9,49600.55
2021-02-24 16:50:00,0.0,49673.22,49820.939,49592.567,49614.22,2.47,122850.99601552042,49703.17,61.52,49680.0
2021-02-24 16:55:00,0.0,49589.96,49612.933,49360.01,49360.01,0.93,45819.24685976316,49508.39,75.71,49360.01
2021-02-24 17:00:00,0.0,49435.14,49662.179,49380.08,49651.278,1.35,66868.05455637905,49503.68,93.21,49510.58
2021-02-24 17:05:00,0.0,49670.729,49999.999,49588.791,49990.0,2.43,120734.33014478532,49775.31,131.12,49789.0
2021-02-24 17:10:00,0.0,49972.621,49982.768,49791.353,49791.353,0.76,37874.65642999715,49915.55,51.51,49946.43
2021-02-24 17:15:00,0.0,49823.665,49911.163,49822.63,49883.52,0.87,43441.94555497592,49881.28,22.35,49853.08
2021-02-24 17:20:00,0.0,49883.52,49964.162,49842.742,49916.518,1.08,53714.29234210988,49904.52,32.82,49851.46
2021-02-24 17:25:00,0.0,49892.467,49897.35,49723.13,49740.236,1.59,79102.85050431524,49802.22,44.51,49759.77
2021-02-24 17:30:00,0.0,49759.471,49883.93,49658.834,49684.83,2.81,139666.9724512664,49741.0,67.34,49783.17
2021-02-24 17:35:00,0.0,49709.177,49800.0,49692.911,49800.0,4.4,219021.61431220622,49781.8,39.52,49770.78
2021-02-24 17:40:00,0.0,49746.171,49926.72,49746.171,49905.542,0.47,23193.800745371642,49864.94,48.08,49876.68
2021-02-24 17:45:00,0.0,49905.99,49910.9,49800.0,49800.001,0.76,37753.0023269355,49857.81,26.98,49863.44
2021-02-24 17:50:00,0.0,49814.143,49882.922,49800.0,49865.753,0.66,33114.84477642171,49861.41,25.12,49846.59
2021-02-24 17:55:00,0.0,49843.433,50063.895,49843.433,50050.175,0.48,24164.19516244539,49957.53,61.09,49908.27
2021-02-24 18:00:00,0.0,50071.68,50071.68,49965.314,50023.296,1.45,72391.40214376568,50011.77,22.76,50020.9
2021-02-24 18:05:00,0.0,49971.343,49971.343,49751.871,49889.303,5.27,262870.9856391592,49847.24,51.9,49842.48
2021-02-24 18:10:00,0.0,49929.292,49931.149,49677.45,49701.65,1.43,70962.74665155793,49733.39,77.21,49701.65
2021-02-24 18:15:00,0.0,49715.561,49808.081,49605.114,49610.309,2.57,127780.27391692743,49728.98,67.96,49608.15
