timestamp,Price [Md€],price_open,price_high,price_low,price_close,Amount [BTC],weighted_volume,bfnx_vwap,sigma,bfnx_vwmp (lower)
2021-02-24 17:55:00,0.06,49819.0,50081.0,49811.0,50081.0,43.94,2198156.335607795,50022.79,70.76,50033.0
2021-02-24 18:00:00,0.02,50081.0,50089.0,49931.0730084,49989.0,20.08,1004445.9460904903,50030.64,40.38,49973.0
2021-02-24 18:05:00,0.04,49988.0,49988.0,49711.0,49859.0,12.38,616794.2867236453,49806.13,59.79,49880.0
2021-02-24 18:10:00,0.04,49876.0,49915.0,49625.0,49679.0,12.7,631307.7541099747,49722.63,78.26,49650.0
2021-02-24 18:15:00,0.04,49680.0,49808.4570885,49600.0,49600.0,8.98,445775.4224526063,49666.93,56.47,49729.0
2021-02-24 18:20:00,0.02,49600.0,49667.0,49555.0,49655.0,8.71,431612.8941040471,49574.22,27.27,49557.89
2021-02-24 18:25:00,0.01,49647.0,49720.0,49636.518783,49678.0,2.0,99290.99326627715,49693.69,22.06,49712.0
2021-02-24 18:30:00,0.04,49677.0,49936.0,49651.0,49930.0,5.49,273442.991342531,49771.38,76.43,49860.0
2021-02-24 18:35:00,0.02,49932.0,49989.0,49884.31634787,49898.0,3.89,194069.96662488108,49925.31,28.53,49923.0
2021-02-24 18:40:00,0.01,49909.0,49933.3139248,49835.0,49879.917408,5.84,291388.13524422544,49905.58,24.49,49879.0
2021-02-24 18:45:00,0.02,49870.0,49875.197328,49748.0,49845.0,7.06,351487.12140844733,49793.45,30.77,49790.15
2021-02-24 18:50:00,0.03,49845.0,49845.0,49661.0,49689.0,7.86,390701.8223018823,49735.09,41.56,49773.0
2021-02-24 18:55:00,0.02,49704.0,49728.0,49588.0,49600.0,6.37,316205.5316937246,49613.99,35.53,49614.0
2021-02-24 19:00:00,0.02,49609.0,49724.0,49599.0,49626.0,8.62,427812.35364424286,49652.58,35.57,49655.0
2021-02-24 19:05:00,0.08,49625.82603,49625.82603,49390.0,49398.0,52.98,2622820.6444135555,49502.38,63.34,49456.0
2021-02-24 19:10:00,0.05,49398.0,49682.7277179,49372.0,49380.0,23.43,1159077.451141552,49478.23,88.44,49465.0
2021-02-24 19:15:00,0.02,49380.0,49514.0,49380.0,49504.0,2.42,119847.23972636614,49471.06,31.09,49479.57
2021-02-24 19:20:00,0.01,49511.0,49579.04307528,49488.0,49516.0,2.76,136708.48027729028,49541.36,27.08,49578.0
2021-02-24 19:25:00,0.02,49517.0,49530.0,49415.54492467,49416.65190993,7.45,368570.3659927925,49497.24,35.96,49529.0
2021-02-24 19:30:00,0.09,49437.301397,49437.301397,49147.0,49208.0,30.32,1494416.2853530685,49294.16,81.18,49410.0
2021-02-24 19:35:00,0.1,49209.0,49209.0,48804.0,48903.0,67.27,3296173.6947921664,48997.98,103.07,48848.0
2021-02-24 19:40:00,0.04,48918.34570218,49155.0,48904.0,49028.0669759,28.1,1378443.5186922455,49050.83,51.15,49076.0
2021-02-24 19:45:00,0.04,49028.0,49217.0,48965.0,49022.0,29.55,1450279.9327418339,49074.14,64.37,49115.0
2021-02-24 19:50:00,0.03,49029.817775,49167.0,48964.0,48969.0,13.58,665916.1730124864,49034.76,46.02,49040.0
2021-02-24 19:55:00,0.03,48969.03160758,49085.6418927,48900.0,48998.0,24.12,1181453.5488511682,48991.01,46.04,48926.0
2021-02-24 20:00:00,0.06,48997.0,49272.0,48865.0,49226.0,52.86,2593026.2686818424,49051.33,140.41,49217.0
2021-02-24 20:05:00,0.01,49204.0,49222.0,49040.0,49040.0,6.98,343059.96550740284,49163.66,52.46,49150.0
2021-02-24 20:10:00,0.03,49040.0,49225.0,48996.18788,49190.0,7.95,390663.5441103246,49127.99,70.72,49099.0
2021-02-24 20:15:00,0.04,49186.42597908,49191.0,48937.0,48937.0,5.32,261264.9741280726,49073.7,56.89,49087.0
2021-02-24 20:20:00,0.06,48946.0,49000.0,48772.0,48807.0,25.9,1266836.7315004838,48907.28,52.47,48901.0
2021-02-24 20:25:00,0.03,48808.0,48904.0,48755.0,48887.0,23.6,1151716.0821249094,48798.06,41.01,48780.0
2021-02-24 20:30:00,0.07,48884.0,48884.0,48569.0,48700.0,51.57,2510411.722761216,48681.67,68.04,48758.0
2021-02-24 20:35:00,0.05,48700.0,48867.0,48618.83842,48863.0,14.81,722199.849369278,48750.69,70.21,48830.0
2021-02-24 20:40:00,0.05,48865.0,49003.0,48663.84692749,48665.0,23.1,1128764.1672632496,48871.46,115.52,48985.0
2021-02-24 20:45:00,0.02,48662.0,48880.0,48649.0,48850.0,11.41,556486.1692187091,48758.97,73.68,48666.0
2021-02-24 20:50:00,0.04,48850.60259415,48998.0,48836.0,48960.0,18.73,916726.7876402444,48943.01,43.75,48990.0
2021-02-24 20:55:00,0.08,48961.0,49254.0,48916.0,49157.0,18.53,909715.8159000736,49089.27,79.8,49013.0
2021-02-24 21:00:00,0.03,49133.0,49171.93856939,48936.0,48939.0,8.26,405302.8539836464,49083.55,66.66,49164.0
2021-02-24 21:05:00,0.05,48955.35271,48978.0,48656.0,48740.0,31.23,1522843.9790354748,48768.74,67.95,48840.0
2021-02-24 21:10:00,0.05,48711.0,48731.2514492,48512.0,48531.0,15.28,742359.9369501917,48578.63,52.64,48655.0
2021-02-24 21:15:00,0.12,48527.0,48644.0,48220.0,48244.0,122.3,5920858.896664576,48412.63,99.73,48260.0
2021-02-24 21:20:00,0.05,48260.0,48536.0,48190.0,48518.0,61.07,2949316.0939945,48295.83,105.96,48360.0
2021-02-24 21:25:00,0.06,48499.3578,48513.0,48159.0,48185.0,23.96,1156466.1683130362,48267.11,72.61,48242.0
2021-02-24 21:30:00,0.02,48185.0,48352.0,48180.0,48315.0,12.33,595378.2718870192,48280.38,43.1,48339.0
2021-02-24 21:35:00,0.03,48352.0,48553.0,48314.0,48434.0,9.02,436926.63201244286,48429.03,64.26,48413.0
2021-02-24 21:40:00,0.02,48430.0,48521.0,48396.51787147,48497.0,20.15,976471.0424953025,48459.83,29.31,48464.0
2021-02-24 21:45:00,0.04,48497.0,48497.0,48220.0,48283.0,14.9,719944.6938015376,48315.9,62.21,48268.0
2021-02-24 21:50:00,0.03,48289.0,48389.0,48155.0,48386.5276596,18.21,878231.2966527855,48230.13,60.97,48210.0
2021-02-24 21:55:00,0.1,48377.0,48917.0,48321.0,48787.0,25.34,1233528.699206116,48687.26,138.84,48867.0
2021-02-24 22:00:00,0.03,48749.119626,48749.119626,48362.99037512,48449.0,8.9,431913.34744283184,48520.96,88.16,48393.42
2021-02-24 22:05:00,0.05,48466.0,48529.0,48155.0,48155.0,14.25,687694.4213260869,48262.08,93.4,48155.0
2021-02-24 22:10:00,0.07,48155.0,48389.0,48050.0,48185.0,83.89,4038969.0989006176,48148.59,88.07,48108.0
2021-02-24 22:15:00,0.02,48185.0,48468.0,48170.0,48326.8707948,6.02,291168.96496254526,48386.39,69.1,48377.0
2021-02-24 22:20:00,0.01,48303.0,48460.0,48269.0,48459.0,10.68,515966.6758952075,48313.03,65.44,48410.49
2021-02-24 22:25:00,0.05,48460.0,48713.0,48457.87099641,48710.0,5.17,250909.98955903732,48547.39,73.68,48460.0
2021-02-24 22:30:00,0.08,48711.0,48900.91853298,48600.0,48900.0,18.22,888488.592417157,48777.32,75.85,48827.59
2021-02-24 22:35:00,0.04,48900.0,48964.0,48627.0,48703.0,22.02,1074592.9575726578,48810.21,92.2,48857.0
2021-02-24 22:40:00,0.02,48695.0,48800.0,48600.0,48604.03148013,4.7,229027.53712716055,48743.9,54.05,48800.0
2021-02-24 22:45:00,0.03,48600.0,48760.69272948,48504.7719099,48715.0,11.54,561335.8377199977,48626.14,73.3,48676.0
2021-02-24 22:50:00,0.04,48714.0,48866.0,48712.0,48857.68210176,51.5,2515631.9671172756,48844.56,36.18,48792.0
2021-02-24 22:55:00,0.04,48857.68210176,48954.0,48775.0,48880.0,35.95,1755114.1012850953,48816.38,50.41,48775.0
2021-02-24 23:00:00,0.12,48840.0,49271.0,48778.0,49191.0,56.1,2754356.9855629285,49096.85,121.46,49237.0
2021-02-24 23:05:00,0.12,49191.0,49530.0,49190.0,49443.0,76.75,3790824.250208445,49391.94,80.54,49462.0
2021-02-24 23:10:00,0.03,49446.0,49446.0,49237.0,49376.0,15.18,748857.5969565684,49319.89,41.96,49340.0
2021-02-24 23:15:00,0.04,49370.0,49370.0,49112.0,49185.0,20.23,995547.9187171226,49209.76,48.2,49197.0
2021-02-24 23:20:00,0.07,49190.0,49508.0,49190.0,49357.0,62.32,3081821.427952706,49449.38,73.05,49480.0
2021-02-24 23:25:00,0.09,49349.0,49460.0,49258.0,49350.0,82.24,4062301.6844987106,49397.95,39.34,49450.0
2021-02-24 23:30:00,0.05,49351.0,49547.0,49351.0,49393.0,18.98,939293.4529292616,49484.95,52.77,49497.0
2021-02-24 23:35:00,0.09,49393.0,49745.0,49393.0,49606.0,28.34,1406076.1821731532,49612.67,69.56,49625.0
2021-02-24 23:40:00,0.02,49580.0,49621.66735605,49480.0,49597.0,3.25,161132.2678223086,49546.01,39.64,49518.0
2021-02-24 23:45:00,0.05,49588.0,49747.0,49548.0,49681.0,4.9,243580.2511818279,49678.5,44.15,49655.0
2021-02-24 23:50:00,0.04,49679.0,49731.0,49522.0,49582.805977,15.12,750043.2441348779,49599.6,61.72,49611.0
2021-02-24 23:55:00,0.02,49584.0,49726.0,49522.0,49716.0,6.0,298091.1772599626,49689.04,53.63,49694.0
