timestamp,stmp_vwap,lmax_vwap,gmni_vwap,itbi_vwap,okcn_vwap,bfnx_vwap,btrx_vwap,bfly_vwap,bnus_vwap,cbse_vwap,krkn_vwap,all_vwap
2021-02-24 00:00:00,48919.06,48861.76,48928.96,48906.98,48902.42,48917.56,48878.03,48929.54,48910.35,48868.16,48899.87,48882.58
2021-02-24 00:05:00,48597.63,48597.63,48670.31,48637.9,48612.88,48575.1,48586.44,48683.05,48604.25,48620.96,,48612.32
2021-02-24 00:10:00,48529.18,48433.87,48425.51,48382.36,48366.83,48278.14,48365.36,48264.28,48423.15,48432.81,48478.96,48434.17
2021-02-24 00:15:00,47885.41,47782.86,47908.45,47900.37,47744.52,47709.41,47887.56,47740.29,47841.26,47813.96,47847.13,47802.74
2021-02-24 00:20:00,47234.23,47247.83,47281.7,47332.24,47273.18,47281.38,47324.81,47312.58,47300.64,47364.64,47329.01,47309.6
2021-02-24 00:25:00,47220.68,47236.41,47214.56,47190.28,47246.17,47182.56,47217.21,47255.82,47209.22,47226.45,47171.49,47212.42
2021-02-24 00:30:00,47508.51,47509.11,47514.59,47500.82,47545.69,47476.72,47488.91,47548.66,47499.38,47540.11,47486.65,47514.7
2021-02-24 00:35:00,47715.73,47698.73,47733.27,47690.98,47686.22,47702.94,47695.58,47741.14,47689.77,47688.99,47680.14,47695.81
2021-02-24 00:40:00,47749.63,47740.83,47740.71,47737.52,47776.87,47738.75,47722.17,,47736.38,47725.78,47703.05,47732.63
2021-02-24 00:45:00,47793.83,47805.59,47851.26,47807.74,47926.11,47792.15,47812.54,,47805.02,47813.99,47893.14,47820.75
2021-02-24 00:50:00,47964.32,47902.75,47970.74,47963.03,48019.77,48014.26,48011.86,48129.15,47991.83,47940.78,47976.88,47960.78
2021-02-24 00:55:00,48304.48,48302.67,48327.89,48305.52,48384.43,48318.33,48295.44,,48334.66,48371.78,48335.88,48347.8
2021-02-24 01:00:00,48570.96,48562.39,48568.59,48567.6,48558.15,48539.74,48514.99,,48607.25,48564.51,48614.5,48578.08
2021-02-24 01:05:00,48720.82,48725.34,48729.76,48730.62,48826.02,48736.9,48711.55,,48702.65,48759.29,48743.4,48745.62
2021-02-24 01:10:00,48842.66,48800.13,48845.66,48863.44,48847.97,48818.75,48798.9,48876.09,48855.27,48855.49,48798.8,48833.31
2021-02-24 01:15:00,48991.69,48871.72,48923.99,48944.22,49012.48,48940.74,48886.03,,48956.12,48961.97,48969.14,48968.35
2021-02-24 01:20:00,48995.9,49156.05,49077.3,49035.65,49085.64,49027.33,49007.43,,49047.45,49047.46,49019.65,49042.32
2021-02-24 01:25:00,49256.27,49218.76,49262.19,49295.36,49262.42,49244.25,49238.1,,49233.67,49277.49,49259.37,49262.05
2021-02-24 01:30:00,49017.72,48960.89,48962.95,49022.46,49019.85,48990.96,48960.64,,48957.44,49017.7,48945.24,48995.68
