timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,krkn_vwap,ecart_type,vwmp_lower
2021-02-24 09:00:00,62169989.3,50682.9,50980.5,50380.7,50814.8,89.78031878,4555977.744193218,50745.840581801705,172.16110629274894,50709.0
2021-02-24 09:30:00,106392978.6,50843.9,51442.5,50801.0,50900.0,190.68174659,9744148.233331962,51101.630898544434,152.77533449170397,51357.5
2021-02-24 10:00:00,102828876.4,50900.0,51059.2,50188.7,50474.9,173.71690529,8810003.409220269,50714.71538427997,226.7672144060544,50900.0
2021-02-24 10:30:00,62687462.7,50474.8,50661.9,50150.0,50150.1,74.18177804,3744462.53583035,50476.850714083404,126.01413622753695,50505.8
2021-02-24 11:00:00,47153398.3,50150.6,50909.5,50150.6,50770.0,91.6821813,4632661.162484613,50529.56961534043,167.94326055595332,50427.7
2021-02-24 11:30:00,47217673.3,50769.2,50885.4,50242.4,50392.1,85.26576603,4307368.733617999,50516.976908440476,156.52416911751155,50457.3
2021-02-24 12:00:00,62784306.8,50392.1,51174.9,50372.9,51132.5,141.70637962,7197927.10429597,50794.65810641652,232.2932395572851,50877.9
2021-02-24 12:30:00,49275507.8,51138.9,51283.3,50676.4,50746.3,81.12646439,4136264.476471222,50985.39061910697,156.34226541239534,51250.0
2021-02-24 13:00:00,139027430.7,50760.0,51099.4,49504.5,49609.0,317.99701485,15906789.80031402,50021.82114136289,414.8153037171294,50547.7
2021-02-24 13:30:00,121443182.1,49646.1,49889.5,49100.0,49480.2,282.06411447,13942178.136250682,49429.10998248787,185.63482001114514,49450.2
2021-02-24 14:00:00,70205953.7,49480.2,49795.3,49162.8,49533.6,113.15583762,5598127.818531328,49472.72660674357,150.22688347306396,49627.1
2021-02-24 14:30:00,130309510.8,49533.6,49665.4,48691.6,49434.3,427.10696627,20995274.251388904,49156.94640793222,210.52860854130495,49359.5
2021-02-24 15:00:00,105166930.4,49433.2,49660.0,48500.1,49174.9,247.6934792,12143929.404378986,49028.054527722845,333.14337143774003,48534.3
2021-02-24 15:30:00,88457543.5,49174.9,49916.8,49018.2,49850.0,177.07221126,8762098.004400466,49483.190739256286,193.26359731331522,49179.6
2021-02-24 16:00:00,71597277.5,49851.6,50171.2,49436.7,49508.7,145.16720809,7233297.642418758,49827.35245506888,185.99860094853332,49970.6
2021-02-24 16:30:00,46511500.5,49529.2,49897.8,49352.2,49400.0,90.36399333,4484370.409457489,49625.633443190476,128.1441650366347,49653.1
2021-02-24 17:00:00,44171439.9,49400.0,50000.0,49400.0,49741.1,91.92421822,4578061.386348449,49802.55992378293,151.82949370119798,49803.6
2021-02-24 17:30:00,42362769.8,49741.1,50060.0,49640.8,50060.0,118.46271463,5908117.7767157955,49873.22631571368,104.18929988403441,49700.9
2021-02-24 18:00:00,47835940.5,50075.0,50100.0,49551.0,49680.0,106.64670706,5312945.737393893,49818.18833285497,162.12565106774508,49599.9
2021-02-24 18:30:00,36816214.9,49676.0,49984.0,49604.0,49611.1,72.16051442,3593995.931104984,49805.575251122,101.57213431089885,49696.3
2021-02-24 19:00:00,45163691.7,49619.1,49712.6,49385.8,49456.4,86.53870064,4285443.785898602,49520.54692531148,82.08651330773006,49525.9
2021-02-24 19:30:00,63064842.2,49454.9,49456.9,48880.4,48980.4,144.61347097,7094267.331844845,49056.753041468364,112.92132568501702,49009.9
2021-02-24 20:00:00,50782374.6,48980.4,49282.1,48770.1,48912.2,100.7965619,4937841.023182827,48988.18898289057,144.7448370317272,48970.7
2021-02-24 20:30:00,80511177.3,48909.7,49247.4,48618.5,49167.4,205.38695755,10054395.578173855,48953.427705973896,152.77749224070604,48702.2
2021-02-24 21:00:00,111433237.3,49156.5,49162.7,48159.5,48224.7,320.79383615,15567892.365670443,48529.27522706843,269.65675891468135,49101.7
2021-02-24 21:30:00,79927041.6,48207.9,48900.0,48153.8,48753.9,113.80306085,5509787.953100939,48415.1121415197,199.67683347853935,48252.0
2021-02-24 22:00:00,63150628.7,48748.6,48748.6,48075.0,48699.7,113.0037799,5463554.719824373,48348.42449216489,159.69613460152814,48224.3
2021-02-24 22:30:00,56438343.0,48699.8,48997.1,48507.8,48886.5,83.795117,4089131.904438806,48799.16695430839,108.2088182938871,48794.2
2021-02-24 23:00:00,79049300.0,48875.1,49500.0,48788.5,49330.8,195.04039443,9612147.389495945,49282.85454706533,151.3880641733502,49474.5
2021-02-24 23:30:00,57559262.1,49366.8,49840.2,49356.3,49727.7,175.38026851,8708823.517725704,49656.80342329465,99.59626787040939,49701.5
