timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,bnus_vwap,ecart_type,vwmp_lower
2021-02-24 00:00:00,85582204.05,48875.0,49096.01,47001.88,47269.36,69.575891,3335597.24245541,47941.85449174356,665.9830161720217,48957.22
2021-02-24 00:30:00,56845127.69,47272.36,48482.38,47239.9,48482.38,58.278937,2781842.41254425,47733.23872644159,293.63894688273024,48104.12
2021-02-24 01:00:00,76611005.04,48438.82,49359.42,48438.82,49154.88,65.992274,3226518.67374435,48892.36994234128,232.06598407586307,49155.12
2021-02-24 01:30:00,82141253.03,49169.14,50214.5,48775.58,50214.49,58.070988,2876920.80632964,49541.44755259958,325.6813721768063,49498.93
2021-02-24 02:00:00,86025637.34,50171.91,50566.28,49781.14,50050.0,73.479631,3685459.78654846,50156.20977395028,203.88916957359427,50002.94
2021-02-24 02:30:00,59124499.29,50031.42,50489.83,50031.42,50206.46,39.255683,1973899.68412254,50283.157323298634,98.82540945884915,50207.44
2021-02-24 03:00:00,52563659.9,50177.5,50534.89,50091.01,50259.89,34.784737,1751258.3650763,50345.597411769995,98.68815865868436,50285.39
2021-02-24 03:30:00,49368845.11,50257.57,50995.25,50236.75,50898.28,44.619331,2260496.50357422,50661.81972952978,227.89257172949033,50444.24
2021-02-24 04:00:00,92365993.03,50900.61,51399.11,50689.38,50689.38,70.268496,3588936.99729595,51074.623787250974,157.65537291458025,51009.42
2021-02-24 04:30:00,61848940.0,50700.0,50987.83,50342.02,50636.53,52.53898,2662061.34490067,50668.31036500271,148.0632286869334,50733.98
2021-02-24 05:00:00,57257006.73,50656.06,51030.13,49983.24,50385.42,45.314057,2283559.22996148,50394.05829324617,323.6988387409183,50450.0
2021-02-24 05:30:00,36813856.61,50381.62,50543.0,50183.71,50217.25,20.322599,1023477.22114074,50361.53206293841,80.31587028553558,50279.09
2021-02-24 06:00:00,68949763.1,50211.36,50678.4,49400.0,49692.25,66.813869,3342781.45654213,50031.25109462125,374.84173221994524,50439.66
2021-02-24 06:30:00,37319476.96,49674.54,50551.92,49524.08,50093.88,38.212497,1913419.15026814,50073.12529898634,219.8249583160242,50261.2
2021-02-24 07:00:00,27735300.39,50091.48,50140.69,49501.04,49673.11,26.461835999999998,1314622.8809429898,49679.95723890776,161.18204516887786,49501.04
2021-02-24 07:30:00,25889286.17,49712.98,50362.13,49712.98,50042.91,21.251185,1064423.78765055,50087.738055574315,113.64382575153707,50116.53
2021-02-24 08:00:00,50023895.7,50089.2,50884.72,49818.38,50602.84,28.758078,1452166.5419927,50495.952545670814,241.19275936872742,50868.01
2021-02-24 08:30:00,33062590.98,50657.58,50876.97,50297.04,50658.05,25.652934,1298848.04431681,50631.55911588163,128.60658589278253,50651.48
2021-02-24 09:00:00,52743834.06,50661.48,51000.0,50362.72,50767.53,45.010543,2282930.89245114,50719.91449761315,164.31874379246923,50869.53
2021-02-24 09:30:00,56501735.88,50767.53,51402.65,50767.53,50904.26,29.372398,1498852.59120875,51029.28917171658,159.72061726762973,51137.48
2021-02-24 10:00:00,44338301.51,50908.49,51042.97,50178.57,50452.62,23.923601,1210225.26741055,50587.08625890182,227.08617601989832,50282.51
2021-02-24 10:30:00,39593310.62,50435.31,50621.67,50099.68,50111.98,21.431614,1080932.76179024,50436.367591831404,130.57071150167866,50279.5
2021-02-24 11:00:00,30953611.89,50113.4,50905.69,50113.4,50765.68,13.157935,664148.47015825,50475.12927813141,169.119923667496,50285.31
2021-02-24 11:30:00,34806100.21,50757.43,50872.93,50246.9,50390.43,13.385572,675644.03681633,50475.54462493871,158.21489493559375,50464.99
2021-02-24 12:00:00,54433377.11,50397.47,51192.81,50324.99,51143.47,20.272288,1028710.85383609,50744.68426238272,233.97125345330525,50702.44
2021-02-24 12:30:00,39971564.44,51131.7,51323.93,50661.52,50744.2,13.060993,666981.9308641499,51066.7091594146,156.04731201560475,51188.0
2021-02-24 13:00:00,83765991.07,50758.51,51080.27,49411.17,49637.68,69.208644,3462873.37735285,50035.27272334436,455.52275842922154,49836.07
2021-02-24 13:30:00,76262057.09,49637.67,49852.85,49058.18,49468.85,50.31709,2487485.51776324,49436.19588818113,178.01078479080627,49591.63
2021-02-24 14:00:00,54307778.19,49497.41,49794.69,49180.38,49490.41,16.374713,810873.57521779,49519.864880550274,142.9165591420419,49756.79
2021-02-24 14:30:00,77761892.46,49490.4,49681.3,48757.06,49434.82,82.270368,4047566.71217155,49198.354286825976,193.1744026278203,49380.41
2021-02-24 15:00:00,94594257.86,49426.74,49660.45,48452.03,49180.81,75.326846,3701951.27237798,49145.17823271108,317.9443621470535,49232.98
2021-02-24 15:30:00,71049423.11,49178.7,49892.5,49020.18,49844.79,38.900255,1924682.32076442,49477.370283676035,197.6634016954316,49474.28
2021-02-24 16:00:00,71940251.43,49847.29,50141.0,49410.96,49510.21,41.486509,2067742.16089675,49841.31494160548,175.9344562770226,49729.84
2021-02-24 16:30:00,45847517.32,49523.51,49877.7,49335.8,49341.98,17.014005,843587.29997476,49581.93558628671,128.47350498009186,49400.0
2021-02-24 17:00:00,48925185.75,49337.75,49978.47,49337.75,49738.96,20.524307,1021698.45396243,49779.924552991244,158.06334428612828,49866.64
2021-02-24 17:30:00,41505308.21,49767.25,50084.5,49657.21,50084.5,11.412282,569016.56750281,49860.0163843489,112.10683598216093,49678.4
2021-02-24 18:00:00,48615291.77,50065.13,50084.5,49546.01,49678.08,16.532434,823032.62652311,49782.90713412858,152.25555762974724,49818.4
