timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,cbse_vwap,ecart_type,vwmp_lower
2021-02-24 14:00:00,508088349.32,49479.41,49804.39,49150.0,49492.97,543.1702545,26879371.805856034,49486.08945937049,145.0775440143269,49703.13
2021-02-24 14:30:00,635210433.84,49483.59,49685.48,48731.33,49427.61,773.05148232,38001602.28965204,49157.91917972354,201.34635597012124,48957.6
2021-02-24 15:00:00,720287101.54,49427.61,49641.49,48500.0,49178.48,891.75258564,43670493.833530486,48971.53598067642,320.19807175042,49000.0
2021-02-24 15:30:00,617130032.71,49178.47,49877.97,49022.9,49850.22,900.26019048,44541077.94833411,49475.78313396901,199.78003881791258,49167.98
2021-02-24 16:00:00,526324907.27,49850.0,50144.92,49365.0,49513.85,777.06144816,38691429.15810104,49791.98138026058,173.0649835894717,49857.77
2021-02-24 16:30:00,432006416.06,49524.42,49882.8,49353.95,49371.5,383.85859897,19063122.24561674,49661.83458379839,117.96080182722237,49676.56
2021-02-24 17:00:00,451922729.19,49371.49,49999.0,49360.64,49740.88,445.8162681,22202231.666549046,49801.30438301752,159.71157443588297,49865.12
2021-02-24 17:30:00,400277671.98,49744.8,50113.72,49637.27,50096.69,434.77157658,21662961.75284105,49826.076311718054,104.32232933137219,49688.03
2021-02-24 18:00:00,432084704.57,50096.69,50103.57,49544.84,49685.15,495.79545823,24670642.9831881,49759.719605465536,148.21168671116243,49897.46
2021-02-24 18:30:00,408208789.54,49685.14,50018.91,49600.0,49619.18,479.50983996,23890399.682518903,49822.54312969222,110.82963481597129,49773.58
2021-02-24 19:00:00,436194822.9,49619.19,49733.51,49280.0,49474.27,576.87253117,28555539.155695163,49500.60474846922,86.34282868465276,49640.0
2021-02-24 19:30:00,520660572.19,49472.47,49472.47,48833.24,48990.27,696.77989613,34184402.033873186,49060.54583913442,104.41929812508414,49083.05
2021-02-24 20:00:00,459581453.75,48990.27,49276.8,48764.88,48898.07,637.3013473,31242091.9406574,49022.479040752216,132.92945161762896,49117.42
2021-02-24 20:30:00,500576588.97,48898.08,49259.65,48608.58,49174.4,771.08715293,37660320.447916135,48840.54974176825,149.9426623570165,48805.65
2021-02-24 21:00:00,524219855.71,49174.41,49174.41,48150.0,48173.98,736.36169154,35736261.22425593,48530.85329509526,279.67744427131623,48162.7
2021-02-24 21:30:00,482940863.02,48178.24,48935.04,48111.0,48757.56,520.46555279,25190800.03179055,48400.51353399494,182.95601787101594,48461.36
2021-02-24 22:00:00,535126316.69,48758.08,48760.22,48078.62,48710.06,466.22447343,22565450.318478324,48400.398530057755,149.37804199130701,48384.93
2021-02-24 22:30:00,439755980.34,48710.06,48987.38,48500.0,48850.4,450.57853582,21972088.724391986,48764.17089954222,100.72495421134472,48921.52
2021-02-24 23:00:00,460031204.87,48842.66,49549.5,48775.05,49360.0,550.25196154,27117869.24722908,49282.63984981319,164.77450434057587,49419.32
2021-02-24 23:30:00,431652620.29,49359.99,49788.0,49359.99,49737.82,436.75759713,21668999.483152524,49613.33157234765,91.72323379229907,49438.95
