timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,cbse_vwap,ecart_type,vwmp_lower
2021-02-24 00:00:00,841925008.21,48899.99,49114.02,47002.0,47257.14,1333.17580913,63997836.819979906,48004.048964662376,635.6504915303203,47329.95
2021-02-24 00:30:00,609651474.26,47257.14,48525.23,47224.82,48487.22,635.7910357,30404951.20090117,47822.2395309893,279.1220410065137,47613.76
2021-02-24 01:00:00,686265109.12,48498.8,49375.0,48437.32,49200.0,854.33233505,41814403.409963645,48943.95505645521,237.30866720331477,48940.71
2021-02-24 01:30:00,830196587.09,49214.39,50353.43,48759.13,50236.98,1045.92115768,51900780.74596068,49622.07750064441,357.641019942436,49853.12
2021-02-24 02:00:00,971989327.11,50236.98,50600.0,49832.71,50042.36,1140.98248068,57290544.8315983,50211.59027564947,207.61714961780237,50472.43
2021-02-24 02:30:00,763546155.96,50048.58,50489.0,50039.71,50220.01,763.71742847,38418520.48192375,50304.62714316974,98.17862652648405,50400.81
2021-02-24 03:00:00,655717522.7,50220.01,50559.39,50084.76,50284.21,686.83278708,34602355.961622365,50379.59254789042,95.31070200143306,50347.82
2021-02-24 03:30:00,631948934.9,50286.6,51000.0,50239.17,50932.71,663.53153176,33588533.916021526,50620.8556915582,243.56243255607546,50412.42
2021-02-24 04:00:00,787327205.74,50929.46,51398.0,50700.0,50712.59,1181.7933087,60390781.63357276,51100.967647214056,156.8798595892003,51238.39
2021-02-24 04:30:00,559461130.17,50721.08,50991.5,50358.54,50650.86,738.64507257,37441431.98710595,50689.34103470607,143.02847041389992,50516.87
2021-02-24 05:00:00,539347514.26,50655.08,51025.22,49978.89,50394.38,757.63251646,38309690.319697514,50565.002804654716,313.3441655815285,50175.78
2021-02-24 05:30:00,369738922.05,50394.38,50554.59,50197.0,50225.89,289.5412249,14587232.786279043,50380.50381708889,80.540550579011,50416.58
2021-02-24 06:00:00,557816834.26,50234.41,50705.94,49436.23,49665.03,688.00806829,34416727.62420296,50023.7267707391,357.744675183463,50563.78
2021-02-24 06:30:00,399248602.96,49658.53,50400.0,49539.19,50099.64,389.12566802,19421071.65311168,49909.51060086196,200.52618874256385,49556.5
2021-02-24 07:00:00,330792592.45,50098.05,50164.93,49520.91,49696.16,260.1231356,12958453.151585326,49816.6113586758,149.294268570362,50081.93
2021-02-24 07:30:00,248728061.61,49696.17,50350.0,49696.17,50082.62,238.80590136,11967854.021956895,50115.40315293695,117.12012741178586,50170.18
2021-02-24 08:00:00,321566832.34,50090.93,50888.71,49782.86,50643.76,246.05095459,12411756.902567348,50443.84779262215,267.0224683579907,50750.0
2021-02-24 08:30:00,283088441.03,50644.06,50891.81,50338.02,50666.7,257.525557,13039549.240911406,50634.00072914474,124.36191402494853,50730.39
2021-02-24 09:00:00,333267044.73,50664.17,50991.3,50356.56,50787.29,262.21650985,13296105.346413461,50706.59110678978,170.09385491620577,50881.07
2021-02-24 09:30:00,341554329.95,50796.87,51415.41,50795.02,50900.68,289.75592021,14799844.205445472,51076.9346652842,152.30364193941168,50915.34
2021-02-24 10:00:00,313512056.08,50904.97,51055.38,50172.36,50448.15,445.75935248,22549644.166804872,50587.03545163781,219.02807495901183,50481.65
2021-02-24 10:30:00,291131046.46,50458.24,50644.65,50110.0,50134.22,333.70830779,16832091.603647258,50439.534200148104,127.87036114103086,50271.92
2021-02-24 11:00:00,297775495.2,50129.71,50939.86,50129.7,50777.86,279.61013931,14121212.669157423,50503.22103484746,175.66301814043086,50517.52
2021-02-24 11:30:00,288466884.31,50777.86,50893.21,50222.22,50380.0,282.24982651,14251847.652444627,50493.73396847665,169.51687732449307,50381.72
2021-02-24 12:00:00,391521966.4,50379.99,51216.87,50368.45,51143.17,476.07580161,24199955.754145302,50832.14830979761,231.04283271673708,50850.0
2021-02-24 12:30:00,460654844.03,51162.91,51332.84,50635.86,50738.3,673.06255914,34332315.595418766,51009.100311992675,171.2376424186887,50913.13
2021-02-24 13:00:00,646923703.06,50738.3,51123.31,49474.58,49616.95,1179.02841434,59119672.19530425,50142.703497437295,454.61467135625566,49896.62
2021-02-24 13:30:00,635139614.12,49780.06,49867.0,49000.0,49479.41,979.83969192,48416726.289017186,49412.90569087317,184.39799333330984,49321.71
