timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,okcn_vwap,ecart_type,vwmp_upper
2021-02-24 17:00:00,10406391.64,49407.81,50004.3,49364.96,49744.76,4.952500000000001,246527.19544900002,49778.33325572942,159.6147004966009,49744.76
2021-02-24 17:30:00,8123185.32,49756.84,50096.73,49664.32,50096.73,11.6804,582087.335241,49834.53779331186,99.82630999503583,49874.25
2021-02-24 18:00:00,9110980.86,50118.14,50171.79,49569.8,49702.31,10.4634,521185.870955,49810.37434820422,161.57631800993116,49692.34
2021-02-24 18:30:00,6871094.98,49717.85,50016.17,49614.19,49622.72,9.2642,461203.43277,49783.40631355108,114.89333561438202,49941.01
2021-02-24 19:00:00,10746126.87,49630.99,49719.18,49392.72,49457.47,16.4132,812597.248042,49508.764167986745,77.26065827619882,49511.75
2021-02-24 19:30:00,10162213.38,49446.33,49475.25,48883.68,49003.83,14.391399999999999,707397.6555229999,49154.19316557111,117.39303028826014,48982.08
2021-02-24 20:00:00,10541769.93,49006.93,49265.31,48790.24,48911.77,11.7225,572943.388016,48875.52894143742,132.92792853656118,49160.11
2021-02-24 20:30:00,9280177.73,48869.01,49206.6,48614.98,49195.04,6.5942,321849.556791,48807.97622016318,142.04358808054315,48869.01
2021-02-24 21:00:00,12093996.88,49104.75,49193.77,48198.75,48225.14,11.0408,535426.547165,48495.26729630099,300.69588635215564,48238.43
2021-02-24 21:30:00,9391397.72,48189.34,48882.33,48170.42,48798.62,8.448,408836.752711,48394.50197810132,157.30212829703368,48694.18
2021-02-24 22:00:00,7843123.68,48737.81,48737.81,48082.02,48703.53,9.4048,455502.999999,48433.034195198205,173.35941408804217,48155.58
2021-02-24 22:30:00,8727424.17,48714.16,48999.82,48502.15,48894.64,5.263,256523.28458,48740.88629678891,92.4865220581729,48788.24
2021-02-24 23:00:00,9469050.81,48801.95,49549.5,48772.51,49279.29,7.2166,355809.290242,49304.28321397889,153.52274712711878,49284.87
2021-02-24 23:30:00,10615717.34,49399.58,49786.94,49370.23,49724.93,20.9768,1041705.426115,49659.8826377236,84.51509995081366,49661.04
