timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,bfnx_vwap,ecart_type,vwmp_upper
2021-02-24 17:30:00,161434806.1734191,49720.0,50081.0,49611.0,50081.0,114.67234298,5719765.23417717,49879.204396955196,128.4822389855138,49833.9072132
2021-02-24 18:00:00,176613597.66490588,50081.0,50089.0,49555.0,49678.0,64.83685931,3229227.296747041,49805.42443160857,134.03268639846362,49640.04926061
2021-02-24 18:30:00,146356048.31940618,49677.0,49989.0,49588.0,49600.0,36.50784944,1817295.5686156917,49778.2147261888,109.38023597542796,49731.0
2021-02-24 19:00:00,208384597.83004406,49609.0,49724.0,49372.0,49416.65190993,97.65418651,4834836.5351958,49509.772268705565,81.72813114817612,49443.69386
2021-02-24 19:30:00,333449026.0300005,49437.301397,49437.301397,48804.0,48998.0,192.93931488,9466683.15344297,49065.59950900023,140.94740494216896,48849.0
2021-02-24 20:00:00,232530256.9354087,48997.0,49272.0,48755.0,48887.0,122.62182886,6006567.566053036,48984.48850335501,144.45350678389087,49118.0
2021-02-24 20:30:00,304916786.7670232,48884.0,49254.0,48569.0,49157.0,138.1540023,6744304.5121527705,48817.293743742455,180.21627273406506,48731.354746
2021-02-24 21:00:00,358216394.588565,49133.0,49171.93856939,48159.0,48185.0,262.09214955,12697147.928941425,48445.35767569473,254.1463982778634,48251.0
2021-02-24 21:30:00,237471958.323467,48185.0,48917.0,48155.0,48787.0,99.94951983,4840480.636055203,48429.253530063754,199.35127762759376,48315.06503454
2021-02-24 22:00:00,219981427.9430659,48749.119626,48749.119626,48050.0,48710.0,128.90185581,6216622.498086327,48227.563978982296,182.82242660671935,48317.0
2021-02-24 22:30:00,246875967.28501886,48711.0,48964.0,48504.7719099,48880.0,143.92963581,7024190.993239344,48802.951203961245,98.41023205560418,48733.0
2021-02-24 23:00:00,466100419.7627273,48840.0,49530.0,48778.0,49350.0,312.82372633,15433709.863896482,49336.762415569945,153.39297306801714,49194.0
2021-02-24 23:30:00,274835504.0350117,49351.0,49747.0,49351.0,49716.0,76.59886333,3798216.5755013917,49585.808592721216,92.33490097954646,49695.0
