timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,all_vwap,ecart_type,vwmp_upper
2021-02-24 17:30:00,794460003.2594191,49744.8,50126.6,49611.0,50081.0,967.9532217273,48251878.06148706,49849.390423415505,110.06013443144606,49845.4
2021-02-24 18:00:00,882050975.0189059,50096.69,50171.79,49510.0,49685.15,1079.2599015808,53729691.04396164,49783.82960884895,147.94387673365412,49700.0
2021-02-24 18:30:00,775854841.8684062,49685.14,50044.5,49579.819,49619.18,871.5066527846,43416382.41241701,49817.61444240831,111.80031101022381,49790.05
2021-02-24 19:00:00,926559574.7440441,49631.06,49748.4,49280.0,49457.47,1240.6154669704,61419884.91870116,49507.59244416753,85.06655875283064,49653.0
2021-02-24 19:30:00,1160178399.6480005,49472.47,49475.25,48804.0,48990.27,1478.0486385467,72525771.65711541,49068.59609736983,118.11718985266246,49000.9
2021-02-24 20:00:00,957866678.4324087,48990.27,49293.55,48750.0,48898.07,1205.5984796567,59091894.858589955,49014.57313998658,137.20802485885596,48821.7
2021-02-24 20:30:00,1150510272.8440232,48884.0,49279.32,48569.0,49174.4,1612.7842764901,78809387.19283366,48865.423814985625,162.03658519937161,48795.8
2021-02-24 21:00:00,1279611799.465565,49152.28,49193.77,48135.88,48173.98,1946.7476094853,94476021.72486182,48530.185045323014,273.88286674149407,48233.6
2021-02-24 21:30:00,1020655163.027467,48203.36,48968.01,48111.0,48757.56,1069.376273456,51767819.014705546,48409.35814613017,189.31634710049732,48312.3
2021-02-24 22:00:00,1020768931.603066,48768.54,48790.49,48036.5,48710.0,951.951157955,46047913.6970151,48372.13896134768,162.32190929823153,48289.0
2021-02-24 22:30:00,937810838.7620189,48710.06,49004.72,48489.0,48833.25,951.6342661911,46417991.03237452,48777.13285605167,102.09304362103087,48867.28
2021-02-24 23:00:00,1243232553.8507273,48831.81,49579.74,48753.08,49360.0,1525.6872610229,75219732.03155085,49302.19577314924,157.0803745110373,49393.1
2021-02-24 23:30:00,1005483398.4910117,49359.99,49840.2,49331.6,49737.82,1157.739866818,57444210.93523637,49617.54585951973,93.36604069217628,49462.1
