timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,btrx_vwap,ecart_type,vwmp_upper
2021-02-24 00:00:00,53972796.576,48906.607,49070.307,46958.22,47250.924,32.79669014,1569806.922489649,47864.79720327195,639.5207642576961,48019.06
2021-02-24 00:30:00,24061287.193,47289.12,48488.0,47289.12,48488.0,9.67054714,462728.2561359339,47849.2322551187,279.3827800092578,47874.671
2021-02-24 01:00:00,41227576.471,48488.0,49350.321,48453.81,49136.048,23.42824003,1145921.4042278158,48911.97131156487,221.14923760813636,48690.502
2021-02-24 01:30:00,56020080.165,49157.913,50229.466,48761.936,50199.989,31.61421249,1570052.9610446065,49662.88379130858,361.9173902258568,49132.349
2021-02-24 02:00:00,47959129.907,50188.392,50600.0,49838.017,50056.012,24.61508088,1236984.8344304338,50253.1289846582,196.08012798686372,50073.065
2021-02-24 02:30:00,22230762.907,50088.586,50490.058,50051.444,50230.77,7.91723111,398223.46346138825,50298.32499879978,103.81103464843379,50423.728
2021-02-24 03:00:00,28337029.689,50213.589,50554.23,50105.146,50317.911,27.18133098,1371466.900738528,50456.20840817737,82.45041813458242,50487.598
2021-02-24 03:30:00,25523701.672,50319.11,50999.99,50255.942,50949.591,10.92670874,554082.20757778,50708.97566340548,216.02775165673324,50611.89
2021-02-24 04:00:00,25603820.735,50999.999,51386.269,50721.701,50721.701,11.55892831,590764.4245118548,51108.92711400982,146.3730233062599,51294.82
2021-02-24 04:30:00,26595800.128,50744.63,51002.277,50400.0,50662.379,17.992969940000002,913849.3254125445,50789.24315773877,160.34880758621813,50678.825
2021-02-24 05:00:00,39703208.527,50676.453,51030.517,50000.0,50406.684,23.17805059,1172762.6860467193,50597.986292803216,301.74795590220924,50500.007
2021-02-24 05:30:00,18444369.592,50416.47,50547.73,50240.6,50244.01,9.70080786,488847.984977459,50392.50256601402,81.38934108816188,50423.39
2021-02-24 06:00:00,51691487.582,50226.75,50709.49,49504.22,49653.234,25.65586996,1283555.6339321828,50029.70610364689,367.666540185374,50065.01
2021-02-24 06:30:00,23965111.542,49630.54,50400.0,49630.54,50119.51,12.61965337,631513.1697587463,50042.03770445924,200.20515450368143,49774.76
2021-02-24 07:00:00,18455698.584,50114.94,50173.291,49551.014,49693.539,8.52661398,425268.4341179069,49875.417735037045,155.43170049403798,50139.61
2021-02-24 07:30:00,19096227.484,49717.745,50346.99,49717.745,50105.15,11.39625611,571531.7973239223,50150.83829350009,125.4388513277475,50149.423
2021-02-24 08:00:00,37580683.743,50105.15,50921.529,49840.0,50653.686,17.81571562,899316.1348810885,50478.81062220775,258.09597079344417,50253.226
2021-02-24 08:30:00,32188676.502,50686.149,50902.55,50346.138,50679.16,16.98457905,861133.9881720049,50700.932041763204,116.58295380702177,50700.001
2021-02-24 09:00:00,31745075.715,50699.12,51000.98,50356.99,50805.27,16.08332677,815628.5152649422,50712.674493831866,178.80092820178572,50976.998
2021-02-24 09:30:00,46326260.811,50805.27,51408.635,50805.27,50980.189,19.02010087,972804.4137642574,51146.12274736361,151.99392324016142,51237.74
2021-02-24 10:00:00,29837985.177,50981.64,51088.359,50232.81,50488.789,14.77469453,750147.1550043173,50772.43075862883,229.47990369877513,50946.629
2021-02-24 10:30:00,17754479.461,50487.459,50659.15,50142.85,50159.45,5.6327315,283803.1033180172,50384.63191757271,139.47132266733905,50642.041
2021-02-24 11:00:00,22510193.724,50128.489,50914.526,50128.489,50781.336,7.89592374,399631.8301451616,50612.42272650947,192.80650777232503,50837.747
2021-02-24 11:30:00,24012943.529,50781.336,50860.69,50266.467,50401.6,10.855525029999999,548374.2264835263,50515.67980065966,178.16388038568414,50720.387
2021-02-24 12:00:00,28609525.797,50397.3,51200.0,50391.132,51157.911,11.96263287,607873.1408424674,50814.32720107103,227.59616799035405,51111.621
2021-02-24 12:30:00,24885231.666,51154.239,51300.0,50678.579,50774.399,11.64884331,594133.5023220229,51003.647873946975,163.86316504757446,51180.45
2021-02-24 13:00:00,63429196.106,50761.77,51089.154,49520.0,49660.001,45.6311264,2281297.237623123,49994.32224454409,438.3986105172002,50761.77
2021-02-24 13:30:00,36895206.705,49660.001,49878.08,49093.667,49514.992,17.71584816,875899.6392275862,49441.58650023033,174.25029853024256,49451.218
2021-02-24 14:00:00,32130502.8,49511.505,49804.57,49187.039,49483.987,14.65679753,725326.547817325,49487.3826518176,167.61896388893044,49550.721
2021-02-24 14:30:00,36379690.811,49529.673,49713.864,48767.13,49473.137,21.35687663,1050577.1922374333,49191.51851828781,211.42081120109626,49067.796
2021-02-24 15:00:00,35205782.177,49445.43,49670.727,48518.63,49199.9,16.48604597,809127.3872933008,49079.529971327676,303.97573013759455,49535.879
2021-02-24 15:30:00,20488269.197,49180.0,49877.059,49056.206,49877.058,20.79244283,1027977.2567409436,49439.946289415566,198.3244192105859,49745.762
2021-02-24 16:00:00,24905941.579,49860.121,50149.734,49468.013,49527.94,19.01811028,948380.8441933057,49867.24917620499,178.7910773821361,49745.762
