timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,stmp_vwap,ecart_type,vwmp_upper
2021-02-24 00:00:00,64036077.51,48927.33,49098.88,47000.0,47239.68,225.26600901,10808851.17371894,47982.61051998801,673.3016157384724,47160.76
2021-02-24 00:30:00,33116541.76,47275.7,48517.93,47275.7,48504.0,89.08755779,4262598.835600741,47847.296988976545,294.2085851149078,48436.55
2021-02-24 01:00:00,65384054.22,48476.94,49355.73,48425.2,49155.93,348.21411345,17048136.081726402,48958.7739934451,231.2206206423009,49215.58
2021-02-24 01:30:00,73802232.64,49180.68,50232.0,48740.75,50206.74,257.51524983,12766044.735284716,49573.93685893276,356.3312023768952,49777.62
2021-02-24 02:00:00,76648858.13,50224.22,50820.16,49815.26,50045.09,269.2982384,13535741.578984851,50263.01567884616,210.07297805963967,50192.13
2021-02-24 02:30:00,54921384.18,50054.3,50485.11,50047.6,50202.83,209.38281266,10534043.818661062,50309.973797927974,92.87475648874707,50220.56
2021-02-24 03:00:00,46997553.56,50190.12,50540.0,50090.0,50278.19,229.45726033,11559164.172364859,50376.1099376012,87.77924502599414,50379.19
2021-02-24 03:30:00,43872208.66,50301.24,51000.0,50238.81,50939.95,117.7798707,5966809.778553329,50660.6922141351,231.3238503745726,50439.57
2021-02-24 04:00:00,67956052.61,50937.53,51459.51,50689.07,50721.44,263.05014302,13445170.07707348,51112.5746700363,167.65313649176207,51108.41
2021-02-24 04:30:00,45047128.44,50713.27,50962.54,50342.26,50650.54,132.39741467,6717886.943128898,50740.31815404555,135.75796454353576,50752.06
2021-02-24 05:00:00,58186120.87,50665.34,51039.0,50000.0,50396.77,210.78138121,10642413.45970698,50490.29187783915,307.7285096156593,50261.19
2021-02-24 05:30:00,53445297.15,50379.76,50552.88,50200.0,50245.64,161.57786273,8139433.311349585,50374.68112170013,81.43983392152056,50278.29
2021-02-24 06:00:00,71522881.22,50264.18,50710.31,49443.41,49687.12,227.30265646,11354422.444104679,49952.88053794828,325.26271507753756,49588.76
2021-02-24 06:30:00,42156337.23,49673.99,50406.83,49575.0,50109.14,139.34717575,6955990.209152364,49918.41543765458,191.1832004426444,50251.7
2021-02-24 07:00:00,44258826.86,50095.36,50173.64,49531.41,49702.15,97.21172859,4844851.382464005,49838.13633124086,146.22053499841348,49759.4
2021-02-24 07:30:00,40382485.67,49712.25,50350.29,49712.25,50060.64,104.2022388,5220657.644390313,50101.20420167318,115.2256024747545,50100.13
2021-02-24 08:00:00,69283343.54,50100.0,50910.53,49812.0,50633.95,253.5289776,12801747.719633535,50494.21900730898,259.7335662537234,50832.06
2021-02-24 08:30:00,74629437.88,50643.59,51089.72,50340.01,50700.14,304.87991899,15450612.25848414,50677.69733627789,147.39063894862275,50437.67
2021-02-24 09:00:00,69670106.71,50659.75,51020.66,50387.22,50810.51,280.25277946,14223488.122745704,50752.35346515376,167.52679985602057,50688.85
2021-02-24 09:30:00,68703815.9,50797.05,51443.47,50797.05,50889.26,203.56834515,10404317.66844606,51109.70303747179,161.83835305389385,51110.24
2021-02-24 10:00:00,58829732.44,50923.48,51051.0,50160.49,50434.52,230.36117231,11675533.612618148,50683.60043291597,220.01235728278,50927.78
2021-02-24 10:30:00,45692323.51,50455.27,50648.89,50096.98,50115.03,157.25742134,7934243.55411664,50453.85767176183,141.00857428966083,50147.58
2021-02-24 11:00:00,41676565.22,50127.96,50920.97,50127.39,50778.74,115.64862819,5841820.793943054,50513.532978060786,190.7213237173597,50301.17
2021-02-24 11:30:00,39527774.91,50779.4,50867.99,50220.72,50381.65,127.08467279999999,6411438.3998362785,50450.13107069415,153.24893420243842,50409.18
2021-02-24 12:00:00,49376895.25,50408.26,51203.95,50364.29,51119.17,161.75888772,8233261.479319023,50898.35616062447,210.12601455234693,50758.39
2021-02-24 12:30:00,68617524.77,51137.52,51310.99,50620.44,50709.43,228.66805836,11658042.919928065,50982.384700072136,173.6732293303136,51292.65
2021-02-24 13:00:00,98974202.53,50745.92,51100.0,49500.0,49606.85,386.4187416,19446402.493739177,50324.68770334398,473.4885599692856,49686.93
2021-02-24 13:30:00,81499033.45,49620.0,49863.23,49050.0,49494.86,324.2676021,16012417.443532847,49380.25673805927,176.46464688883836,49287.0
2021-02-24 14:00:00,43105022.36,49519.1,49787.02,49100.7,49487.9,116.33118966,5759055.5983110955,49505.6881576044,157.75002621012163,49622.45
2021-02-24 14:30:00,110069061.65,49506.05,49664.18,48729.36,49432.76,464.31748484,22829878.839043215,49168.68217209223,188.177057044823,49369.95
2021-02-24 15:00:00,65789572.71,49430.41,49643.07,48488.51,49181.8,166.6043045,8157014.570447179,48960.407085083316,315.32961966246427,48773.04
2021-02-24 15:30:00,61269100.86,49171.11,49884.52,49000.08,49847.54,172.47681367,8533152.317802098,49474.19966911369,201.9224497303022,49832.69
2021-02-24 16:00:00,55109254.2,49847.54,50155.0,49418.88,49518.52,177.97036917,8861948.026011575,49794.51392577888,173.28711382790183,49973.98
