timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,bfly_vwap,ecart_type,vwmp_upper
2021-02-24 14:00:00,394978.41000000003,49700.0,49700.0,49272.35,49516.91,1.0738,52942.4773166,49303.85296759174,145.40114325870215,49347.5
2021-02-24 14:30:00,294395.33,49344.0,49344.0,48888.0,49026.73,0.32384246000000005,15913.898901047602,49140.86590451295,157.0598868178066,48888.0
2021-02-24 15:00:00,585609.14,49085.09,49127.37,48517.6,48971.42,2.3503,114653.967711,48782.69485214653,226.42218162219814,49127.37
2021-02-24 15:30:00,98625.58,49304.15,49321.43,49304.15,49321.43,0.010799999999999999,532.6403399999999,49318.549999999996,8.639999999999418,49304.15
2021-02-24 16:00:00,498521.14,50314.08,50314.08,49449.13,49584.9,0.88166376,43771.8663965844,49646.893047508725,243.7148397287293,49999.25
2021-02-24 16:30:00,49537.17,49537.17,49537.17,49537.17,49537.17,0.01147279,568.3295486042999,49537.16999999999,0.0,49537.17
2021-02-24 17:00:00,99496.23000000001,49717.23,49779.0,49717.23,49779.0,0.01301311,647.16190269,49731.532484548276,30.8849999999984,49779.0
2021-02-24 17:30:00,99436.1,49704.36,49731.74,49704.36,49731.74,0.06541326,3251.7462388724,49710.81152158447,13.68999999999869,49731.74
2021-02-24 18:00:00,49600.0,49600.0,49600.0,49600.0,49600.0,0.12,5952.0,49600.0,0.0,49600.0
2021-02-24 18:30:00,49700.0,49700.0,49700.0,49700.0,49700.0,0.003,149.1,49700.0,0.0,49700.0
2021-02-24 19:00:00,49444.96,49444.96,49444.96,49444.96,49444.96,0.1,4944.496,49444.96,0.0,49444.96
2021-02-24 19:30:00,294835.36,49444.96,49444.96,48997.6,48997.6,0.3674172,18048.50419872,49122.6436833115,200.71042712214964,49400.0
2021-02-24 20:00:00,147432.21,49144.07,49144.07,49144.07,49144.07,0.45912769999999997,22563.403827739,49144.06999999999,0.0,49144.07
2021-02-24 20:30:00,734825.68,48900.23,49279.32,48847.56,49279.32,1.0504,51390.503574,48924.69875666414,129.79841831941587,48929.05
2021-02-24 21:00:00,242357.47999999998,48844.07,48844.07,48272.99,48478.83,0.70067444,33925.8914055356,48418.908224389634,204.24296762434724,48297.57
2021-02-24 21:30:00,386681.67,48202.94,48499.0,48202.94,48499.0,0.4169466,20172.032399634,48380.373888728194,94.4911672376702,48499.0
2021-02-24 22:00:00,771349.61,48211.04,48293.7,48070.33,48252.47,1.60068805,77194.939458285,48226.098432036764,60.40369447193848,48211.04
2021-02-24 22:30:00,48864.19,48864.19,48864.19,48864.19,48864.19,0.12,5863.7028,48864.19,0.0,48864.19
2021-02-24 23:30:00,99315.59,49603.44,49712.15,49603.44,49712.15,0.0824,4087.91049,49610.564199029126,54.35499999999956,49712.15
