timestamp,Price [Md€],price_open,price_high,price_low,price_close,Amount [BTC],weighted_volume,krkn_vwap,sigma,krkn_vwmp (lower)
2021-02-24 09:30:00,0.11,50843.9,51442.5,50801.0,50900.0,190.68,9744148.233331962,51101.63,152.78,51357.5
2021-02-24 10:00:00,0.1,50900.0,51059.2,50188.7,50474.9,173.72,8810003.409220269,50714.72,226.77,50900.0
2021-02-24 10:30:00,0.06,50474.8,50661.9,50150.0,50150.1,74.18,3744462.53583035,50476.85,126.01,50505.8
2021-02-24 11:00:00,0.05,50150.6,50909.5,50150.6,50770.0,91.68,4632661.162484613,50529.57,167.94,50427.7
2021-02-24 11:30:00,0.05,50769.2,50885.4,50242.4,50392.1,85.27,4307368.733617999,50516.98,156.52,50457.3
2021-02-24 12:00:00,0.06,50392.1,51174.9,50372.9,51132.5,141.71,7197927.10429597,50794.66,232.29,50877.9
2021-02-24 12:30:00,0.05,51138.9,51283.3,50676.4,50746.3,81.13,4136264.476471222,50985.39,156.34,51250.0
2021-02-24 13:00:00,0.14,50760.0,51099.4,49504.5,49609.0,318.0,15906789.80031402,50021.82,414.82,50547.7
2021-02-24 13:30:00,0.12,49646.1,49889.5,49100.0,49480.2,282.06,13942178.136250682,49429.11,185.63,49450.2
2021-02-24 14:00:00,0.07,49480.2,49795.3,49162.8,49533.6,113.16,5598127.818531328,49472.73,150.23,49627.1
2021-02-24 14:30:00,0.13,49533.6,49665.4,48691.6,49434.3,427.11,20995274.251388904,49156.95,210.53,49359.5
2021-02-24 15:00:00,0.11,49433.2,49660.0,48500.1,49174.9,247.69,12143929.404378986,49028.05,333.14,48534.3
2021-02-24 15:30:00,0.09,49174.9,49916.8,49018.2,49850.0,177.07,8762098.004400466,49483.19,193.26,49179.6
2021-02-24 16:00:00,0.07,49851.6,50171.2,49436.7,49508.7,145.17,7233297.642418758,49827.35,186.0,49970.6
2021-02-24 16:30:00,0.05,49529.2,49897.8,49352.2,49400.0,90.36,4484370.409457489,49625.63,128.14,49653.1
2021-02-24 17:00:00,0.04,49400.0,50000.0,49400.0,49741.1,91.92,4578061.386348449,49802.56,151.83,49803.6
2021-02-24 17:30:00,0.04,49741.1,50060.0,49640.8,50060.0,118.46,5908117.7767157955,49873.23,104.19,49700.9
2021-02-24 18:00:00,0.05,50075.0,50100.0,49551.0,49680.0,106.65,5312945.737393893,49818.19,162.13,49599.9
2021-02-24 18:30:00,0.04,49676.0,49984.0,49604.0,49611.1,72.16,3593995.931104984,49805.58,101.57,49696.3
2021-02-24 19:00:00,0.05,49619.1,49712.6,49385.8,49456.4,86.54,4285443.785898602,49520.55,82.09,49525.9
2021-02-24 19:30:00,0.06,49454.9,49456.9,48880.4,48980.4,144.61,7094267.331844845,49056.75,112.92,49009.9
2021-02-24 20:00:00,0.05,48980.4,49282.1,48770.1,48912.2,100.8,4937841.023182827,48988.19,144.74,48970.7
2021-02-24 20:30:00,0.08,48909.7,49247.4,48618.5,49167.4,205.39,10054395.578173855,48953.43,152.78,48702.2
2021-02-24 21:00:00,0.11,49156.5,49162.7,48159.5,48224.7,320.79,15567892.365670443,48529.28,269.66,49101.7
2021-02-24 21:30:00,0.08,48207.9,48900.0,48153.8,48753.9,113.8,5509787.953100939,48415.11,199.68,48252.0
2021-02-24 22:00:00,0.06,48748.6,48748.6,48075.0,48699.7,113.0,5463554.719824373,48348.42,159.7,48224.3
2021-02-24 22:30:00,0.06,48699.8,48997.1,48507.8,48886.5,83.8,4089131.904438806,48799.17,108.21,48794.2
2021-02-24 23:00:00,0.08,48875.1,49500.0,48788.5,49330.8,195.04,9612147.389495945,49282.85,151.39,49474.5
2021-02-24 23:30:00,0.06,49366.8,49840.2,49356.3,49727.7,175.38,8708823.517725704,49656.8,99.6,49701.5
