timestamp,Price [Md€],price_open,price_high,price_low,price_close,Amount [BTC],weighted_volume,bnus_vwap,sigma,bnus_vwmp (upper)
2021-02-24 16:30:00,0.05,49523.51,49877.7,49335.8,49341.98,17.01,843587.29997476,49581.94,128.47,49345.0
2021-02-24 17:00:00,0.05,49337.75,49978.47,49337.75,49738.96,20.52,1021698.45396243,49779.92,158.06,49778.16
2021-02-24 17:30:00,0.04,49767.25,50084.5,49657.21,50084.5,11.41,569016.56750281,49860.02,112.11,50049.57
2021-02-24 18:00:00,0.05,50065.13,50084.5,49546.01,49678.08,16.53,823032.62652311,49782.91,152.26,49729.08
2021-02-24 18:30:00,0.04,49678.07,49997.5,49583.25,49599.14,11.36,565766.37917219,49813.4,117.6,49719.75
2021-02-24 19:00:00,0.05,49601.14,49744.85,49370.52,49452.8,46.78,2317788.97806241,49549.56,87.89,49688.89
2021-02-24 19:30:00,0.05,49451.57,49456.21,48865.97,48982.64,38.66,1898761.1174953799,49119.81,110.24,49182.68
2021-02-24 20:00:00,0.05,48996.32,49272.2,48750.0,48887.84,19.68,965027.43459412,49030.1,136.23,48982.05
2021-02-24 20:30:00,0.06,48890.29,49223.15,48591.66,49174.6,30.53,1490480.9113290699,48826.77,143.0,48747.56
2021-02-24 21:00:00,0.06,49142.58,49180.95,48135.88,48171.78,22.62,1097680.41521977,48526.98,266.44,48650.01
2021-02-24 21:30:00,0.05,48174.2,48895.81,48142.97,48790.7,18.37,889622.5690306,48435.49,185.16,48717.58
2021-02-24 22:00:00,0.04,48744.47,48744.47,48054.15,48696.32,17.2,832639.99392879,48398.34,172.67,48325.24
2021-02-24 22:30:00,0.04,48700.29,48945.74,48500.0,48852.09,14.78,720154.65304535,48726.37,96.94,48893.79
2021-02-24 23:00:00,0.06,48829.4,49545.44,48753.08,49330.09,27.94,1376467.34661328,49261.39,146.55,49481.95
2021-02-24 23:30:00,0.07,49331.6,49770.84,49331.6,49714.5,26.67,1321195.02999283,49544.48,97.81,49574.72
