timestamp,stmp_vwmp (upper),lmax_vwmp (upper),gmni_vwmp (upper),itbi_vwmp (upper),okcn_vwmp (upper),bfnx_vwmp (upper),btrx_vwmp (upper),bfly_vwmp (upper),bnus_vwmp (upper),cbse_vwmp (upper),krkn_vwmp (upper),all_vwmp (upper)
2021-02-24 09:00:00,50688.85,50679.5,50755.5,50560.0,50794.31,50728.0,50977.0,50890.43,50801.09,50550.04,50909.0,50801.0
2021-02-24 09:30:00,51110.24,50834.0,51262.86,50840.0,51172.83,50724.0,51237.74,50907.35,51051.0,51025.8,51150.0,51003.9
2021-02-24 10:00:00,50927.78,50939.96,50457.26,50497.0,50617.67,50447.0,50946.63,,50627.69,50629.57,50610.2,50667.5
2021-02-24 10:30:00,50147.58,50557.0,50541.17,50510.25,50423.94,50489.0,50642.04,50486.11,50126.58,50490.36,50600.0,50650.6
2021-02-24 11:00:00,50301.17,50299.0,50231.77,50445.0,50606.27,50421.0,50837.75,50500.0,50430.25,50773.66,50546.9,50599.6
2021-02-24 11:30:00,50409.18,50664.0,50501.1,50455.25,50400.28,50287.02,50720.39,50702.08,50340.66,50340.56,50366.0,50366.0
2021-02-24 12:00:00,50758.39,51171.5,50949.07,50565.75,50606.12,50474.0,51111.62,51078.18,51082.44,50529.3,50738.2,50758.39
2021-02-24 12:30:00,51292.65,50850.0,51234.95,51212.75,50942.47,51083.0,51180.45,51229.87,51210.84,51258.45,51000.0,51000.0
2021-02-24 13:00:00,49686.93,50704.4,49890.31,49755.5,50622.95,50513.0,50761.77,49560.79,50963.94,50500.26,50081.8,50600.0
2021-02-24 13:30:00,49287.0,49723.0,49358.69,49500.75,49203.79,49089.0,49451.22,49209.12,49444.0,49485.0,49324.5,49451.22
2021-02-24 14:00:00,49622.45,49477.0,49500.0,49540.75,49504.47,49616.0,49550.72,49347.5,49430.0,49484.78,49386.8,49400.0
2021-02-24 14:30:00,49369.95,49544.5,49640.6,49384.25,49427.19,49052.89,49067.8,48888.0,49151.96,49069.93,48975.8,49069.9
2021-02-24 15:00:00,48773.04,49101.5,49450.57,49589.5,49385.65,48890.0,49535.88,49127.37,49469.53,49527.27,48555.0,48773.04
2021-02-24 15:30:00,49832.69,49357.0,49254.76,49357.75,49439.09,49788.0,49745.76,49304.15,49674.68,49244.3,49610.3,49507.4
2021-02-24 16:00:00,49973.98,49490.0,49477.09,49784.0,50074.31,49830.0,49745.76,49999.25,49741.0,49732.93,49814.6,49942.0
2021-02-24 16:30:00,49774.76,49508.0,49504.42,49602.0,49786.04,49500.0,49651.87,49537.17,49345.0,49647.91,49660.0,49660.0
2021-02-24 17:00:00,49613.15,49807.0,49873.78,49900.25,49744.76,49824.0,49689.67,49779.0,49778.16,49690.11,49901.9,49901.9
2021-02-24 17:30:00,49684.75,49731.5,49700.0,49806.0,49874.25,49833.91,49750.54,49731.74,50049.57,49818.2,49845.4,49845.4
2021-02-24 18:00:00,49591.37,49870.0,49579.61,49683.5,49692.34,49640.05,49599.05,49600.0,49729.08,49800.0,49603.3,49700.0
2021-02-24 18:30:00,49822.0,49611.0,49680.21,49612.75,49941.01,49731.0,49788.24,49700.0,49719.75,49790.05,49900.1,49790.05
2021-02-24 19:00:00,49418.47,49483.0,49500.0,49653.0,49511.75,49443.69,49380.57,49444.96,49688.89,49550.65,49533.6,49653.0
2021-02-24 19:30:00,49030.59,49056.0,48900.08,49024.75,48982.08,48849.0,49000.0,49400.0,49182.68,49176.17,49060.7,49000.9
2021-02-24 20:00:00,49184.21,48890.5,49010.0,49019.25,49160.11,49118.0,49057.67,49144.07,48982.05,48840.01,48821.7,48821.7
2021-02-24 20:30:00,48838.46,48809.5,48790.49,48668.5,48869.01,48731.35,49067.8,48929.05,48747.56,49149.16,48886.1,48795.8
2021-02-24 21:00:00,48209.01,48225.0,49091.0,48585.5,48238.43,48251.0,48728.81,48297.57,48650.01,48641.37,48700.0,48233.6
2021-02-24 21:30:00,48675.32,48802.5,48169.0,48260.25,48694.18,48315.07,48570.97,48499.0,48717.58,48266.7,48312.3,48312.3
2021-02-24 22:00:00,48628.65,48475.5,48132.5,48280.25,48155.58,48317.0,48389.83,48211.04,48325.24,48306.97,48150.5,48289.0
2021-02-24 22:30:00,48656.2,48545.0,48863.0,48720.0,48788.24,48733.0,48667.11,48864.19,48893.79,48858.85,48700.0,48867.28
2021-02-24 23:00:00,49320.0,49355.0,49309.1,49360.0,49284.87,49194.0,49067.8,,49481.95,49350.02,49500.0,49393.1
2021-02-24 23:30:00,49707.73,49767.0,49700.0,49688.75,49661.04,49695.0,49668.54,49712.15,49574.72,49644.53,49740.4,49462.1
