timestamp,stmp_vwmp (upper),lmax_vwmp (upper),gmni_vwmp (upper),itbi_vwmp (upper),okcn_vwmp (upper),bfnx_vwmp (upper),btrx_vwmp (upper),bfly_vwmp (upper),bnus_vwmp (upper),cbse_vwmp (upper),krkn_vwmp (upper),all_vwmp (upper)
2021-02-24 00:00:00,47160.76,47792.0,47998.96,48014.0,48292.33,47303.0,48019.06,48574.05,47605.05,47365.74,47802.6,47675.7
2021-02-24 00:30:00,48436.55,47742.0,47526.91,47822.0,47862.72,48410.0,47874.67,48191.14,47841.85,47426.26,47753.4,48472.1
2021-02-24 01:00:00,49215.58,49034.75,48917.48,49310.0,49060.19,49152.0,48690.5,48798.7,49030.23,48709.93,48916.0,49103.8
2021-02-24 01:30:00,49777.62,49850.0,49500.0,49679.75,49906.88,49675.0,49132.35,49818.51,48980.0,49850.0,49759.0,49500.0
2021-02-24 02:00:00,50192.13,50181.0,49957.78,50019.75,50240.11,50233.86,50073.06,50136.78,50236.58,50239.19,49955.0,50159.4
2021-02-24 02:30:00,50220.56,50120.0,50393.03,50307.75,50316.83,50334.0,50423.73,,50274.19,50248.8,50379.9,50165.3
2021-02-24 03:00:00,50379.19,50436.5,50350.0,50326.75,50374.24,50226.93,50487.6,,50303.96,50506.06,50379.9,50506.06
2021-02-24 03:30:00,50439.57,50377.75,50700.0,50276.5,50399.3,50363.15,50611.89,50948.0,50377.48,50894.39,50941.6,50941.6
2021-02-24 04:00:00,51108.41,51140.0,51111.18,51024.5,50676.36,51217.0,51294.82,50736.28,51267.09,51035.5,51230.0,51294.82
2021-02-24 04:30:00,50752.06,50819.0,50749.11,50718.25,50365.76,50803.0,50678.82,,50478.51,50787.01,50380.0,50678.82
2021-02-24 05:00:00,50261.19,50571.5,50894.92,50132.25,50925.48,50173.0,50500.01,,50544.79,50198.85,50672.3,50860.9
2021-02-24 05:30:00,50278.29,50521.0,50233.35,50413.25,50348.46,50346.0,50423.39,,50301.68,50428.14,50310.7,50310.7
2021-02-24 06:00:00,49588.76,49640.0,49464.49,49820.0,50520.56,50010.62,50065.01,50050.8,50217.25,50455.08,50000.0,49884.1
2021-02-24 06:30:00,50251.7,50097.5,49612.82,50021.5,49632.83,49893.0,49774.76,50018.9,49872.28,49929.0,49806.4,50063.9
2021-02-24 07:00:00,49759.4,49678.5,49732.44,49660.0,49912.9,49893.0,50139.61,49680.1,49941.0,49790.0,49600.0,50139.61
2021-02-24 07:30:00,50100.13,50148.5,50280.0,50177.75,50182.87,50107.0,50149.42,,49891.0,50265.07,49960.0,49960.0
2021-02-24 08:00:00,50832.06,50576.0,50400.0,50106.25,50677.62,50694.24,50253.23,49890.34,50625.35,50211.8,50100.0,50391.7
2021-02-24 08:30:00,50437.67,50616.5,50447.45,50841.5,50707.26,50450.0,50700.0,50726.45,50489.18,50750.8,50500.0,50713.9
