timestamp,Price [Md€],price_open,price_high,price_low,price_close,Amount [BTC],weighted_volume,all_vwap,sigma,all_vwmp (upper)
2021-02-24 02:00:00,0.56,50224.22,50597.47,49839.5,50588.9,834.27,41925518.170506746,50254.3,186.46,50159.4
2021-02-24 02:05:00,0.37,50588.91,50820.16,50211.0,50326.0,602.9,30418479.848699827,50453.41,86.75,50394.0
2021-02-24 02:10:00,0.31,50359.91,50396.66,49960.19,50324.93,312.61,15688301.774160197,50185.51,99.85,50045.7
2021-02-24 02:15:00,0.28,50343.82,50383.95,49890.0,50100.0,338.67,16959561.679352544,50077.18,121.3,49955.0
2021-02-24 02:20:00,0.24,50100.0,50171.748,49781.14,49857.97,284.8,14228830.982465982,49960.47,90.45,49844.7
2021-02-24 02:25:00,0.25,49857.98,50184.28,49836.7,50042.36,295.96,14800554.885874463,50009.06,82.57,50039.5
2021-02-24 02:30:00,0.27,50054.3,50380.0,50031.0,50225.1,291.36,14638085.708111128,50240.9,82.74,50123.8
2021-02-24 02:35:00,0.25,50228.51,50490.058,50198.25,50356.93,325.8,16418377.934576783,50393.99,57.3,50401.6
2021-02-24 02:40:00,0.26,50357.69,50399.99,50027.0,50095.2,355.39,17845333.6158542,50213.65,96.04,50290.7
2021-02-24 02:45:00,0.24,50097.12,50472.25,50083.96,50337.77,273.28,13752552.458096663,50323.75,78.18,50165.3
2021-02-24 02:50:00,0.2,50354.92,50456.42,50199.68,50374.23,231.37,11643240.517521458,50322.31,40.69,50274.18
2021-02-24 02:55:00,0.21,50374.56,50485.11,50110.0,50220.01,260.76,13115368.70919961,50297.26,75.43,50371.8
2021-02-24 03:00:00,0.21,50190.12,50573.39,50042.0,50424.0,243.2,12236230.146071957,50313.8,121.29,50379.9
2021-02-24 03:05:00,0.25,50452.14,50573.45,50255.0,50363.25,329.73,16645978.813583361,50483.56,69.39,50500.0
2021-02-24 03:10:00,0.21,50325.6,50540.0,50233.0,50447.48,296.49,14942283.955261726,50397.22,61.37,50379.19
2021-02-24 03:15:00,0.18,50433.09,50523.362,50206.0,50484.52,214.3,10791515.205728415,50356.23,65.04,50506.06
2021-02-24 03:20:00,0.16,50484.52,50513.89,50214.0,50318.39,225.62,11362150.08936014,50359.01,52.03,50350.0
2021-02-24 03:25:00,0.16,50318.39,50351.45,50161.0,50284.21,204.41,10278431.854383966,50282.82,40.15,50299.95
2021-02-24 03:30:00,0.14,50286.6,50391.84,50207.0,50384.29,166.74,8384714.806258875,50285.85,28.69,50278.5
2021-02-24 03:35:00,0.17,50384.29,50550.0,50236.75,50550.0,176.6,8901494.781869778,50404.0,55.51,50450.0
2021-02-24 03:40:00,0.16,50539.0,50576.389,50344.0,50448.5,179.93,9083336.103510393,50481.56,51.15,50444.3
2021-02-24 03:45:00,0.26,50448.28,50777.0,50270.0,50746.45,268.21,13545487.914196385,50502.44,125.2,50441.18
2021-02-24 03:50:00,0.28,50733.9,50940.04,50674.0,50835.25,397.94,20222639.68010508,50818.78,61.76,50894.39
2021-02-24 03:55:00,0.26,50866.69,51001.0,50800.0,50932.71,372.22,18956630.078839347,50927.97,44.09,50941.6
