timestamp,Price [Md€],price_open,price_high,price_low,price_close,Amount [BTC],weighted_volume,stmp_vwap,sigma,stmp_vwmp (upper)
2021-02-24 17:55:00,0.01,49820.03,50099.91,49820.03,50086.38,27.6,1379797.597463404,50000.61,75.18,49890.12
2021-02-24 18:00:00,0.01,50061.08,50091.97,49935.77,50021.65,32.07,1603440.634752081,50003.57,31.09,49990.73
2021-02-24 18:05:00,0.01,49955.96,49990.39,49723.68,49895.11,12.44,620293.4159222743,49849.04,55.96,49936.27
2021-02-24 18:10:00,0.01,49931.73,49931.73,49643.47,49673.57,14.7,730975.287560384,49730.64,61.29,49665.0
2021-02-24 18:15:00,0.01,49760.22,49849.47,49568.5,49600.05,13.41,667108.080265711,49751.07,88.31,49773.66
2021-02-24 18:20:00,0.01,49582.05,49684.15,49545.55,49656.88,10.76,533426.4636654954,49593.49,32.76,49591.37
2021-02-24 18:25:00,0.0,49670.68,49742.97,49651.12,49704.48,8.92,443177.8926472708,49708.73,25.67,49694.48
2021-02-24 18:30:00,0.01,49687.99,49958.69,49669.4,49958.69,14.12,703184.1042618843,49802.78,85.48,49822.0
2021-02-24 18:35:00,0.01,49960.76,50022.34,49917.49,49952.46,22.97,1147613.7865786531,49953.6,23.35,50022.34
2021-02-24 18:40:00,0.01,49961.15,49961.15,49854.0,49891.27,25.12,1253654.760913266,49915.62,27.01,49904.86
2021-02-24 18:45:00,0.0,49871.15,49885.42,49770.5,49875.04,8.64,430324.7401811581,49822.03,26.59,49834.07
2021-02-24 18:50:00,0.0,49856.39,49861.47,49685.62,49686.8,9.32,463726.9588444802,49749.05,45.45,49741.43
2021-02-24 18:55:00,0.01,49713.4,49754.69,49596.7,49618.4,11.48,570222.5278225268,49659.7,51.16,49617.15
2021-02-24 19:00:00,0.01,49631.06,49748.4,49598.89,49630.63,18.12,899846.844634468,49654.76,35.8,49705.42
2021-02-24 19:05:00,0.01,49630.63,49644.51,49367.7,49390.29,23.31,1154339.2845151087,49521.89,71.1,49522.55
2021-02-24 19:10:00,0.01,49399.28,49693.64,49375.1,49409.13,46.87,2319403.850830825,49485.6,75.98,49418.47
2021-02-24 19:15:00,0.01,49421.52,49557.38,49400.0,49528.45,34.17,1690859.3799130826,49478.59,34.53,49481.89
2021-02-24 19:20:00,0.0,49532.15,49615.7,49472.38,49534.32,14.28,707387.471414182,49539.09,28.85,49546.42
2021-02-24 19:25:00,0.01,49541.83,49552.64,49382.55,49451.55,13.14,649784.0440181349,49466.49,46.7,49502.63
2021-02-24 19:30:00,0.01,49440.65,49450.88,49145.56,49211.14,31.59,1555796.892009005,49254.8,68.4,49200.41
2021-02-24 19:35:00,0.01,49169.15,49213.75,48850.23,48914.16,21.81,1069103.90367561,49009.13,75.42,48985.54
2021-02-24 19:40:00,0.01,48932.07,49145.62,48932.07,49010.34,18.36,900636.216500597,49045.03,41.64,49093.84
2021-02-24 19:45:00,0.01,49000.0,49243.05,48962.36,49030.12,21.33,1047433.7503035925,49113.27,61.64,49115.75
2021-02-24 19:50:00,0.01,49032.4,49147.71,48923.69,48938.74,13.51,662885.4045526633,49048.43,46.83,49052.62
2021-02-24 19:55:00,0.0,48916.19,49093.76,48890.17,48991.68,7.86,385134.8737246712,49001.23,50.68,49030.59
2021-02-24 20:00:00,0.01,48971.58,49293.55,48864.69,49215.39,13.93,683633.828676114,49079.95,144.76,48955.61
2021-02-24 20:05:00,0.0,49235.15,49235.15,49049.12,49075.53,5.76,283088.4708206706,49106.52,53.75,49173.25
2021-02-24 20:10:00,0.01,49056.02,49246.95,49021.22,49217.85,13.07,642302.2607156181,49132.29,50.81,49184.21
2021-02-24 20:15:00,0.01,49198.64,49198.64,48951.58,48962.3,36.27,1780651.3498131998,49094.65,45.49,49056.94
2021-02-24 20:20:00,0.01,48964.33,49052.71,48781.47,48834.05,12.69,620807.265846842,48932.27,56.92,48915.0
2021-02-24 20:25:00,0.01,48840.55,48938.01,48764.54,48923.63,11.09,541722.6258865725,48845.11,44.07,48770.37
2021-02-24 20:30:00,0.01,48914.43,48914.43,48630.0,48724.76,69.69,3395025.810886943,48718.83,51.61,48713.12
2021-02-24 20:35:00,0.01,48733.52,48906.48,48615.55,48890.17,15.48,754900.8645477355,48775.68,76.75,48838.46
2021-02-24 20:40:00,0.01,48906.48,49049.0,48675.0,48696.96,20.11,981514.0474980004,48799.35,98.76,48955.0
2021-02-24 20:45:00,0.01,48684.51,48901.94,48676.77,48863.26,19.31,941850.5875059005,48785.54,63.78,48794.08
2021-02-24 20:50:00,0.01,48873.4,49030.87,48855.1,48990.05,20.95,1025676.0307842379,48954.94,43.09,48900.0
2021-02-24 20:55:00,0.02,48990.05,49262.14,48910.08,49178.11,53.16,2611657.1054635793,49128.99,80.41,48951.87
2021-02-24 21:00:00,0.01,49152.28,49191.28,48958.89,48961.01,29.94,1470453.646790744,49116.11,46.9,49066.88
2021-02-24 21:05:00,0.01,48952.21,49011.11,48644.1,48733.27,18.34,894883.6628314707,48804.18,87.18,48744.82
2021-02-24 21:10:00,0.01,48716.16,48726.95,48530.0,48546.12,26.15,1271153.577164757,48610.61,45.01,48575.47
2021-02-24 21:15:00,0.01,48546.12,48644.26,48250.0,48274.24,75.32,3650308.6496165674,48465.68,95.36,48530.0
2021-02-24 21:20:00,0.01,48291.7,48566.84,48156.63,48529.39,55.15,2664490.326450135,48314.94,103.08,48209.01
2021-02-24 21:25:00,0.01,48529.06,48529.06,48191.61,48196.08,11.9,574590.9458199742,48288.29,82.28,48346.22
2021-02-24 21:30:00,0.0,48203.36,48338.84,48171.8,48335.27,14.7,708989.0674022125,48238.42,41.54,48255.11
2021-02-24 21:35:00,0.01,48337.46,48558.05,48307.34,48397.51,17.64,854033.4784422157,48414.6,59.52,48307.34
2021-02-24 21:40:00,0.0,48433.76,48529.78,48411.85,48487.97,7.89,382493.4581065773,48468.37,27.48,48430.88
2021-02-24 21:45:00,0.0,48474.86,48474.86,48187.98,48263.98,11.52,556430.35295153,48307.1,87.26,48393.89
2021-02-24 21:50:00,0.01,48263.34,48369.0,48130.0,48369.0,17.65,850863.3378799311,48197.59,50.05,48176.87
2021-02-24 21:55:00,0.01,48336.45,48946.4,48310.87,48786.95,24.96,1215358.3243380848,48684.29,152.08,48675.32
2021-02-24 22:00:00,0.01,48768.54,48770.64,48366.3,48465.12,19.24,934814.9024330257,48596.73,90.83,48628.65
2021-02-24 22:05:00,0.01,48460.55,48510.96,48127.23,48156.76,19.27,930238.4076785909,48267.75,104.58,48129.53
2021-02-24 22:10:00,0.01,48156.76,48396.1,48050.0,48180.0,22.69,1093161.712348132,48186.12,96.55,48251.87
2021-02-24 22:15:00,0.01,48187.18,48490.59,48156.34,48342.03,25.82,1249497.5541736423,48384.02,72.33,48362.5
2021-02-24 22:20:00,0.01,48344.02,48480.97,48294.9,48479.33,12.85,621391.6376832984,48374.01,49.56,48469.81
2021-02-24 22:25:00,0.01,48476.46,48714.77,48452.74,48712.35,16.81,816827.6591752975,48582.36,89.14,48452.74
2021-02-24 22:30:00,0.01,48712.8,48926.83,48566.58,48913.34,19.99,975974.1492768876,48818.79,103.74,48777.43
2021-02-24 22:35:00,0.01,48947.82,48995.2,48641.67,48708.87,23.57,1150604.9944354042,48813.95,107.91,48808.59
2021-02-24 22:40:00,0.01,48707.54,48799.39,48600.0,48600.0,11.11,540964.2116216962,48701.06,37.08,48656.2
2021-02-24 22:45:00,0.01,48585.0,48777.5,48522.96,48719.81,20.63,1004784.0554689416,48699.16,73.93,48616.27
2021-02-24 22:50:00,0.01,48713.63,48861.65,48706.37,48828.36,15.12,737246.2115428168,48775.71,38.28,48733.5
2021-02-24 22:55:00,0.01,48860.39,48938.49,48746.43,48843.17,18.67,912188.6202358116,48868.89,42.77,48874.44
2021-02-24 23:00:00,0.01,48831.81,49285.61,48798.61,49216.4,8.34,408747.44969926827,49028.22,158.85,48813.62
2021-02-24 23:05:00,0.01,49204.71,49558.02,49204.71,49468.49,19.98,987419.9933072774,49408.21,84.8,49391.95
2021-02-24 23:10:00,0.01,49429.22,49429.22,49260.0,49411.28,23.01,1135322.1155065915,49350.88,33.92,49320.0
2021-02-24 23:15:00,0.01,49400.12,49400.12,49125.0,49176.76,21.28,1048007.358364164,49257.82,55.34,49202.82
2021-02-24 23:20:00,0.01,49170.35,49478.79,49170.35,49369.68,36.24,1788496.6740491046,49349.91,78.49,49230.62
2021-02-24 23:25:00,0.01,49372.63,49485.02,49234.0,49350.47,27.53,1358853.2334453377,49365.62,55.72,49307.37
2021-02-24 23:30:00,0.01,49359.77,49568.56,49359.77,49372.71,23.37,1155460.5622153475,49447.88,45.33,49538.09
2021-02-24 23:35:00,0.01,49385.42,49789.41,49385.42,49635.01,13.9,689849.9031749793,49635.26,79.5,49707.73
2021-02-24 23:40:00,0.01,49608.66,49637.02,49493.89,49597.65,54.07,2680911.6904056566,49586.78,41.99,49632.0
2021-02-24 23:45:00,0.01,49597.66,49774.36,49570.57,49708.91,38.58,1917825.3317549767,49706.11,46.78,49726.68
2021-02-24 23:50:00,0.01,49712.66,49750.12,49530.0,49556.84,45.77,2272233.4290068704,49647.89,49.61,49593.62
2021-02-24 23:55:00,0.01,49616.63,49754.0,49544.24,49754.0,31.33,1555835.7661290516,49658.91,58.02,49600.92
