timestamp,Price [Md€],price_open,price_high,price_low,price_close,Amount [BTC],weighted_volume,stmp_vwap,sigma,stmp_vwmp (upper)
2021-02-24 16:10:00,0.01,49882.79,49882.79,49665.0,49755.89,66.35,3300803.173761141,49751.59,32.75,49750.0
2021-02-24 16:15:00,0.01,49750.0,49750.0,49556.07,49592.4,17.0,844078.0420395893,49661.53,41.08,49640.36
2021-02-24 16:20:00,0.01,49574.17,49841.62,49418.88,49547.32,16.1,798427.2604204257,49584.81,107.13,49807.5
2021-02-24 16:25:00,0.0,49568.98,49654.27,49468.02,49518.52,8.08,400575.0273526689,49559.9,44.18,49604.68
2021-02-24 16:30:00,0.01,49536.01,49785.58,49472.96,49681.81,20.69,1027318.7509102626,49659.71,86.59,49496.28
2021-02-24 16:35:00,0.01,49691.91,49892.65,49680.0,49751.94,10.21,508188.2833001311,49775.53,53.91,49826.05
2021-02-24 16:40:00,0.01,49751.94,49751.94,49609.61,49627.11,12.38,615092.5983660163,49674.03,32.86,49631.05
2021-02-24 16:45:00,0.01,49636.04,49703.71,49563.84,49666.08,10.67,529605.0378838283,49647.5,39.04,49666.51
2021-02-24 16:50:00,0.01,49670.29,49810.91,49559.33,49559.33,6.12,304138.8528091192,49726.04,60.32,49774.76
2021-02-24 16:55:00,0.01,49552.67,49607.81,49328.53,49371.52,7.36,363747.2756989122,49444.85,81.17,49402.38
2021-02-24 17:00:00,0.01,49368.78,49655.85,49354.01,49640.17,10.71,530257.360373021,49533.14,91.61,49613.15
2021-02-24 17:05:00,0.01,49647.44,49997.49,49550.47,49930.0,15.92,793503.7592495685,49830.48,136.39,49690.1
2021-02-24 17:10:00,0.01,49950.17,49981.84,49755.0,49793.75,8.87,442565.9135058218,49913.1,60.95,49785.74
2021-02-24 17:15:00,0.0,49819.0,49932.93,49789.1,49887.99,4.27,213144.054551723,49861.93,36.35,49891.42
2021-02-24 17:20:00,0.0,49850.55,49965.9,49841.16,49933.45,8.16,407373.0387680464,49917.23,32.1,49900.0
2021-02-24 17:25:00,0.01,49882.15,49907.1,49721.63,49738.59,17.24,858728.772848388,49823.7,51.91,49834.98
2021-02-24 17:30:00,0.0,49736.75,49914.59,49629.06,49678.19,7.59,377339.5658789777,49723.85,75.55,49871.59
2021-02-24 17:35:00,0.0,49700.4,49867.95,49665.54,49788.83,5.87,291690.3408844766,49718.37,52.88,49684.75
2021-02-24 17:40:00,0.0,49797.23,49948.2,49743.33,49900.43,7.99,398656.1100582147,49880.8,49.4,49944.0
2021-02-24 17:45:00,0.0,49900.43,49939.83,49778.02,49813.23,9.08,452729.54270750243,49849.98,39.72,49914.66
2021-02-24 17:50:00,0.0,49813.23,49880.21,49800.0,49857.08,8.78,437526.7799143465,49842.59,19.8,49846.44
