timestamp,Price [Md€],price_open,price_high,price_low,price_close,Amount [BTC],weighted_volume,okcn_vwap,sigma,okcn_vwmp (upper)
2021-02-24 18:35:00,0.0,49957.76,50016.17,49940.84,49941.01,1.96,98142.770999,49993.77,29.1,49941.01
2021-02-24 18:40:00,0.0,49950.18,49950.18,49891.21,49891.21,0.25,12682.070915999999,49929.41,15.66,49915.18
2021-02-24 18:45:00,0.0,49898.97,49898.97,49797.67,49874.68,1.16,57962.873190000006,49826.25,28.09,49814.91
2021-02-24 18:50:00,0.0,49832.52,49832.52,49696.37,49711.43,0.86,42861.580753,49746.5,32.86,49832.52
2021-02-24 18:55:00,0.0,49744.12,49771.67,49614.19,49622.72,4.13,205082.782671,49656.85,49.62,49638.4
2021-02-24 19:00:00,0.0,49630.99,49719.18,49611.75,49660.16,0.63,31180.339323,49650.22,30.03,49693.78
2021-02-24 19:05:00,0.0,49642.05,49642.05,49392.72,49397.35,11.31,559722.130981,49502.27,58.14,49622.12
2021-02-24 19:10:00,0.0,49481.14,49665.6,49399.08,49399.08,2.25,111216.729489,49489.04,63.73,49464.49
2021-02-24 19:15:00,0.0,49436.09,49551.09,49425.79,49529.52,0.42,20673.383088000002,49469.69,28.78,49512.3
2021-02-24 19:20:00,0.0,49551.36,49605.56,49511.89,49533.25,1.29,63958.71279899999,49565.03,26.36,49514.22
2021-02-24 19:25:00,0.0,49544.15,49561.8,49416.8,49457.47,0.52,25845.952362,49456.47,47.85,49430.03
2021-02-24 19:30:00,0.0,49446.33,49475.25,49148.26,49205.74,3.57,176265.655352,49311.98,86.35,49213.53
2021-02-24 19:35:00,0.0,49184.52,49215.13,48883.68,48897.16,2.13,104283.096355,49012.12,100.33,49026.69
2021-02-24 19:40:00,0.0,48970.82,49142.05,48953.94,49043.04,1.11,54307.21086,49066.87,49.33,49030.82
2021-02-24 19:45:00,0.0,49131.29,49178.96,49057.27,49057.27,6.43,316298.347456,49156.63,40.1,49114.62
2021-02-24 19:50:00,0.0,49083.32,49145.68,48949.36,48982.08,0.33,16094.672912,49069.12,46.52,48982.08
2021-02-24 19:55:00,0.0,48913.43,49087.2,48888.35,49003.83,0.82,40148.672588,48967.77,48.02,49087.2
2021-02-24 20:00:00,0.0,49006.93,49265.31,48882.17,49258.08,2.3,112946.136933,49006.87,141.43,48939.03
2021-02-24 20:05:00,0.0,49207.82,49239.52,49072.75,49091.23,0.18,8894.245071000001,49112.34,47.25,49169.61
2021-02-24 20:10:00,0.0,49055.02,49211.29,49055.02,49201.35,0.35,17390.760854,49182.02,40.44,49156.44
2021-02-24 20:15:00,0.0,49105.93,49128.54,49040.05,49056.07,0.39,18904.70016,49090.37,24.12,49093.0
2021-02-24 20:20:00,0.0,48980.4,49043.91,48823.21,48859.14,0.62,30138.277382,48957.57,54.35,48958.25
2021-02-24 20:25:00,0.0,48820.09,48926.49,48790.24,48911.77,7.88,384669.267616,48801.03,44.86,48879.95
2021-02-24 20:30:00,0.0,48869.01,48869.01,48640.92,48737.47,1.69,82309.115197,48758.44,55.63,48869.01
2021-02-24 20:35:00,0.0,48743.42,48859.29,48614.98,48813.02,0.51,24989.562192,48722.09,68.02,48653.79
2021-02-24 20:40:00,0.0,48875.95,49030.12,48687.94,48687.94,1.05,51129.777942999994,48918.65,101.71,48875.95
2021-02-24 20:45:00,0.0,48689.44,48872.04,48676.45,48869.64,2.58,125562.810056,48749.0,57.53,48748.9
2021-02-24 20:50:00,0.0,48894.81,49011.33,48879.8,48991.88,0.46,22498.886667,48963.84,41.05,48912.34
2021-02-24 20:55:00,0.0,48946.99,49206.6,48946.99,49195.04,0.31,15359.404736,49102.96,86.25,49136.39
2021-02-24 21:00:00,0.0,49104.75,49193.77,49031.28,49037.25,0.73,35687.770973,49109.36,39.78,49087.82
2021-02-24 21:05:00,0.0,48978.83,48997.25,48669.45,48730.28,2.86,139479.352743,48760.48,86.63,48774.29
2021-02-24 21:10:00,0.0,48722.23,48722.23,48552.07,48557.36,1.19,58129.044617,48651.69,47.26,48552.07
2021-02-24 21:15:00,0.0,48550.86,48621.42,48261.3,48261.3,1.57,75964.002938,48366.23,94.55,48360.97
2021-02-24 21:20:00,0.0,48279.12,48571.22,48198.75,48569.39,4.34,209507.045469,48240.17,100.83,48203.44
2021-02-24 21:25:00,0.0,48427.02,48460.53,48199.9,48225.14,0.35,16659.330425,48259.94,72.65,48389.74
2021-02-24 21:30:00,0.0,48189.34,48371.32,48189.34,48347.49,0.89,43132.490732,48295.25,45.28,48260.1
2021-02-24 21:35:00,0.0,48358.32,48567.1,48289.19,48384.22,1.81,87817.900933,48443.24,59.66,48289.19
2021-02-24 21:40:00,0.0,48493.83,48500.9,48431.31,48485.14,0.05,2196.149356,48480.12,16.84,48486.4
2021-02-24 21:45:00,0.0,48472.39,48477.58,48253.71,48253.71,3.4,164737.903343,48432.38,81.24,48436.14
2021-02-24 21:50:00,0.0,48271.03,48312.19,48170.42,48312.19,1.99,96234.988301,48274.39,43.21,48301.32
2021-02-24 21:55:00,0.0,48340.34,48882.33,48330.54,48798.62,0.3,14717.320046,48748.99,165.7,48694.18
2021-02-24 22:00:00,0.0,48737.81,48737.81,48403.43,48454.17,3.57,172993.169173,48485.99,101.02,48417.46
2021-02-24 22:05:00,0.0,48498.37,48539.97,48160.58,48160.58,0.19,9188.496888,48436.99,121.05,48233.2
2021-02-24 22:10:00,0.0,48155.58,48390.1,48082.02,48219.51,1.97,94790.882396,48158.76,91.49,48155.58
2021-02-24 22:15:00,0.0,48279.85,48490.68,48279.85,48360.91,0.93,44868.335279,48370.35,62.57,48318.5
2021-02-24 22:20:00,0.0,48316.41,48428.13,48303.52,48428.13,0.04,1814.8993719999999,48397.32,41.59,48421.52
2021-02-24 22:25:00,0.0,48476.2,48703.53,48445.68,48703.53,2.71,131847.216891,48583.98,66.69,48703.53
2021-02-24 22:30:00,0.0,48714.16,48923.4,48558.78,48797.17,1.59,77371.433851,48753.27,88.33,48809.3
2021-02-24 22:35:00,0.0,48931.58,48999.82,48621.6,48700.38,0.36,17605.477195,48768.63,111.5,48700.38
2021-02-24 22:40:00,0.0,48713.17,48762.41,48638.12,48638.12,0.15,7226.990887,48699.4,32.95,48717.45
2021-02-24 22:45:00,0.0,48591.98,48794.54,48502.15,48718.68,2.26,110069.780994,48705.6,80.62,48730.43
2021-02-24 22:50:00,0.0,48697.77,48863.46,48697.77,48835.08,0.78,38216.357701,48795.15,44.24,48780.25
2021-02-24 22:55:00,0.0,48893.59,48916.59,48779.6,48894.64,0.12,6033.243952,48852.18,48.87,48913.37
2021-02-24 23:00:00,0.0,48801.95,49278.05,48772.51,49271.35,0.76,37403.593909,48983.23,172.04,48813.8
2021-02-24 23:05:00,0.0,49280.86,49549.5,49280.86,49520.71,0.97,47834.445533,49380.04,63.54,49458.24
2021-02-24 23:10:00,0.0,49476.33,49476.33,49264.23,49307.45,2.33,114994.025499,49376.97,69.01,49264.23
2021-02-24 23:15:00,0.0,49343.81,49343.81,49133.24,49232.6,0.91,44799.233615,49240.75,50.54,49168.51
2021-02-24 23:20:00,0.0,49209.75,49489.9,49209.75,49375.49,1.59,78479.780055,49314.93,78.5,49333.68
2021-02-24 23:25:00,0.0,49403.8,49495.01,49248.62,49279.29,0.65,32298.211631000002,49370.55,67.73,49495.01
2021-02-24 23:30:00,0.0,49399.58,49537.83,49370.23,49370.23,0.8,39757.348806,49467.9,43.53,49465.43
2021-02-24 23:35:00,0.0,49396.85,49786.94,49396.85,49585.78,11.21,557244.733212,49689.66,93.89,49594.83
2021-02-24 23:40:00,0.0,49587.96,49641.55,49519.94,49598.46,2.25,111354.994557,49588.08,31.72,49561.29
2021-02-24 23:45:00,0.0,49599.69,49762.07,49589.84,49688.46,0.48,23611.601593,49708.63,46.6,49721.92
2021-02-24 23:50:00,0.0,49717.68,49742.31,49546.37,49583.42,2.03,100824.955744,49606.37,46.47,49661.04
2021-02-24 23:55:00,0.0,49612.05,49735.6,49550.22,49724.93,4.21,208911.792203,49675.85,50.85,49648.3
