timestamp,stmp_vwmp (upper),lmax_vwmp (upper),gmni_vwmp (upper),itbi_vwmp (upper),okcn_vwmp (upper),bfnx_vwmp (upper),btrx_vwmp (upper),bfly_vwmp (upper),bnus_vwmp (upper),cbse_vwmp (upper),krkn_vwmp (upper),all_vwmp (upper)
2021-02-24 15:10:00,48975.72,49156.0,49063.29,49100.0,49084.0,49042.0,49108.25,49127.37,48952.0,49057.44,49000.0,49000.0
2021-02-24 15:15:00,48773.04,48872.5,48894.41,48880.0,48871.39,48890.0,49018.91,,49007.42,48883.41,49034.1,48773.04
2021-02-24 15:20:00,48664.99,48644.0,48673.91,48694.5,48720.53,48539.0,48668.79,48542.0,48587.4,48563.08,48555.0,48555.0
2021-02-24 15:25:00,48941.85,49188.5,49181.66,49124.5,49184.35,49031.0,48892.36,48971.42,49177.53,49027.3,49118.7,49118.7
2021-02-24 15:30:00,49166.47,49109.5,49341.96,49101.75,49289.84,49113.0,49332.9,49304.15,49172.29,49336.82,49300.0,49341.96
2021-02-24 15:35:00,49423.12,49278.0,49500.0,49456.5,49369.37,49542.6,49561.36,,49559.38,49425.95,49484.2,49484.2
2021-02-24 15:40:00,49333.11,49375.0,49232.73,49357.75,49225.63,49300.0,49340.09,49321.43,49361.31,49244.3,49350.0,49350.0
2021-02-24 15:45:00,49583.19,49264.0,49254.76,49600.0,49647.89,49303.32,49500.0,,49476.1,49379.4,49610.3,49610.3
2021-02-24 15:50:00,49515.0,49600.5,49641.35,49633.5,49576.9,49552.0,49645.24,,49555.33,49571.15,49598.1,49552.0
2021-02-24 15:55:00,49832.69,49767.0,49830.0,49602.25,49869.63,49788.0,49745.76,,49764.06,49603.25,49618.0,49618.0
2021-02-24 16:00:00,50000.0,49948.5,50000.0,50016.75,50059.83,49830.0,50068.7,49999.25,50032.14,49812.05,49850.0,49999.6
2021-02-24 16:05:00,49973.98,49882.0,49900.0,49884.5,49907.04,49895.0,49844.15,49969.31,49994.47,49962.08,49814.6,49814.6
2021-02-24 16:10:00,49750.0,49867.0,49725.0,49784.0,49771.65,49698.64,49745.76,49769.03,49741.0,49732.93,49736.0,49736.0
2021-02-24 16:15:00,49640.36,49627.5,49700.0,49700.25,49720.77,49733.0,49764.65,,49692.6,49635.1,49650.0,49650.0
2021-02-24 16:20:00,49807.5,49566.5,49477.09,49665.75,49721.72,49437.66,49523.87,49449.13,49487.37,49782.99,49778.0,49477.09
2021-02-24 16:25:00,49604.68,49590.5,49550.0,49540.25,49497.23,49577.46,49633.05,49640.73,49624.47,49521.03,49586.7,49586.7
2021-02-24 16:30:00,49496.28,49508.0,49729.46,49609.5,49612.17,49586.0,49733.75,49537.17,49676.64,49671.12,49515.5,49515.5
2021-02-24 16:35:00,49826.05,49732.82,49827.32,49819.25,49786.04,49789.0,49805.05,,49810.11,49833.33,49855.0,49815.0
2021-02-24 16:40:00,49631.05,49623.0,49750.0,49628.0,49694.11,49603.65,49651.87,,49640.98,49647.56,49698.6,49698.6
2021-02-24 16:45:00,49666.51,49670.5,49660.53,49640.0,49587.73,49575.0,49600.55,,49649.09,49647.91,49601.0,49647.91
2021-02-24 16:50:00,49774.76,49591.0,49783.04,49741.75,49629.4,49500.0,49730.06,,49605.81,49762.57,49660.0,49660.0
2021-02-24 16:55:00,49402.38,49593.5,49504.42,49602.0,49425.57,49444.0,49406.78,,49345.0,49410.78,49426.2,49426.2
2021-02-24 17:00:00,49613.15,49525.0,49563.21,49571.75,49606.14,49360.0,49621.0,,49414.6,49481.79,49521.8,49521.8
2021-02-24 17:05:00,49690.1,49931.5,49748.86,49760.25,49969.72,49590.52,49689.67,49717.23,49787.28,49690.11,49673.3,49690.11
2021-02-24 17:10:00,49785.74,49940.5,49845.37,49900.25,49802.92,49759.0,49977.56,,49792.14,49895.45,49901.9,49901.9
2021-02-24 17:15:00,49891.42,49785.0,49783.08,49880.0,49865.26,49805.0,49853.08,,49863.92,49870.0,49908.5,49908.5
2021-02-24 17:20:00,49900.0,49881.0,49877.87,49954.25,49903.99,49816.0,49842.74,,49867.35,49922.01,49885.2,49878.43
2021-02-24 17:25:00,49834.98,49763.0,49777.75,49800.25,49744.76,49824.0,49785.98,49779.0,49821.71,49796.89,49779.5,49779.5
2021-02-24 17:30:00,49871.59,49731.5,49734.0,49771.0,49773.96,49708.0,49773.13,,49661.37,49711.37,49834.9,49834.9
2021-02-24 17:35:00,49684.75,49776.5,49700.0,49806.0,49679.67,49631.91,49750.54,49731.74,49829.69,49818.2,49679.7,49700.0
2021-02-24 17:40:00,49944.0,49844.5,49890.0,49867.75,49860.1,49734.0,49926.72,,49845.19,49906.87,49760.5,49760.5
2021-02-24 17:45:00,49914.66,49888.0,49857.88,49855.5,49806.7,49838.0,49805.8,,49867.97,49869.91,49812.9,49812.9
2021-02-24 17:50:00,49846.44,49824.5,49850.63,49864.5,49854.03,49790.0,49847.78,,49844.52,49804.95,49827.6,49827.6
2021-02-24 17:55:00,49890.12,50031.5,50034.96,49960.5,50012.04,49833.91,50063.9,,50049.57,50054.39,49999.0,49835.12
2021-02-24 18:00:00,49990.73,49975.0,50005.78,50020.0,50017.57,49965.08,50050.0,,49978.34,50010.88,50016.5,50016.5
2021-02-24 18:05:00,49936.27,49884.16,49875.91,50020.0,49814.52,49839.0,49857.88,,49800.0,49800.0,49829.6,49800.0
2021-02-24 18:10:00,49665.0,49680.0,49743.97,49729.0,49931.51,49640.05,49677.45,,49688.41,49875.0,49713.0,49713.0
2021-02-24 18:15:00,49773.66,49732.0,49772.54,49680.0,49738.58,49804.0,49605.11,49600.0,49700.0,49724.29,49700.0,49700.0
2021-02-24 18:20:00,49591.37,49583.0,49579.61,49571.25,49593.67,49565.0,49599.05,,49586.15,49673.37,49603.3,49579.61
2021-02-24 18:25:00,49694.48,49699.0,49675.66,49683.5,49702.31,49656.0,49703.48,,49729.08,49724.6,49700.0,49700.0
2021-02-24 18:30:00,49822.0,49930.0,49680.21,49896.75,49936.19,49731.0,49911.98,49700.0,49800.0,49880.92,49799.9,49680.21
2021-02-24 18:35:00,50022.34,49993.5,50005.39,49940.25,49941.01,49956.0,49927.96,,49906.63,49956.79,49984.0,49984.0
2021-02-24 18:40:00,49904.86,49860.5,49923.12,49891.75,49915.18,49848.0,49894.62,,49881.6,49867.99,49900.1,49900.1
2021-02-24 18:45:00,49834.07,49907.5,49872.86,49860.25,49814.91,49784.0,49786.17,,49765.44,49790.05,49800.0,49790.05
2021-02-24 18:50:00,49741.43,49876.5,49779.0,49722.5,49832.52,49694.89,49788.24,,49715.28,49832.35,49834.7,49779.0
2021-02-24 18:55:00,49617.15,49611.0,49700.45,49612.75,49638.4,49612.96,49730.84,,49719.75,49700.0,49619.1,49612.75
2021-02-24 19:00:00,49705.42,49731.5,49644.3,49653.0,49693.78,49618.0,49642.85,,49688.89,49640.0,49701.0,49653.0
2021-02-24 19:05:00,49522.55,49632.5,49400.0,49629.25,49622.12,49475.0,49523.87,,49472.45,49524.39,49533.6,49629.25
2021-02-24 19:10:00,49418.47,49505.5,49500.0,49480.25,49464.49,49443.69,49380.57,49444.96,49402.46,49646.31,49424.8,49380.57
2021-02-24 19:15:00,49481.89,49522.0,49490.0,49460.25,49512.3,49380.0,49480.59,,49454.75,49474.54,49500.0,49500.0
2021-02-24 19:20:00,49546.42,49516.5,49547.06,49503.0,49514.22,49578.0,49556.67,,49502.48,49550.65,49516.6,49516.6
2021-02-24 19:25:00,49502.63,49483.0,49457.78,49520.0,49430.03,49428.0,49526.16,,49452.92,49472.61,49515.0,49428.0
2021-02-24 19:30:00,49200.41,49176.0,49184.26,49300.25,49213.53,49306.0,49200.0,49400.0,49182.68,49176.17,49265.5,49265.5
2021-02-24 19:35:00,48985.54,49012.5,48900.08,49024.75,49026.69,48849.0,48975.65,48997.6,48899.99,49100.0,49060.7,49060.7
2021-02-24 19:40:00,49093.84,49011.0,49042.46,49041.25,49030.82,49025.0,48894.04,,48889.23,48976.64,49096.9,49096.9
2021-02-24 19:45:00,49115.75,49047.5,49000.0,49077.0,49114.62,49180.0,49000.0,,49200.0,49000.0,49100.0,49100.0
2021-02-24 19:50:00,49052.62,49008.5,49000.0,49057.0,48982.08,49056.0,49000.0,,48970.68,49054.74,49000.9,49000.9
2021-02-24 19:55:00,49030.59,48940.5,48925.0,49000.0,49087.2,48961.0,49013.52,,49017.77,48972.16,48929.0,49030.59
2021-02-24 20:00:00,48955.61,48926.0,48900.0,49205.0,48939.03,49118.0,49116.23,49144.07,48905.87,49142.26,49216.1,49168.2
2021-02-24 20:05:00,49173.25,49210.5,49193.25,49123.25,49169.61,49156.0,49138.25,,49099.99,49108.15,49221.0,49221.0
2021-02-24 20:10:00,49184.21,49045.0,49057.37,49220.0,49156.44,49099.0,49057.67,,49190.65,49093.32,49034.5,49093.32
2021-02-24 20:15:00,49056.94,48950.03,49010.0,49060.75,49093.0,49086.0,49038.77,,49031.68,48957.11,49116.0,49116.0
2021-02-24 20:20:00,48915.0,48921.5,48824.72,49019.25,48958.25,48937.0,48890.69,,48982.05,48890.0,48809.1,48809.1
2021-02-24 20:25:00,48770.37,48823.0,48886.23,48887.75,48879.95,48780.0,48761.94,,48843.24,48840.01,48821.7,48821.7
2021-02-24 20:30:00,48713.12,48753.0,48713.59,48668.5,48869.01,48731.35,48765.38,,48699.99,48853.61,48749.9,48749.9
2021-02-24 20:35:00,48838.46,48644.0,48790.49,48812.0,48653.79,48624.0,48785.57,,48747.56,48806.9,48779.3,48795.8
2021-02-24 20:40:00,48955.0,48705.0,48975.6,48792.25,48875.95,48876.0,48863.65,48929.05,48864.53,48862.55,48891.5,48891.5
2021-02-24 20:45:00,48794.08,48746.5,48842.36,48820.0,48748.9,48666.0,48656.49,,48682.69,48730.8,48791.2,48791.2
2021-02-24 20:50:00,48900.0,48877.0,48874.8,48900.25,48912.34,48954.02,48944.14,,48940.99,48962.52,48886.1,48886.1
2021-02-24 20:55:00,48951.87,49259.5,49005.45,49132.25,49136.39,48917.0,49067.8,49144.07,49157.07,49148.1,48991.4,48991.4
2021-02-24 21:00:00,49066.88,49144.0,49091.0,48983.5,49087.82,49132.0,49000.0,,49163.45,49000.0,49159.7,49091.0
2021-02-24 21:05:00,48744.82,48935.5,48800.0,48872.0,48774.29,48763.0,48728.81,48844.07,48687.12,48865.08,48700.0,48700.0
2021-02-24 21:10:00,48575.47,48564.0,48591.06,48567.0,48552.07,48731.25,48625.87,,48650.01,48641.37,48617.7,48641.37
2021-02-24 21:15:00,48530.0,48557.0,48513.35,48585.5,48360.97,48251.0,48469.8,48297.57,48414.01,48557.31,48375.0,48375.0
2021-02-24 21:20:00,48209.01,48534.5,48271.06,48380.25,48203.44,48260.0,48248.3,,48347.83,48305.25,48418.4,48209.01
2021-02-24 21:25:00,48346.22,48489.0,48200.0,48367.5,48389.74,48347.0,48190.0,,48295.85,48219.48,48233.6,48233.6
2021-02-24 21:30:00,48255.11,48316.0,48251.21,48240.5,48260.1,48315.0,48206.79,48202.94,48311.7,48169.59,48312.3,48312.3
2021-02-24 21:35:00,48307.34,48391.0,48522.14,48400.25,48289.19,48361.0,48504.66,48413.49,48314.6,48434.65,48463.0,48463.0
2021-02-24 21:40:00,48430.88,48426.0,48493.86,48453.5,48486.4,48463.0,48411.59,,48487.64,48477.21,48462.7,48462.7
2021-02-24 21:45:00,48393.89,48433.0,48244.85,48260.25,48436.14,48302.0,48471.12,,48448.11,48446.22,48430.2,48430.2
2021-02-24 21:50:00,48176.87,48172.0,48169.0,48182.5,48301.32,48242.0,48222.35,,48290.05,48266.71,48179.1,48266.71
2021-02-24 21:55:00,48675.32,48802.5,48841.56,48823.5,48694.18,48377.0,48570.97,48499.0,48717.58,48703.3,48753.9,48753.9
2021-02-24 22:00:00,48628.65,,48529.59,48547.25,48417.46,48612.0,48451.65,,48579.99,48750.0,48610.5,48611.0
2021-02-24 22:05:00,48129.53,48249.5,48400.0,48280.25,48233.2,48313.65,48389.83,48211.04,48325.24,48306.97,48175.0,48175.0
2021-02-24 22:10:00,48251.87,48226.5,48132.5,48155.0,48155.58,48265.0,48104.94,48148.7,48291.72,48365.0,48289.0,48289.0
2021-02-24 22:15:00,48362.5,48442.5,48453.91,48420.0,48318.5,48342.62,48437.4,48196.87,48436.24,48421.9,48468.9,48468.9
2021-02-24 22:20:00,48469.81,48434.75,48519.11,48305.0,48421.52,48325.0,48372.53,,48423.19,48325.02,48421.0,48421.0
2021-02-24 22:25:00,48452.74,48499.5,48490.97,48663.5,48703.53,48662.1,48667.11,,48612.49,48552.15,48677.0,48677.0
2021-02-24 22:30:00,48777.43,48744.5,48920.8,48860.0,48809.3,48900.92,48667.11,48864.19,48564.09,48874.47,48889.6,48858.85
2021-02-24 22:35:00,48808.59,48692.0,48670.39,48886.75,48700.38,48861.0,48784.03,,48893.79,48681.74,48813.4,48813.4
2021-02-24 22:40:00,48656.2,48616.0,48689.92,48720.0,48717.45,48733.0,48678.9,,48691.45,48616.94,48700.0,48700.0
2021-02-24 22:45:00,48616.27,48586.0,48737.52,48560.0,48730.43,48505.0,48700.0,,48686.11,48723.12,48551.1,48551.1
2021-02-24 22:50:00,48733.5,48718.0,48820.0,48852.0,48780.25,48850.0,48778.33,,48750.95,48847.27,48849.3,48733.5
2021-02-24 22:55:00,48874.44,48878.5,48863.0,48804.0,48913.37,48907.0,48890.0,,48894.03,48765.23,48831.7,48831.7
2021-02-24 23:00:00,48813.62,48861.5,49236.17,48900.0,48813.8,49230.0,49067.8,,48954.83,49211.98,48808.7,48808.7
2021-02-24 23:05:00,49391.95,49200.5,49388.5,49500.0,49458.24,49363.0,49500.0,,49481.95,49428.7,49500.0,49500.0
2021-02-24 23:10:00,49320.0,49358.0,49309.1,49360.0,49264.23,49360.0,49366.86,,49378.02,49350.02,49355.0,49350.02
2021-02-24 23:15:00,49202.82,49240.0,49230.49,49256.0,49168.51,49194.0,49220.0,,49369.12,49246.16,49212.1,49212.1
2021-02-24 23:20:00,49230.62,49293.0,49324.74,49321.0,49333.68,49376.0,49246.07,,49366.5,49380.57,49369.9,49369.9
2021-02-24 23:25:00,49307.37,49355.0,49400.18,49420.0,49495.01,49460.0,49307.35,,49398.44,49419.59,49393.1,49393.1
2021-02-24 23:30:00,49538.09,49506.0,49432.54,49500.25,49465.43,49476.01,49500.0,,49423.03,49400.43,49462.1,49462.1
2021-02-24 23:35:00,49707.73,49583.0,49700.0,49688.75,49594.83,49569.0,49667.86,,49574.72,49644.53,49746.8,49746.8
2021-02-24 23:40:00,49632.0,49577.0,49602.82,49609.25,49561.29,49569.0,49550.0,49603.44,49590.93,49627.49,49510.1,49510.1
2021-02-24 23:45:00,49726.68,49664.0,49659.92,49720.0,49721.92,49695.0,49668.54,,49601.72,49600.0,49610.0,49610.0
2021-02-24 23:50:00,49593.62,49711.0,49607.37,49737.5,49661.04,49582.0,49658.0,,49643.13,49643.97,49740.4,49740.4
2021-02-24 23:55:00,49600.92,49642.5,49731.81,49590.75,49648.3,49690.88,49713.11,49712.15,49695.75,49629.87,49698.3,49698.3
