timestamp,Price [Md€],price_open,price_high,price_low,price_close,Amount [BTC],weighted_volume,itbi_vwap,sigma,itbi_vwmp (upper)
2021-02-24 06:10:00,0.01,50554.0,50562.0,49644.75,49801.0,19.07,951923.1704430674,49905.76,295.14,49771.0
2021-02-24 06:15:00,0.01,49697.75,49928.25,49500.0,49676.25,13.18,654416.94209142,49644.54,136.08,49860.0
2021-02-24 06:20:00,0.0,49714.0,50142.0,49597.0,50117.5,2.18,109021.50099738751,49982.57,171.35,49917.0
2021-02-24 06:25:00,0.0,50103.25,50140.75,49633.0,49668.5,2.68,133164.2611857675,49722.21,132.18,49843.25
2021-02-24 06:30:00,0.0,49687.25,49934.5,49619.0,49783.5,2.44,121384.2849036025,49790.68,70.53,49821.75
2021-02-24 06:35:00,0.0,49841.0,49903.75,49601.75,49888.25,7.24,360286.7085858175,49732.31,68.72,49687.0
2021-02-24 06:40:00,0.0,49880.5,50023.5,49785.0,50021.5,0.63,31507.87898215,49889.65,71.25,50021.5
2021-02-24 06:45:00,0.0,50040.0,50419.75,50040.0,50221.25,0.4,20252.0241846225,50273.56,106.56,50200.0
2021-02-24 06:50:00,0.0,50262.75,50262.75,49980.25,50014.25,0.66,32915.32494203,50108.18,61.22,50014.0
2021-02-24 06:55:00,0.0,49997.25,50179.0,49962.25,50104.75,0.28,13915.6668716375,50097.04,49.19,49980.0
2021-02-24 07:00:00,0.0,50104.75,50199.25,49960.0,50049.5,0.49,24409.7314220325,50103.56,55.55,49960.0
2021-02-24 07:05:00,0.0,50032.5,50045.25,49777.0,49840.75,2.14,106789.1605789075,49866.75,83.32,50032.5
2021-02-24 07:10:00,0.0,49840.0,49860.0,49555.25,49609.5,0.8,39647.552602035,49667.51,91.18,49720.0
2021-02-24 07:15:00,0.0,49580.25,49860.75,49567.25,49745.75,0.47,23122.33336737,49680.63,83.82,49660.0
2021-02-24 07:20:00,0.0,49780.0,50048.0,49780.0,49989.75,0.48,23971.8529830575,49993.62,72.38,50000.0
2021-02-24 07:25:00,0.0,50013.5,50013.5,49663.25,49698.75,2.13,106466.49380427999,49916.64,88.69,49953.5
2021-02-24 07:30:00,0.0,49713.25,50055.5,49713.25,50038.75,0.32,15841.023491054999,49952.97,75.38,49932.0
2021-02-24 07:35:00,0.0,49953.0,50250.0,49952.75,50127.0,1.17,58355.097386559995,50050.57,99.05,50177.75
2021-02-24 07:40:00,0.0,50155.5,50163.75,50053.75,50111.25,0.13,6693.8278450825,50103.58,34.08,50161.75
2021-02-24 07:45:00,0.0,50089.0,50251.25,50019.5,50213.75,0.3,14868.6132886625,50096.18,68.11,50090.0
2021-02-24 07:50:00,0.0,50214.0,50327.75,50119.5,50168.5,0.26,12949.1462180975,50194.56,73.23,50299.75
2021-02-24 07:55:00,0.0,50134.0,50245.5,50085.5,50085.5,0.88,44128.6806432425,50190.27,39.53,50213.75
2021-02-24 08:00:00,0.0,50109.5,50194.25,49842.0,50194.25,0.66,33285.9074409,50108.96,97.4,50106.25
2021-02-24 08:05:00,0.0,50187.0,50492.25,50186.75,50492.25,0.15,7780.1136717750005,50301.64,74.6,50288.5
2021-02-24 08:10:00,0.0,50386.5,50520.0,50361.75,50520.0,0.3,14896.8812436925,50452.72,44.03,50430.5
2021-02-24 08:15:00,0.01,50524.5,50910.0,50524.5,50797.75,0.66,33590.857463765,50792.48,116.87,50560.0
2021-02-24 08:20:00,0.0,50736.25,50765.75,50620.25,50700.25,0.48,24214.4533915025,50693.82,36.4,50677.75
2021-02-24 08:25:00,0.0,50700.25,50700.25,50580.25,50670.75,2.17,109649.02360321,50622.57,29.26,50624.75
2021-02-24 08:30:00,0.0,50660.0,50863.75,50660.0,50720.25,0.29,14694.387610835,50784.29,52.1,50841.5
2021-02-24 08:35:00,0.01,50720.25,50868.75,50680.25,50740.0,0.61,30765.1022427675,50754.47,44.2,50712.75
2021-02-24 08:40:00,0.0,50759.75,50759.75,50469.0,50490.75,0.76,38761.886293075004,50685.41,77.8,50490.75
2021-02-24 08:45:00,0.0,50485.75,50524.0,50398.75,50475.25,0.27,13657.048966722501,50468.38,31.13,50519.75
2021-02-24 08:50:00,0.0,50516.75,50715.0,50490.75,50671.5,0.69,35022.388703829994,50583.5,63.07,50579.75
2021-02-24 08:55:00,0.0,50661.75,50759.75,50661.5,50680.25,0.33,16540.79550289,50696.67,25.69,50720.0
2021-02-24 09:00:00,0.0,50680.25,50680.25,50467.5,50479.5,0.19,9788.6243087775,50583.84,68.33,50479.75
2021-02-24 09:05:00,0.0,50479.75,50620.0,50429.25,50429.25,0.38,19410.84304358,50514.72,37.58,50520.0
2021-02-24 09:10:00,0.0,50514.75,50600.0,50420.0,50600.0,0.58,29341.1098046825,50525.53,46.99,50560.0
2021-02-24 09:15:00,0.0,50618.5,50969.0,50618.5,50931.25,0.35,17865.600565945,50782.59,125.04,50700.0
2021-02-24 09:20:00,0.0,50940.0,51000.0,50797.5,50797.5,0.24,12272.098003665,50884.56,48.1,51000.0
2021-02-24 09:25:00,0.0,50789.0,50886.5,50737.5,50800.75,0.17,8502.122996915,50807.92,36.77,50830.0
2021-02-24 09:30:00,0.0,50810.0,50999.75,50796.0,50868.75,1.32,67072.7222577825,50886.38,50.24,50840.0
2021-02-24 09:35:00,0.0,50868.75,51226.25,50860.25,51226.25,0.97,49570.27604576501,51120.61,114.54,50940.0
2021-02-24 09:40:00,0.0,51278.75,51397.0,51140.25,51306.0,1.68,86308.26995181749,51265.82,77.76,51200.0
2021-02-24 09:45:00,0.0,51375.0,51375.0,50998.0,50998.0,2.3,117783.432331405,51177.55,77.18,51200.25
2021-02-24 09:50:00,0.0,50980.25,51080.0,50920.25,50920.25,0.1,4861.3694505775,50957.38,40.23,50940.25
2021-02-24 09:55:00,0.0,50923.75,50933.25,50906.25,50929.5,0.23,11514.2989436725,50922.88,4.43,50918.0
2021-02-24 10:00:00,0.0,50940.0,51041.75,50913.0,50913.25,0.45,23014.3234153025,50981.83,33.55,50980.0
2021-02-24 10:05:00,0.0,50939.75,51031.0,50726.25,51011.5,1.15,58630.0743693025,50829.09,79.21,51030.75
2021-02-24 10:10:00,0.0,51000.0,51000.0,50680.25,50699.0,0.24,12402.836729055,50852.43,88.41,50794.0
2021-02-24 10:15:00,0.0,50680.0,50680.0,50426.5,50597.25,0.13,6494.452492185,50573.15,55.84,50614.0
2021-02-24 10:20:00,0.0,50560.25,50672.75,50300.0,50300.0,2.93,148389.4648937275,50560.24,80.81,50607.75
2021-02-24 10:25:00,0.0,50280.0,50550.0,50198.25,50440.75,0.31,15828.9313422175,50381.75,97.28,50497.0
2021-02-24 10:30:00,0.0,50495.75,50600.0,50495.75,50549.75,1.58,79814.325319505,50595.04,26.61,50580.75
2021-02-24 10:35:00,0.01,50550.0,50553.0,50289.75,50360.0,0.39,19750.3248968875,50345.85,52.87,50340.25
2021-02-24 10:40:00,0.0,50390.0,50592.0,50390.0,50563.5,0.46,23451.7728432,50493.57,55.56,50556.75
2021-02-24 10:45:00,0.0,50579.75,50647.75,50525.0,50580.5,0.52,26290.670746194995,50586.69,27.24,50600.0
2021-02-24 10:50:00,0.0,50580.5,50580.5,50344.25,50381.5,0.35,17724.453339505,50498.72,61.55,50510.25
2021-02-24 10:55:00,0.0,50395.75,50451.25,50127.25,50140.25,0.68,34115.9559611375,50275.69,86.35,50295.0
2021-02-24 11:00:00,0.0,50180.0,50516.25,50160.0,50447.5,1.08,54410.284284467496,50306.69,85.43,50417.25
2021-02-24 11:05:00,0.0,50480.0,50647.75,50480.0,50560.0,0.37,18959.840753495,50578.06,33.28,50540.0
2021-02-24 11:10:00,0.0,50555.75,50620.0,50480.0,50480.0,0.4,20370.549839715,50558.32,41.75,50600.0
2021-02-24 11:15:00,0.0,50471.0,50498.5,50320.25,50359.5,0.76,38293.243287205,50403.52,46.43,50445.0
2021-02-24 11:20:00,0.0,50359.75,50928.0,50359.75,50881.75,0.36,18201.84911744,50588.87,184.33,50881.5
2021-02-24 11:25:00,0.0,50857.75,50918.25,50788.25,50800.25,0.64,32314.455661935,50818.88,28.51,50800.25
2021-02-24 11:30:00,0.0,50800.25,50851.0,50700.0,50700.25,0.78,39685.279799015,50783.76,48.03,50760.0
2021-02-24 11:35:00,0.0,50680.25,50749.75,50660.25,50660.25,0.54,27431.1909958925,50680.99,31.91,50680.25
2021-02-24 11:40:00,0.0,50660.25,50699.75,50410.75,50420.0,1.87,94522.3171182175,50620.39,86.33,50523.0
2021-02-24 11:45:00,0.0,50418.25,50510.5,50360.0,50399.75,2.63,132584.7612636075,50412.49,35.94,50455.25
2021-02-24 11:50:00,0.0,50400.0,50419.75,50227.75,50337.25,1.07,53950.7680317375,50327.53,37.98,50419.0
2021-02-24 11:55:00,0.0,50340.0,50403.25,50340.0,50400.25,0.97,48962.0451850475,50370.91,14.9,50400.0
2021-02-24 12:00:00,0.0,50402.25,50646.25,50402.25,50609.75,1.12,56546.255746955,50492.76,72.12,50435.25
2021-02-24 12:05:00,0.0,50610.0,50778.0,50520.25,50524.75,0.4,20415.5301240925,50659.36,69.79,50565.75
2021-02-24 12:10:00,0.01,50520.25,50837.25,50400.25,50837.25,1.83,92251.2959640275,50516.34,131.92,50460.5
2021-02-24 12:15:00,0.0,50839.75,50972.5,50795.5,50820.0,1.83,92887.5838431075,50845.21,48.73,50840.0
2021-02-24 12:20:00,0.01,50830.25,51161.5,50802.5,51135.0,2.49,126867.3868190325,51047.41,115.54,50802.5
2021-02-24 12:25:00,0.01,51154.5,51227.0,51000.25,51130.5,0.89,45741.087559955,51150.56,38.3,51104.5
2021-02-24 12:30:00,0.01,51167.5,51272.5,51067.25,51244.0,3.3,168953.560637865,51187.54,50.96,51212.75
2021-02-24 12:35:00,0.01,51275.5,51345.25,51091.0,51215.75,1.3,66436.7714474125,51215.91,43.21,51200.0
2021-02-24 12:40:00,0.0,51217.0,51217.0,50939.75,50939.75,1.09,55702.74589973,51080.95,87.54,50940.0
2021-02-24 12:45:00,0.0,50934.0,51088.5,50934.0,51049.75,1.95,99257.4912037475,50998.41,49.94,51000.0
2021-02-24 12:50:00,0.01,51053.75,51053.75,50860.0,50860.0,0.96,48858.71460592,51006.76,55.64,51029.25
2021-02-24 12:55:00,0.0,50876.5,50880.0,50680.25,50734.0,0.79,39950.363744465,50796.86,58.62,50829.5
2021-02-24 13:00:00,0.01,50762.75,51095.25,50762.75,50980.25,2.07,105203.9873981875,50922.76,91.18,50848.5
2021-02-24 13:05:00,0.01,50980.0,50980.0,50553.0,50600.25,3.32,168020.22384652498,50615.89,88.98,50635.75
2021-02-24 13:10:00,0.01,50600.0,50741.25,50460.0,50460.0,0.95,48262.1262132875,50539.47,63.78,50461.75
2021-02-24 13:15:00,0.01,50480.0,50480.0,49595.5,49605.5,38.43,1918252.2090589975,49921.81,198.64,49755.5
2021-02-24 13:20:00,0.01,49602.0,49984.0,49523.75,49850.75,3.8,188581.76139489,49643.74,135.82,49911.0
2021-02-24 13:25:00,0.01,49829.25,49973.75,49606.0,49624.0,2.35,116985.1678971675,49813.55,92.07,49849.75
2021-02-24 13:30:00,0.01,49658.25,49768.0,49082.0,49200.25,18.79,929066.31985392,49452.07,184.48,49575.0
2021-02-24 13:35:00,0.01,49158.0,49551.5,49158.0,49243.0,1.05,51968.95607256,49399.28,98.87,49422.5
2021-02-24 13:40:00,0.01,49260.25,49544.0,49260.25,49486.25,0.9,44578.809111509996,49444.68,56.13,49449.5
2021-02-24 13:45:00,0.01,49486.25,49898.5,49310.75,49748.5,2.17,107485.97590838998,49491.12,190.54,49360.25
2021-02-24 13:50:00,0.01,49748.75,49782.5,49560.0,49654.0,1.18,58760.50724226,49699.27,62.38,49780.0
2021-02-24 13:55:00,0.01,49653.75,49653.75,49392.5,49506.75,8.82,436782.0166917475,49503.01,67.81,49580.25
2021-02-24 14:00:00,0.01,49540.25,49811.25,49540.25,49795.0,0.78,38566.9947748525,49687.03,52.57,49697.75
2021-02-24 14:05:00,0.01,49781.0,49781.0,49320.0,49360.0,1.33,65888.3590376925,49575.24,147.74,49345.0
2021-02-24 14:10:00,0.01,49365.25,49456.75,49200.25,49438.75,1.4,69266.69126781,49317.75,61.96,49372.25
2021-02-24 14:15:00,0.01,49438.75,49632.5,49345.5,49622.75,1.22,60650.5604018225,49514.08,72.22,49573.0
2021-02-24 14:20:00,0.01,49622.75,49622.75,49420.25,49420.5,1.53,75674.6215603775,49515.75,55.77,49540.75
2021-02-24 14:25:00,0.01,49420.5,49530.5,49380.0,49502.75,1.08,53606.53197548,49468.32,45.21,49502.5
2021-02-24 14:30:00,0.01,49520.5,49710.75,49372.75,49416.25,1.5,74046.49030894249,49528.29,84.66,49390.5
2021-02-24 14:35:00,0.01,49416.25,49438.5,49140.75,49353.5,3.45,169821.86511372752,49191.46,76.95,49384.25
2021-02-24 14:40:00,0.01,49363.0,49383.5,48777.0,48807.25,2.56,125557.9648053675,49007.1,168.42,49081.75
2021-02-24 14:45:00,0.01,48807.5,49249.0,48785.0,49207.5,3.57,174756.2906513225,48949.47,117.91,49109.75
2021-02-24 14:50:00,0.01,49180.0,49211.5,48952.5,49079.25,1.03,50540.4507858775,49093.05,61.8,49105.25
2021-02-24 14:55:00,0.01,49070.5,49450.75,49069.0,49427.25,1.14,56383.2462256575,49265.19,117.61,49255.0
2021-02-24 15:00:00,0.01,49433.25,49640.0,49420.25,49546.75,0.88,43440.5738963475,49541.73,66.14,49589.5
2021-02-24 15:05:00,0.01,49546.0,49546.0,49220.0,49220.25,2.84,140286.605765615,49391.88,95.89,49460.0
2021-02-24 15:10:00,0.01,49200.0,49220.25,48892.5,48947.0,2.1,102904.3402443825,48980.69,88.01,49100.0
2021-02-24 15:15:00,0.01,48946.75,49140.0,48689.75,48759.0,2.58,126027.59608514751,48900.53,96.48,48880.0
2021-02-24 15:20:00,0.01,48724.0,48885.25,48495.75,48874.75,7.06,343316.82965632,48624.31,71.99,48694.5
2021-02-24 15:25:00,0.01,48823.75,49179.75,48821.0,49149.25,1.47,72127.847572455,48983.23,106.44,49124.5
2021-02-24 15:30:00,0.01,49149.0,49379.75,49060.25,49319.5,1.49,73292.52773655251,49250.14,94.26,49101.75
2021-02-24 15:35:00,0.01,49303.25,49600.0,49302.25,49442.0,1.08,53440.06810795,49501.93,60.33,49456.5
2021-02-24 15:40:00,0.01,49440.25,49440.25,49200.25,49310.25,1.28,63150.3712161125,49345.99,62.82,49357.75
2021-02-24 15:45:00,0.01,49295.0,49733.75,49295.0,49535.75,0.9,44742.02492743,49521.99,75.85,49600.0
2021-02-24 15:50:00,0.01,49527.25,49638.0,49527.25,49600.25,0.75,37129.0315130275,49590.89,23.06,49633.5
2021-02-24 15:55:00,0.01,49600.25,49879.5,49600.25,49862.5,0.74,36701.5293781325,49778.83,95.64,49602.25
2021-02-24 16:00:00,0.01,49879.5,50169.75,49820.0,49960.0,3.63,181800.962678395,50036.64,86.31,50016.75
2021-02-24 16:05:00,0.01,49927.75,50019.75,49800.5,49909.75,2.25,112548.98119227249,49958.76,58.2,49884.5
2021-02-24 16:10:00,0.01,49909.75,49910.5,49690.0,49781.0,2.58,128658.2586178025,49827.83,53.52,49784.0
2021-02-24 16:15:00,0.01,49770.75,49771.0,49600.0,49616.75,5.68,282442.77085299,49692.11,45.54,49700.25
2021-02-24 16:20:00,0.01,49616.75,49837.75,49460.0,49539.25,0.83,41052.295883535,49588.83,106.24,49665.75
2021-02-24 16:25:00,0.01,49572.75,49673.75,49491.0,49511.5,1.49,73828.75687218,49604.6,35.16,49540.25
2021-02-24 16:30:00,0.01,49526.0,49804.75,49489.5,49692.25,3.41,168848.14376966,49554.58,74.27,49609.5
2021-02-24 16:35:00,0.01,49706.25,49860.0,49694.0,49775.25,5.57,277148.7173343075,49773.21,42.91,49819.25
2021-02-24 16:40:00,0.01,49768.0,49768.0,49600.75,49640.25,1.15,56890.9426523225,49669.95,37.13,49628.0
2021-02-24 16:45:00,0.0,49640.25,49696.25,49600.25,49671.75,0.6,29978.8549425225,49644.91,28.23,49640.0
2021-02-24 16:50:00,0.01,49660.0,49815.5,49580.0,49580.0,0.8,39659.6954988075,49721.45,58.29,49741.75
2021-02-24 16:55:00,0.01,49600.0,49635.5,49380.0,49385.75,1.24,61548.402751195,49475.97,83.43,49602.0
2021-02-24 17:00:00,0.0,49425.75,49641.25,49391.5,49640.0,1.38,68293.0349560175,49508.58,84.0,49571.75
2021-02-24 17:05:00,0.01,49662.5,50000.0,49600.0,49971.0,2.1,104556.3892402275,49741.37,141.57,49760.25
2021-02-24 17:10:00,0.01,49962.75,49994.75,49785.0,49820.75,1.59,79179.58542312,49918.31,55.54,49900.25
2021-02-24 17:15:00,0.01,49815.75,49932.25,49815.75,49898.5,1.81,90068.056619465,49889.83,26.4,49880.0
2021-02-24 17:20:00,0.01,49876.25,49960.0,49860.75,49943.0,0.91,45550.7404099025,49916.71,31.79,49954.25
2021-02-24 17:25:00,0.01,49911.0,49911.25,49760.25,49760.25,2.39,119021.50265297249,49810.48,44.23,49800.25
2021-02-24 17:30:00,0.01,49763.0,49900.0,49660.0,49697.5,1.18,58649.548319485,49740.0,64.8,49771.0
2021-02-24 17:35:00,0.01,49697.5,49861.5,49651.5,49838.25,1.21,60162.06567749,49704.09,54.07,49806.0
2021-02-24 17:40:00,0.01,49800.25,49929.75,49760.0,49900.25,0.93,46140.53308114,49838.69,43.06,49867.75
2021-02-24 17:45:00,0.0,49926.25,49926.25,49805.5,49805.75,0.93,46212.008692417505,49834.07,32.71,49855.5
2021-02-24 17:50:00,0.0,49813.75,49878.25,49813.75,49851.75,0.51,25468.429224745,49855.03,15.88,49864.5
2021-02-24 17:55:00,0.01,49853.5,50105.5,49853.5,50096.0,2.0,100205.643986855,50001.55,63.48,49960.5
2021-02-24 18:00:00,0.0,50095.75,50095.75,49970.25,50020.25,1.36,68042.289752845,50038.0,28.79,50020.0
2021-02-24 18:05:00,0.01,50020.25,50020.25,49760.25,49893.0,1.17,58110.269833585,49820.26,64.51,50020.0
2021-02-24 18:10:00,0.01,49880.0,49932.5,49663.75,49683.0,1.87,93256.97321046,49759.18,83.21,49729.0
2021-02-24 18:15:00,0.01,49704.5,49820.0,49600.25,49600.5,2.57,128003.4167303625,49712.27,70.26,49680.0
2021-02-24 18:20:00,0.01,49600.25,49670.75,49510.0,49670.75,1.07,53148.413658695,49574.42,29.68,49571.25
