timestamp,Price [Md€],price_open,price_high,price_low,price_close,Amount [BTC],weighted_volume,bnus_vwap,sigma,bnus_vwmp (upper)
2021-02-24 18:20:00,0.01,49591.55,49661.67,49546.01,49642.22,1.49,74076.05611735,49573.47,23.63,49586.15
2021-02-24 18:25:00,0.01,49651.46,49738.73,49648.19,49678.08,2.36,117514.69085928999,49700.92,25.2,49729.08
2021-02-24 18:30:00,0.01,49678.07,49940.06,49663.33,49939.72,2.67,133341.44365465,49875.42,78.0,49800.0
2021-02-24 18:35:00,0.01,49939.72,49997.5,49889.0,49918.69,1.76,87918.46971754,49951.66,26.86,49906.63
2021-02-24 18:40:00,0.0,49931.22,49931.36,49852.39,49881.6,1.33,66357.88504999,49892.92,21.91,49881.6
2021-02-24 18:45:00,0.01,49878.44,49883.58,49765.44,49864.67,1.54,76658.76422041,49837.28,30.46,49765.44
2021-02-24 18:50:00,0.01,49856.86,49856.87,49663.33,49692.79,1.96,97348.59183467,49741.45,52.59,49715.28
2021-02-24 18:55:00,0.01,49726.04,49736.0,49583.25,49599.14,2.1,104141.22469493,49617.66,46.22,49719.75
2021-02-24 19:00:00,0.01,49601.14,49744.85,49599.01,49610.99,16.55,821421.0902606,49623.72,39.41,49688.89
2021-02-24 19:05:00,0.01,49610.99,49610.99,49370.52,49383.5,4.25,210576.07146911,49531.69,65.11,49472.45
2021-02-24 19:10:00,0.01,49398.4,49683.34,49379.99,49388.75,4.2,207847.11413467,49492.52,88.29,49402.46
2021-02-24 19:15:00,0.0,49408.78,49517.51,49388.06,49516.91,3.56,175971.3821295,49459.16,29.38,49454.75
2021-02-24 19:20:00,0.01,49529.35,49601.02,49500.0,49527.55,14.52,719121.01275469,49523.79,20.66,49502.48
2021-02-24 19:25:00,0.01,49537.15,49560.0,49404.0,49452.8,3.69,182852.30731384,49491.02,46.29,49452.92
2021-02-24 19:30:00,0.01,49451.57,49456.21,49142.85,49189.49,17.67,869221.60021929,49205.37,62.13,49182.68
2021-02-24 19:35:00,0.01,49197.54,49199.99,48865.97,48893.22,7.79,382122.19672338,49021.77,78.41,48899.99
2021-02-24 19:40:00,0.01,48889.23,49150.0,48889.22,48993.36,2.14,104994.34181119,49026.6,52.31,48889.23
2021-02-24 19:45:00,0.01,48997.66,49200.0,48932.52,48994.5,8.34,409317.44399236,49100.39,65.44,49200.0
2021-02-24 19:50:00,0.01,49024.71,49155.85,48950.06,48951.34,1.12,54688.92794175,49036.84,50.43,48970.68
2021-02-24 19:55:00,0.01,48947.61,49061.07,48872.0,48982.64,1.6,78416.60680741,48936.76,48.53,49017.77
2021-02-24 20:00:00,0.01,48996.32,49272.2,48855.6,49206.87,5.77,283216.53110307,49084.67,136.02,48905.87
2021-02-24 20:05:00,0.01,49212.65,49225.19,49028.09,49029.84,5.29,260025.93313706998,49142.08,53.94,49099.99
2021-02-24 20:10:00,0.01,49030.23,49215.45,49010.07,49188.38,1.61,79219.23489605,49125.44,48.34,49190.65
2021-02-24 20:15:00,0.01,49162.12,49162.12,48924.04,48924.04,0.7,34538.65413896,49048.6,47.77,49031.68
2021-02-24 20:20:00,0.01,48915.19,49025.26,48787.65,48802.44,2.75,134413.05475011,48919.55,67.15,48982.05
2021-02-24 20:25:00,0.01,48827.99,48900.5,48750.0,48887.84,3.56,173614.02656886,48813.51,43.51,48843.24
2021-02-24 20:30:00,0.01,48890.29,48899.51,48625.12,48728.77,8.9,433535.28866417997,48722.81,65.24,48699.99
2021-02-24 20:35:00,0.01,48728.76,48871.84,48591.66,48871.84,6.68,325797.85095202,48735.92,66.4,48747.56
2021-02-24 20:40:00,0.01,48871.84,49010.07,48662.64,48662.64,4.58,223778.64849783,48817.52,83.28,48864.53
2021-02-24 20:45:00,0.01,48660.59,48870.46,48660.59,48867.8,2.99,145911.80833795998,48776.25,62.71,48682.69
2021-02-24 20:50:00,0.01,48868.01,48998.22,48849.51,48959.96,2.33,114131.77822992,48905.75,40.91,48940.99
2021-02-24 20:55:00,0.01,48984.41,49223.15,48908.22,49174.6,5.03,247325.53664716,49132.98,84.17,49157.07
2021-02-24 21:00:00,0.01,49142.58,49180.95,48944.03,48955.75,2.61,127849.86123525,49035.93,53.11,49163.45
2021-02-24 21:05:00,0.01,48946.49,49006.23,48635.52,48731.25,2.81,137378.71228322,48802.94,76.77,48687.12
2021-02-24 21:10:00,0.01,48741.37,48741.37,48537.58,48549.98,3.24,157258.22957635,48582.01,43.99,48650.01
2021-02-24 21:15:00,0.02,48537.36,48609.57,48228.39,48241.88,7.99,386849.11884855,48400.56,94.71,48414.01
2021-02-24 21:20:00,0.01,48259.39,48555.69,48135.88,48526.99,3.89,187981.57013722,48318.05,110.82,48347.83
2021-02-24 21:25:00,0.01,48501.49,48501.49,48171.78,48171.78,2.08,100362.92313918,48306.24,84.21,48295.85
2021-02-24 21:30:00,0.01,48174.2,48338.26,48152.05,48323.23,1.42,68736.51607915999,48266.91,45.79,48311.7
2021-02-24 21:35:00,0.01,48325.45,48540.07,48305.97,48423.65,1.65,79938.93196305,48418.55,60.71,48314.6
2021-02-24 21:40:00,0.01,48426.19,48494.42,48371.22,48490.07,7.14,345832.51173118,48462.28,23.04,48487.64
2021-02-24 21:45:00,0.0,48476.47,48476.47,48222.36,48254.69,2.06,99510.84220996,48334.62,77.42,48448.11
2021-02-24 21:50:00,0.01,48266.22,48389.33,48142.97,48368.31,2.6,125186.01123606,48190.26,55.73,48290.05
2021-02-24 21:55:00,0.02,48384.04,48895.81,48298.15,48790.7,3.5,170417.75581119,48698.82,152.18,48717.58
2021-02-24 22:00:00,0.01,48744.47,48744.47,48352.5,48434.87,4.67,226520.06806064,48520.69,99.81,48579.99
2021-02-24 22:05:00,0.01,48456.5,48514.65,48119.83,48129.75,1.9,91598.39519604,48242.54,107.54,48325.24
2021-02-24 22:10:00,0.01,48129.75,48363.23,48054.15,48189.96,2.98,143608.84576905,48185.49,92.44,48291.72
2021-02-24 22:15:00,0.01,48156.61,48469.84,48135.3,48320.0,2.68,129365.97976438,48355.98,73.82,48436.24
2021-02-24 22:20:00,0.01,48321.78,48464.27,48276.24,48455.74,2.12,102652.01869124,48342.03,53.75,48423.19
2021-02-24 22:25:00,0.01,48475.39,48705.78,48444.45,48696.32,2.86,138894.68644744,48605.48,89.8,48612.49
2021-02-24 22:30:00,0.01,48700.29,48888.0,48529.38,48878.16,3.06,148759.78122538,48674.05,99.26,48564.09
2021-02-24 22:35:00,0.01,48888.0,48945.74,48583.83,48681.65,1.07,52320.76946199,48749.89,108.83,48893.79
2021-02-24 22:40:00,0.01,48677.13,48784.3,48590.91,48600.0,0.98,47879.71042257,48718.55,36.13,48691.45
2021-02-24 22:45:00,0.01,48590.91,48720.88,48500.0,48692.13,1.8,87641.65726587,48632.8,57.26,48686.11
2021-02-24 22:50:00,0.01,48699.39,48826.07,48689.8,48826.07,4.69,228395.51503879,48732.08,39.3,48750.95
2021-02-24 22:55:00,0.01,48826.07,48900.0,48710.18,48852.09,3.18,155157.21963074998,48815.8,42.56,48894.03
2021-02-24 23:00:00,0.01,48829.4,49250.0,48753.08,49197.4,6.18,303376.0813144,49074.97,153.51,48954.83
2021-02-24 23:05:00,0.01,49197.4,49545.44,49163.11,49436.2,3.11,153678.18193118,49419.45,81.19,49481.95
2021-02-24 23:10:00,0.01,49425.1,49425.1,49221.68,49388.32,2.96,146054.44289135,49320.87,46.29,49378.02
2021-02-24 23:15:00,0.01,49386.37,49392.56,49114.23,49200.0,8.03,395003.95166277,49221.57,56.2,49369.12
2021-02-24 23:20:00,0.01,49163.12,49450.0,49163.12,49370.17,3.44,169805.93499079,49292.45,66.85,49366.5
2021-02-24 23:25:00,0.01,49395.93,49450.0,49222.79,49330.09,4.22,208548.75382279,49426.67,62.49,49398.44
2021-02-24 23:30:00,0.02,49331.6,49545.7,49331.6,49401.0,6.98,345088.42357643996,49444.27,47.68,49423.03
2021-02-24 23:35:00,0.02,49365.54,49750.0,49365.32,49592.51,4.8,238055.20690783,49568.37,78.03,49574.72
2021-02-24 23:40:00,0.01,49622.03,49624.91,49472.29,49588.53,2.22,110076.0144473,49572.63,39.78,49590.93
2021-02-24 23:45:00,0.01,49581.01,49770.84,49498.6,49691.48,7.82,387884.3778364,49571.16,66.04,49601.72
2021-02-24 23:50:00,0.01,49658.49,49749.99,49500.0,49600.0,1.35,66783.31654991,49622.33,51.63,49643.13
2021-02-24 23:55:00,0.01,49555.09,49742.31,49534.62,49714.5,3.49,173307.69067495002,49604.21,57.74,49695.75
