timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,btrx_vwap,ecart_type,vwmp_upper
2021-02-24 00:00:00,78034083.769,48906.607,49070.307,46958.22,48488.0,42.46723728,2032535.1786255827,47861.25278704692,557.6195380686995,47874.671
2021-02-24 01:00:00,97247656.636,48488.0,50229.466,48453.81,50199.989,55.04245252,2715974.3652724223,49343.26580534464,469.53433097378564,48690.502
2021-02-24 02:00:00,70189892.814,50188.392,50600.0,49838.017,50230.77,32.53231199,1635208.2978918222,50264.128119589644,175.98386930389975,50423.728
2021-02-24 03:00:00,53860731.361,50213.589,50999.99,50105.146,50949.591,38.10803972,1925549.108316308,50528.68430032978,194.3397316855642,50487.598
2021-02-24 04:00:00,52199620.863,50999.999,51386.269,50400.0,50662.379,29.55189825,1504613.7499243992,50914.28432772163,232.89755041563873,51294.82
2021-02-24 05:00:00,58147578.119,50676.453,51030.517,50000.0,50244.01,32.87885845,1661610.6710241784,50537.35893997191,267.3175604099087,50500.007
2021-02-24 06:00:00,75656599.124,50226.75,50709.49,49504.22,50119.51,38.27552333,1915068.8036909292,50033.77190116472,325.1741702015991,49774.76
2021-02-24 07:00:00,37551926.068,50114.94,50346.99,49551.014,50105.15,19.92287009,996800.2314418292,50032.96347056737,185.50012458462237,50139.61
2021-02-24 08:00:00,69769360.245,50105.15,50921.529,49840.0,50679.16,34.80029467,1760450.1230530934,50587.21886543995,223.99167738154327,50700.001
2021-02-24 09:00:00,78071336.526,50699.12,51408.635,50356.99,50980.189,35.10342764,1788432.9290291998,50947.52989281588,264.0253719613397,50968.271
2021-02-24 10:00:00,47592464.638,50981.64,51088.359,50142.85,50159.45,20.40742603,1033950.2583223345,50665.39292130093,249.31984429038337,50312.68
2021-02-24 11:00:00,46523137.253,50128.489,50914.526,50128.489,50401.6,18.75144877,948006.0566286879,50556.41664047742,186.04288750703142,50837.747
2021-02-24 12:00:00,53494757.463,50397.3,51300.0,50391.132,50774.399,23.61147618,1202006.6431644903,50907.72952953467,219.33278672387635,51180.45
2021-02-24 13:00:00,100324402.811,50761.77,51089.154,49093.667,49514.992,63.34697456,3157196.8768507093,49839.7421310204,478.6963056145787,49451.218
2021-02-24 14:00:00,68510193.611,49511.505,49804.57,48767.13,49473.137,36.01367416,1775903.7400547583,49311.928912469455,258.3324580778255,49550.721
2021-02-24 15:00:00,55694051.374,49445.43,49877.059,48518.63,49877.058,37.2784888,1837104.6440342446,49280.55570842358,348.01064043719975,49535.879
2021-02-24 16:00:00,43931239.366,49860.121,50149.734,49360.01,49360.01,29.10431747,1449567.800347695,49805.93693158663,167.60140948508132,49745.762
2021-02-24 17:00:00,30234996.498,49435.14,50063.895,49380.08,50050.175,17.64841398,878650.5593072094,49786.375155463655,126.26830503654206,49750.536
2021-02-24 18:00:00,33709943.377,50071.68,50071.68,49567.227,49585.974,21.00506558,1046004.8262369272,49797.74151397471,122.40309396201275,49599.048
2021-02-24 19:00:00,34138489.78,49605.0,49695.27,48861.2,48984.14,17.73585285,873629.4356378687,49257.819346300486,254.681346740331,49380.574
2021-02-24 20:00:00,26854791.986,48950.8,49279.19,48623.55,49184.99,16.05099134,785005.9310625651,48907.006080445935,170.8238649486733,49057.672
2021-02-24 21:00:00,51388433.285000004,49122.005,49170.683,48120.0,48787.489,33.35441643,1617235.3188943705,48486.392267975,234.44837364371716,48570.967
2021-02-24 22:00:00,29726600.678,48731.15,48972.019,48084.824,48887.82,15.56673045,756020.9641480881,48566.458228104544,230.19237947442056,48389.83
2021-02-24 23:00:00,42124272.158,48858.285,49775.153,48793.59,49742.749,33.44032345,1654902.246341511,49488.224861697956,223.01880948879716,49067.796
