timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,all_vwap,ecart_type,vwmp_upper
2021-02-24 00:00:00,3258431290.752175,48899.99,49130.5,46902.0,48498.9,4523.8580180991,216615331.866782,47882.875855109734,538.7521983361039,47365.74
2021-02-24 01:00:00,3475200676.730388,48499.0,50353.43,48412.0,50236.98,4839.0648492606,238630583.34626305,49313.3675161897,454.0722471425149,49759.0
2021-02-24 02:00:00,3429633435.387286,50224.22,50820.16,49781.14,50220.01,4407.1618950185,221434206.2844196,50244.1733612534,175.5433098533702,50159.4
2021-02-24 03:00:00,2447801151.569541,50190.12,51001.0,50042.0,50932.71,3075.4109399724002,155350893.42916942,50513.86512612314,223.78908980263978,50506.06
2021-02-24 04:00:00,2805354805.3257155,50929.46,51459.51,50328.0,50650.86,4002.536827634,203840611.0429435,50927.853963916896,244.41517412324254,50819.8
2021-02-24 05:00:00,2128123381.1521506,50611.0,51064.836108,49941.0,50166.0,2619.7574275472,132181450.62028614,50455.60677884732,265.8894270278741,50905.0
2021-02-24 06:00:00,2495656313.4795446,50264.18,50710.31,49210.0,50099.64,3642.0772557188,181788496.92559642,49913.41044184377,318.5268183092324,50220.0
2021-02-24 07:00:00,1536856409.0137618,50098.05,50374.4,49472.0,50082.62,1563.6051772801,78121685.73135364,49962.539691283666,202.57550890690726,49600.0
2021-02-24 08:00:00,1949152935.2019818,50090.93,51089.72,49770.5,50666.7,2624.7848200846,132758125.30785467,50578.67002734941,237.26512218428755,50900.0
2021-02-24 09:00:00,2000023278.7509823,50659.75,51449.5,50293.0,50900.68,2571.3141809835,130910182.0340022,50911.78005479302,247.12617076359126,51003.9
2021-02-24 10:00:00,1880924292.7088974,50900.0,51088.359,50050.0,50150.1,2481.3923659199,125397116.91817316,50534.9813437046,223.8646493633428,50667.5
2021-02-24 11:00:00,1472331225.1521184,50127.96,50957.67,50057.0,50380.0,1728.398363761,87282951.77486546,50499.325621286465,174.58541496002118,50599.6
2021-02-24 12:00:00,2128138106.1709614,50379.99,51364.74,50324.99,50746.3,3253.1763442377,165697822.35398453,50934.16551103433,223.74834428974924,50738.2
2021-02-24 13:00:00,3554506740.8845186,50738.3,51123.31,48940.12,49479.41,6518.1518977615,324602269.85105264,49799.74000951547,489.0452281838449,50462.5
2021-02-24 14:00:00,2746005109.8321133,49480.2,49811.25,48691.6,49427.61,3816.0938765,187995463.82991922,49263.84672757125,242.48631677062932,49069.9
2021-02-24 15:00:00,3042859979.5516095,49430.41,49916.8,48350.0,49850.22,3969.2641162438,195302004.6500295,49203.58004164459,373.52141386262565,49610.3
2021-02-24 16:00:00,2118338164.4284966,49847.54,50314.08,49298.688164,49330.0,2521.5926586245,125449908.83288863,49750.26731768807,179.22698240909682,49601.0
2021-02-24 17:00:00,1688633148.9182901,49371.49,50126.6,49313.0,50081.0,1906.4873076044,94986141.87620227,49822.593361797546,139.7907725721832,49760.5
2021-02-24 18:00:00,1657905816.887312,50096.69,50171.79,49510.0,49619.18,1950.7665543654,97146073.45637865,49798.92301259033,133.52500846632637,49612.75
2021-02-24 19:00:00,2086737974.3920445,49631.06,49748.4,48804.0,48990.27,2718.6641055171,133945656.57581657,49268.924507442825,241.38774402749402,49005.0
2021-02-24 20:00:00,2108376951.276432,48990.27,49293.55,48569.0,49174.4,2818.3827561468,137901282.0514236,48929.22430449357,170.44190954668144,48891.5
2021-02-24 21:00:00,2300266962.493032,49152.28,49193.77,48111.0,48757.56,3016.1238829413,146243840.73956737,48487.34548560769,244.46421377147786,48233.6
2021-02-24 22:00:00,1958579770.365085,48768.54,49004.72,48036.5,48833.25,1903.5854241461,92465904.72938962,48574.60219883092,235.68651664544808,48175.0
2021-02-24 23:00:00,2248715952.341739,48831.81,49840.2,48753.08,49737.82,2683.4271278409,132663942.96678723,49438.25065729635,206.19436472830492,49740.4
